name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Alphonse Areola,West Ham,Manchester City,2022-08-07,True,61,2,0.0,0,0,1,0,False,0.0,False,0.0,0.0,0.0,0,0,0,0,0,West Ham,True,Fulham,,-0.3
Alphonse Areola,West Ham,Fulham,,True,0,0,0.0,0,0,0,0,False,,False,1.0,0.0,0.0,0,0,0,0,0,West Ham,False,Southampton,0.96,-1.07
Alphonse Areola,West Ham,Southampton,,False,0,0,0.0,0,0,0,0,False,,False,0.5,0.0,0.0,0,0,0,0,0,West Ham,False,Liverpool,0.66,-1.33
Alphonse Areola,West Ham,Liverpool,,False,0,0,0.0,0,0,0,0,False,,False,0.33,0.0,0.0,0,0,0,0,0,West Ham,True,Bournemouth,,1.46
Alphonse Areola,West Ham,Bournemouth,,True,0,0,0.0,0,0,0,0,False,,False,0.25,0.0,0.0,0,0,0,0,1,West Ham,False,Manchester United,2.8,-0.1
Alphonse Areola,West Ham,Manchester United,2022-10-30,False,45,0,0.0,0,0,1,0,False,0.0,False,0.2,0.0,0.0,0,0,0,0,0,West Ham,True,Crystal Palace,2.25,0.81
Alphonse Areola,West Ham,Crystal Palace,,True,0,0,0.0,0,0,0,0,False,,False,0.2,0.0,0.0,0,0,0,0,0,West Ham,True,Leeds United,-5.24,-0.79
Alphonse Areola,West Ham,Leeds United,,True,0,0,0.0,0,0,0,0,False,,False,0.2,0.0,0.0,0,0,0,0,0,West Ham,False,Arsenal,4.81,-0.0
Alphonse Areola,West Ham,Arsenal,,False,0,0,0.0,0,0,0,0,False,,False,0.2,0.0,0.0,0,0,0,0,0,West Ham,True,Brentford,3.83,0.69
Alphonse Areola,West Ham,Brentford,,True,0,0,0.0,0,0,0,0,False,,False,0.2,0.0,0.0,0,0,0,0,0,West Ham,False,Leicester City,-1.82,-0.05
Alphonse Areola,West Ham,Leicester City,,False,0,0,0.0,0,0,0,0,False,,False,0.2,0.0,0.0,0,0,0,0,0,West Ham,False,Nottingham Forest,,
Alphonse Areola,West Ham,Nottingham Forest,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,West Ham,False,Wolverhampton,4.02,-0.46
Alphonse Areola,West Ham,Wolverhampton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,West Ham,True,Everton,-1.75,0.34
Alphonse Areola,West Ham,Everton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,West Ham,False,Newcastle United,-0.75,-0.34
Alphonse Areola,West Ham,Newcastle United,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,West Ham,True,Chelsea,-1.67,-0.25
Alphonse Areola,West Ham,Chelsea,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,West Ham,False,Tottenham,5.86,-0.03
Alphonse Areola,West Ham,Tottenham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,1,West Ham,True,Nottingham Forest,,
Alphonse Areola,West Ham,Nottingham Forest,2023-02-25,True,21,0,0.19,1,0,1,0,False,0.0,False,0.0,0.0,0.06,0,0,0,0,1,West Ham,False,Brighton,4.06,-0.39
Alphonse Areola,West Ham,Brighton,2023-03-04,False,90,4,3.56,5,0,1,0,False,0.0,True,0.2,0.0,0.32,0,0,0,0,3,West Ham,True,Aston Villa,-0.6,0.55
Alphonse Areola,West Ham,Aston Villa,2023-03-12,True,90,1,1.58,3,0,3,0,False,0.0,True,0.4,0.0,0.45,0,0,0,0,0,West Ham,True,Southampton,3.84,-0.38
Alphonse Areola,West Ham,Southampton,,True,0,0,0.0,0,0,0,0,False,,False,1.0,0.0,0.43,0,0,0,0,0,West Ham,True,Newcastle United,,0.73
Alphonse Areola,West Ham,Newcastle United,,True,0,0,0.0,0,0,0,0,False,,False,1.0,0.0,0.41,0,0,0,0,0,West Ham,True,Brighton,1.39,-0.71
Alphonse Areola,West Ham,Brighton,,True,0,0,0.0,0,0,0,0,False,,False,1.0,0.0,0.39,0,0,0,0,0,West Ham,False,Fulham,,1.37
Alphonse Areola,West Ham,Fulham,,False,0,0,0.0,0,0,0,0,False,,False,0.8,0.0,0.38,0,0,0,0,0,West Ham,True,Arsenal,,0.36
Alphonse Areola,West Ham,Arsenal,,True,0,0,0.0,0,0,0,0,False,,False,0.6,0.0,0.36,0,0,0,0,0,West Ham,False,Bournemouth,,0.19
Alphonse Areola,West Ham,Bournemouth,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.35,0,0,0,0,0,West Ham,True,Liverpool,-1.96,-0.53
Alphonse Areola,West Ham,Liverpool,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.33,0,0,0,0,0,West Ham,False,Crystal Palace,,0.13
Alphonse Areola,West Ham,Crystal Palace,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.32,0,0,0,0,0,West Ham,False,Manchester City,3.95,-1.26
Alphonse Areola,West Ham,Manchester City,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.31,0,0,0,0,0,West Ham,True,Manchester United,2.79,0.38
Alphonse Areola,West Ham,Manchester United,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.3,0,0,0,0,0,West Ham,False,Brentford,,-0.55
Alphonse Areola,West Ham,Brentford,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.29,0,0,0,0,0,West Ham,True,Leicester City,,0.83
