name,team,opponent_team,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,starts,form,clean_sheet_probability,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty,saves_per_game,last_season_total_saves
Kasper Schmeichel,Leicester,Brentford,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,False,Bournemouth,,0.0,0
Kasper Schmeichel,Leicester,Bournemouth,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,True,Crystal Palace,-0.43,0.0,0
Kasper Schmeichel,Leicester,Crystal Palace,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,True,Leicester City,2.25,0.0,0
Kasper Schmeichel,Leicester,Leicester City,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,False,Wolverhampton,3.01,0.0,0
Kasper Schmeichel,Leicester,Wolverhampton,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,True,Manchester City,2.25,0.0,0
Kasper Schmeichel,Leicester,Manchester City,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,False,Everton,1.31,0.0,0
Kasper Schmeichel,Leicester,Everton,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,False,West Ham,-0.48,0.0,0
Kasper Schmeichel,Leicester,West Ham,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,True,Newcastle United,2.07,0.0,0
Kasper Schmeichel,Leicester,Newcastle United,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,False,Liverpool,-0.04,0.0,0
Kasper Schmeichel,Leicester,Liverpool,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,True,Fulham,,0.0,0
Kasper Schmeichel,Leicester,Fulham,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,False,Arsenal,-1.31,0.0,0
Kasper Schmeichel,Leicester,Arsenal,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0,0,0,0.0,Leicester,False,Nottingham Forest,,0.0,0
