name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,total_points,was_home
Vicente Guaita,GK,Crystal Palace,0,0,3,2021-08-14,90,Chelsea,0,0,3,2,False
Vicente Guaita,GK,Crystal Palace,1,1,0,2021-10-30,90,Manchester City,0,0,3,7,False
Vicente Guaita,GK,Crystal Palace,0,1,0,2021-11-06,90,Wolverhampton,0,0,2,6,True
Vicente Guaita,GK,Crystal Palace,0,0,3,2021-11-20,90,Burnley,0,0,6,3,False
Vicente Guaita,GK,Crystal Palace,0,0,2,2021-11-27,90,Aston Villa,0,0,1,1,True
Vicente Guaita,GK,Crystal Palace,0,0,1,2021-11-30,90,Leicester City,0,0,2,2,False
Vicente Guaita,GK,Crystal Palace,0,0,1,2021-12-05,90,Manchester United,0,0,2,2,False
Vicente Guaita,GK,Crystal Palace,0,0,1,2021-12-12,90,Everton,0,0,5,3,True
Vicente Guaita,GK,Crystal Palace,0,0,0,2021-12-15,0,Southampton,0,0,0,0,True
Vicente Guaita,GK,Crystal Palace,0,0,0,2021-12-26,0,Tottenham,0,0,0,0,False
Vicente Guaita,GK,Crystal Palace,2,1,0,2021-08-21,90,Brentford,0,0,3,9,True
Vicente Guaita,GK,Crystal Palace,0,1,0,2021-12-28,90,Norwich,0,0,2,6,True
Vicente Guaita,GK,Crystal Palace,0,0,3,2022-01-01,90,West Ham,0,0,2,1,True
Vicente Guaita,GK,Crystal Palace,0,0,0,2022-01-14,0,Brighton,0,0,0,0,False
Vicente Guaita,GK,Crystal Palace,0,0,3,2022-01-23,90,Liverpool,0,0,4,2,True
Vicente Guaita,GK,Crystal Palace,0,0,1,2022-02-09,90,Norwich,0,0,0,2,False
Vicente Guaita,GK,Crystal Palace,0,1,0,2022-02-12,90,Brentford,0,0,2,6,False
Vicente Guaita,GK,Crystal Palace,0,0,0,2022-02-19,45,Chelsea,0,0,2,1,True
Vicente Guaita,GK,Crystal Palace,0,0,0,2022-02-23,0,Watford,0,0,0,0,False
Vicente Guaita,GK,Crystal Palace,0,0,0,2022-02-26,0,Burnley,0,0,0,0,True
Vicente Guaita,GK,Crystal Palace,2,1,0,2022-03-05,90,Wolverhampton,0,0,5,8,False
Vicente Guaita,GK,Crystal Palace,2,1,0,2022-03-14,90,Manchester City,0,0,4,9,True
Vicente Guaita,GK,Crystal Palace,0,0,2,2021-08-28,90,West Ham,0,0,2,1,False
Vicente Guaita,GK,Crystal Palace,0,1,0,2022-04-04,90,Arsenal,0,0,3,7,True
Vicente Guaita,GK,Crystal Palace,0,0,2,2022-04-10,90,Leeds United,0,0,1,1,False
Vicente Guaita,GK,Crystal Palace,0,0,1,2022-04-20,90,Newcastle United,0,0,3,3,False
Vicente Guaita,GK,Crystal Palace,1,1,0,2022-04-25,90,Leicester City,0,0,2,7,True
Vicente Guaita,GK,Crystal Palace,0,0,1,2022-04-30,90,Southampton,0,0,2,2,False
Vicente Guaita,GK,Crystal Palace,0,0,0,2022-05-07,0,Watford,0,0,0,0,True
Vicente Guaita,GKP,Crystal Palace,0,0,0,2022-05-15,0,Aston Villa,0,0,0,0,False
Vicente Guaita,GKP,Crystal Palace,0,0,0,2022-05-19,0,Everton,0,0,0,0,False
Vicente Guaita,GK,Crystal Palace,3,1,0,2022-05-22,90,Manchester United,0,0,4,10,True
Vicente Guaita,GK,Crystal Palace,0,1,0,2021-09-11,90,Tottenham,0,0,1,6,True
Vicente Guaita,GK,Crystal Palace,0,0,3,2021-09-18,90,Liverpool,0,0,7,3,False
Vicente Guaita,GK,Crystal Palace,0,0,1,2021-09-27,90,Brighton,0,0,3,3,True
Vicente Guaita,GK,Crystal Palace,0,0,2,2021-10-03,90,Leeds United,0,0,3,2,True
Vicente Guaita,GK,Crystal Palace,0,0,2,2021-10-18,90,Arsenal,0,0,4,2,False
Vicente Guaita,GK,Crystal Palace,0,0,1,2021-10-23,90,Newcastle United,0,0,0,2,True
