name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,total_points,was_home,yellow_cards
Josh Brownhill,MID,Burnley,0.5,0,0,0,2,0,0,1.8,11,Brighton,0,0,1,True,0
Josh Brownhill,MID,Burnley,1.5,0,0,0,92,1,0,2.7,90,Brentford,0,0,2,True,0
Josh Brownhill,MID,Burnley,0.3,0,0,0,104,1,0,1.7,90,Chelsea,0,0,1,False,1
Josh Brownhill,MID,Burnley,1.3,0,0,0,112,3,0,3.0,90,Crystal Palace,0,0,2,True,0
Josh Brownhill,MID,Burnley,1.5,0,0,1,137,0,0,5.4,90,Wolverhampton,0,0,3,False,0
Josh Brownhill,MID,Burnley,2.3,0,0,0,145,1,0,3.3,90,Newcastle United,0,0,2,False,0
Josh Brownhill,MID,Burnley,1.0,0,0,0,154,0,0,0.2,19,West Ham,0,0,1,True,0
Josh Brownhill,MID,Burnley,0.5,0,0,0,15,2,0,3.5,90,Liverpool,0,0,2,False,0
Josh Brownhill,MID,Burnley,0.5,0,0,0,198,0,0,0.0,0,Manchester United,0,0,0,False,0
Josh Brownhill,MID,Burnley,0.0,0,0,0,206,0,0,0.0,0,Leicester City,0,0,0,False,0
Josh Brownhill,MID,Burnley,1.0,0,0,1,221,0,0,1.4,90,Arsenal,0,0,2,False,1
Josh Brownhill,MID,Burnley,1.0,0,0,0,164,0,0,0.0,0,Watford,0,0,0,True,0
Josh Brownhill,MID,Burnley,0.0,0,0,0,233,1,0,1.9,90,Manchester United,0,0,1,True,1
Josh Brownhill,MID,Burnley,-0.3,0,0,0,242,1,0,3.5,90,Liverpool,0,0,2,True,0
Josh Brownhill,MID,Burnley,6.1,0,2,1,253,0,1,10.9,90,Brighton,0,0,9,False,1
Josh Brownhill,MID,Burnley,6.1,1,1,1,124,0,0,12.7,90,Tottenham,0,0,7,True,0
Josh Brownhill,MID,Burnley,5.2,0,0,0,265,1,0,3.1,90,Crystal Palace,0,0,1,False,1
Josh Brownhill,MID,Burnley,5.2,0,0,0,213,2,0,5.4,90,Leeds United,0,0,2,True,0
Josh Brownhill,MID,Burnley,2.3,0,0,0,272,4,0,3.1,90,Chelsea,0,0,2,True,0
Josh Brownhill,MID,Burnley,3.8,0,0,0,282,2,0,2.0,90,Brentford,0,0,2,False,0
Josh Brownhill,MID,Burnley,0.8,0,0,0,29,1,0,2.9,90,Leicester City,0,0,1,True,1
Josh Brownhill,MID,Burnley,1.9,0,0,0,302,2,0,1.1,90,Manchester City,0,0,2,True,0
Josh Brownhill,MID,Burnley,1.9,0,0,0,183,2,0,1.6,90,Everton,0,0,1,True,1
Josh Brownhill,MID,Burnley,1.7,0,0,0,318,2,0,5.4,90,Norwich,0,0,2,False,0
Josh Brownhill,MID,Burnley,6.2,0,0,0,329,1,0,1.6,60,West Ham,0,0,2,False,0
Josh Brownhill,MID,Burnley,6.2,2,2,1,292,0,0,12.4,90,Southampton,0,0,11,True,0
Josh Brownhill,MID,Burnley,3.0,0,0,1,334,0,0,5.4,90,Wolverhampton,0,0,3,True,0
Josh Brownhill,MID,Burnley,4.8,0,3,0,348,1,1,10.3,90,Watford,0,0,10,False,0
Josh Brownhill,MID,Burnley,4.9,0,0,0,354,3,0,3.4,90,Aston Villa,0,0,1,True,1
Josh Brownhill,MID,Burnley,8.1,0,0,0,367,1,0,3.1,90,Tottenham,0,0,2,False,0
Josh Brownhill,MID,Burnley,8.1,0,0,0,171,1,0,2.2,90,Aston Villa,0,0,2,False,0
Josh Brownhill,MID,Burnley,2.8,0,0,0,374,2,0,0.0,72,Newcastle United,0,0,2,True,0
Josh Brownhill,MID,Burnley,0.8,0,0,0,35,3,0,3.6,90,Everton,0,0,1,False,1
Josh Brownhill,MID,Burnley,0.5,0,0,0,43,1,0,4.8,90,Arsenal,0,0,2,True,0
Josh Brownhill,MID,Burnley,0.8,0,0,0,57,2,0,3.0,90,Leeds United,0,0,2,False,0
Josh Brownhill,MID,Burnley,1.8,0,0,1,62,0,0,9.7,90,Norwich,0,0,2,True,1
Josh Brownhill,MID,Burnley,0.5,0,0,0,76,2,0,0.9,90,Manchester City,0,0,2,False,0
Josh Brownhill,MID,Burnley,1.5,0,0,0,89,2,0,3.6,90,Southampton,0,0,2,False,0
