name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
James Ward-Prowse,MID,Southampton,0,0,3,5.2,2021-08-14,90,Everton,2,False
James Ward-Prowse,MID,Southampton,0,1,0,4.0,2021-10-30,79,Watford,2,False
James Ward-Prowse,MID,Southampton,0,1,0,10.6,2021-11-05,90,Aston Villa,3,True
James Ward-Prowse,MID,Southampton,0,0,2,11.7,2021-11-20,90,Norwich,2,False
James Ward-Prowse,MID,Southampton,0,0,4,3.1,2021-11-27,90,Liverpool,2,False
James Ward-Prowse,MID,Southampton,0,0,2,7.0,2021-12-01,90,Leeds United,2,True
James Ward-Prowse,MID,Southampton,0,0,1,2.2,2021-12-04,90,Brighton,2,True
James Ward-Prowse,MID,Southampton,0,0,3,4.6,2021-12-11,90,Arsenal,2,False
James Ward-Prowse,MID,Southampton,2,0,2,13.0,2021-12-15,90,Crystal Palace,9,False
James Ward-Prowse,MID,Southampton,3,0,2,10.3,2021-12-26,90,West Ham,13,False
James Ward-Prowse,MID,Southampton,0,0,1,5.0,2021-08-22,90,Manchester United,2,True
James Ward-Prowse,MID,Southampton,2,0,1,7.7,2021-12-28,90,Tottenham,9,True
James Ward-Prowse,MID,Southampton,2,0,1,7.5,2022-01-11,90,Brentford,7,True
James Ward-Prowse,MID,Southampton,0,0,3,8.6,2022-01-15,90,Wolverhampton,6,False
James Ward-Prowse,MID,Southampton,0,0,1,5.1,2022-01-22,90,Manchester City,2,True
James Ward-Prowse,MID,Southampton,3,0,2,15.5,2022-02-09,90,Tottenham,11,False
James Ward-Prowse,MID,Southampton,0,0,1,4.3,2022-02-12,90,Manchester United,2,False
James Ward-Prowse,MID,Southampton,1,1,0,9.4,2022-02-19,90,Everton,4,True
James Ward-Prowse,MID,Southampton,0,1,0,9.3,2022-02-25,90,Norwich,3,True
James Ward-Prowse,MID,Southampton,0,0,4,3.7,2022-03-05,90,Aston Villa,2,False
James Ward-Prowse,MID,Southampton,0,0,2,8.0,2022-03-10,90,Newcastle United,2,True
James Ward-Prowse,MID,Southampton,0,0,2,8.9,2022-03-13,90,Watford,2,True
James Ward-Prowse,MID,Southampton,2,0,2,12.6,2021-08-28,90,Newcastle United,8,False
James Ward-Prowse,MID,Southampton,3,0,1,10.0,2022-04-02,90,Leicester City,10,False
James Ward-Prowse,MID,Southampton,0,0,6,2.1,2022-04-09,90,Chelsea,2,True
James Ward-Prowse,MID,Southampton,0,1,0,2.9,2022-04-16,90,Arsenal,3,True
James Ward-Prowse,MID,Southampton,0,0,2,9.0,2022-04-21,90,Burnley,2,False
James Ward-Prowse,MID,Southampton,3,0,2,15.6,2022-04-24,90,Brighton,15,False
James Ward-Prowse,MID,Southampton,0,0,2,4.5,2022-04-30,90,Crystal Palace,5,True
James Ward-Prowse,MID,Southampton,0,0,3,8.8,2022-05-07,90,Brentford,2,False
James Ward-Prowse,MID,Southampton,0,0,2,2.5,2022-05-17,90,Liverpool,2,True
James Ward-Prowse,MID,Southampton,0,0,4,0.0,2022-05-22,90,Leeds United,7,False
James Ward-Prowse,MID,Southampton,0,1,0,2.4,2021-09-11,90,West Ham,3,True
James Ward-Prowse,MID,Southampton,0,1,0,2.6,2021-09-18,90,Manchester City,3,False
James Ward-Prowse,MID,Southampton,0,0,1,6.2,2021-09-26,90,Wolverhampton,2,True
James Ward-Prowse,MID,Southampton,0,0,3,5.0,2021-10-02,76,Chelsea,4,False
James Ward-Prowse,MID,Southampton,0,0,0,0.0,2021-10-16,0,Leicester City,0,True
James Ward-Prowse,MID,Southampton,0,0,0,0.0,2021-10-23,0,Burnley,0,True
