name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Daniel Castelo Podence,MID,Wolves,0,0,0,3.5,2022-02-27,30,West Ham,1,False
Daniel Castelo Podence,MID,Wolves,0,1,0,14.1,2022-01-03,87,Manchester United,3,False
Daniel Castelo Podence,MID,Wolves,0,0,1,3.9,2022-01-15,90,Southampton,1,True
Daniel Castelo Podence,MID,Wolves,0,1,0,5.1,2021-12-19,78,Chelsea,3,True
Daniel Castelo Podence,MID,Wolves,0,0,2,8.8,2022-03-18,77,Leicester City,5,True
Daniel Castelo Podence,MID,Wolves,0,1,0,5.8,2022-04-02,67,Aston Villa,3,True
Daniel Castelo Podence,MID,Wolves,0,0,0,0.0,2022-04-08,0,Newcastle United,0,False
Daniel Castelo Podence,MID,Wolves,0,1,0,6.5,2021-12-15,90,Brighton,3,False
Daniel Castelo Podence,MID,Wolves,0,0,0,1.8,2021-12-11,3,Manchester City,1,False
Daniel Castelo Podence,MID,Wolves,0,0,0,0.0,2021-08-22,0,Tottenham,0,True
Daniel Castelo Podence,MID,Wolves,0,0,0,0.0,2021-08-14,0,Leeds United,0,False
Daniel Castelo Podence,MID,Wolves,0,0,0,0.0,2021-11-27,0,Norwich,0,False
Daniel Castelo Podence,MID,Wolves,0,0,1,0.1,2021-08-29,20,Manchester United,1,True
Daniel Castelo Podence,MID,Wolves,0,0,0,0.1,2021-11-01,11,Everton,1,True
Daniel Castelo Podence,MID,Wolves,0,0,1,11.7,2022-02-10,90,Arsenal,2,True
Daniel Castelo Podence,MID,Wolves,0,0,0,0.0,2021-12-04,0,Liverpool,0,True
Daniel Castelo Podence,MID,Wolves,0,0,0,0.0,2021-12-01,0,Burnley,0,True
Daniel Castelo Podence,MID,Wolves,0,0,0,0.0,2022-04-30,0,Brighton,0,True
Daniel Castelo Podence,MID,Wolves,0,1,0,9.4,2021-11-20,75,West Ham,6,True
Daniel Castelo Podence,MID,Wolves,0,0,0,0.0,2022-04-24,0,Burnley,0,False
Daniel Castelo Podence,MID,Wolves,0,0,1,0.2,2021-11-06,22,Crystal Palace,1,False
Daniel Castelo Podence,MID,Wolves,0,1,0,5.6,2022-02-13,80,Tottenham,3,False
Daniel Castelo Podence,MID,Wolves,0,0,1,2.5,2022-01-22,90,Brentford,2,False
Daniel Castelo Podence,MID,Wolves,0,1,0,6.7,2022-03-13,74,Everton,3,False
Daniel Castelo Podence,MID,Wolves,0,0,2,8.9,2022-03-05,90,Crystal Palace,2,True
Daniel Castelo Podence,MID,Wolves,0,1,0,7.6,2022-03-10,90,Watford,8,True
Daniel Castelo Podence,MID,Wolves,2,0,1,7.6,2022-02-20,80,Leeds United,8,True
Daniel Castelo Podence,MID,Wolves,0,0,1,5.3,2022-02-24,89,Arsenal,2,False
Daniel Castelo Podence,MID,Wolves,0,0,0,2.0,2022-05-15,15,Norwich,1,True
Daniel Castelo Podence,MID,Wolves,0,0,0,1.7,2021-09-11,9,Watford,1,False
Daniel Castelo Podence,MID,Wolves,0,0,0,0.7,2021-09-18,18,Brentford,1,True
Daniel Castelo Podence,MID,Wolves,0,1,0,2.1,2021-09-26,70,Southampton,3,False
Daniel Castelo Podence,MID,Wolves,0,0,0,0.0,2021-10-02,0,Newcastle United,0,True
Daniel Castelo Podence,MID,Wolves,0,0,1,3.1,2021-10-23,14,Leicester City,1,False
Daniel Castelo Podence,MID,Wolves,0,0,0,3.4,2021-10-16,16,Aston Villa,4,False
Daniel Castelo Podence,MID,Wolves,0,0,0,0.0,2022-05-22,0,Liverpool,0,False
Daniel Castelo Podence,MID,Wolves,0,0,0,0.0,2022-05-07,0,Chelsea,0,False
Daniel Castelo Podence,MID,Wolves,0,0,0,0.0,2022-05-11,0,Manchester City,0,True
