name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,total_points,was_home,yellow_cards
Isaac Price,MID,Everton,2.0,0,0,0,309,0,0,0.0,0,West Ham,0,0,0,False,0
Isaac Price,MID,Everton,2.0,0,0,0,183,0,0,0.0,0,Burnley,0,0,0,False,0
Isaac Price,MID,Everton,-1.0,0,0,0,314,0,0,0.0,0,Manchester United,0,0,0,True,0
Isaac Price,MID,Everton,-0.5,0,0,0,172,0,0,0.0,0,Leeds United,0,0,0,True,0
Isaac Price,MID,Everton,-1.5,0,0,0,338,0,0,0.0,0,Liverpool,0,0,0,False,0
Isaac Price,MID,Everton,-1.0,0,0,0,342,0,0,0.0,0,Chelsea,0,0,0,True,0
Isaac Price,MID,Everton,-0.5,0,0,0,357,0,0,0.0,0,Leeds United,0,0,0,False,0
Isaac Price,MID,Everton,-0.5,0,0,0,299,0,0,0.0,0,Watford,0,0,0,False,0
Isaac Price,MID,Everton,-0.5,0,0,0,362,0,0,0.0,0,Brentford,0,0,0,True,0
Isaac Price,MID,Everton,-0.5,0,0,0,322,0,0,0.0,0,Crystal Palace,0,0,0,True,0
Isaac Price,MID,Everton,-0.9,0,0,0,371,1,0,0.0,13,Arsenal,0,0,1,False,0
