name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Fabio Silva,FWD,Wolves,0,0.0,2021-08-14,1,Leeds United,1,False
Fabio Silva,FWD,Wolves,0,0.0,2021-11-01,1,Everton,1,True
Fabio Silva,FWD,Wolves,0,0.0,2021-11-06,1,Crystal Palace,1,False
Fabio Silva,FWD,Wolves,0,0.0,2021-11-20,0,West Ham,0,True
Fabio Silva,FWD,Wolves,0,0.0,2021-11-27,0,Norwich,0,False
Fabio Silva,FWD,Wolves,0,0.0,2021-12-01,0,Burnley,0,True
Fabio Silva,FWD,Wolves,0,0.0,2021-12-04,0,Liverpool,0,True
Fabio Silva,FWD,Wolves,0,0.0,2021-12-11,0,Manchester City,0,False
Fabio Silva,FWD,Wolves,0,0.0,2021-12-15,1,Brighton,1,False
Fabio Silva,FWD,Wolves,0,0.0,2021-12-19,0,Chelsea,0,True
Fabio Silva,FWD,Wolves,0,2.0,2021-08-22,6,Tottenham,1,True
Fabio Silva,FWD,Wolves,0,0.0,2022-01-03,9,Manchester United,1,False
Fabio Silva,FWD,Wolves,0,2.3,2022-01-15,10,Southampton,1,True
Fabio Silva,FWD,Wolves,0,0.5,2022-01-22,74,Brentford,2,False
Fabio Silva,FWD,Wolves,0,0.8,2022-02-10,9,Arsenal,1,True
Fabio Silva,FWD,Wolves,0,0.2,2022-02-13,4,Tottenham,1,False
Fabio Silva,FWD,Wolves,0,0.0,2022-02-20,0,Leeds United,0,True
Fabio Silva,FWD,Wolves,0,0.0,2022-02-24,0,Arsenal,0,False
Fabio Silva,FWD,Wolves,0,6.9,2022-02-27,90,West Ham,2,False
Fabio Silva,FWD,Wolves,0,0.0,2022-03-05,0,Crystal Palace,0,True
Fabio Silva,FWD,Wolves,0,0.6,2022-03-10,19,Watford,1,True
Fabio Silva,FWD,Wolves,0,0.4,2022-03-13,2,Everton,1,False
Fabio Silva,FWD,Wolves,0,0.0,2021-08-29,3,Manchester United,1,True
Fabio Silva,FWD,Wolves,0,1.3,2022-03-18,1,Leicester City,1,True
Fabio Silva,FWD,Wolves,0,5.6,2022-04-02,90,Aston Villa,5,True
Fabio Silva,FWD,Wolves,0,2.3,2022-04-08,90,Newcastle United,2,False
Fabio Silva,FWD,Wolves,0,4.9,2022-04-24,66,Burnley,2,False
Fabio Silva,FWD,Wolves,0,1.5,2022-04-30,45,Brighton,1,True
Fabio Silva,FWD,Wolves,0,0.0,2022-05-07,0,Chelsea,0,False
Fabio Silva,FWD,Wolves,0,0.0,2022-05-11,0,Manchester City,0,True
Fabio Silva,FWD,Wolves,0,0.8,2022-05-15,16,Norwich,1,True
Fabio Silva,FWD,Wolves,0,0.0,2022-05-22,0,Liverpool,0,False
Fabio Silva,FWD,Wolves,0,0.0,2021-09-11,0,Watford,0,False
Fabio Silva,FWD,Wolves,0,0.3,2021-09-18,8,Brentford,1,True
Fabio Silva,FWD,Wolves,0,0.0,2021-09-26,0,Southampton,0,False
Fabio Silva,FWD,Wolves,0,0.0,2021-10-02,0,Newcastle United,0,True
Fabio Silva,FWD,Wolves,0,1.6,2021-10-16,16,Aston Villa,1,False
Fabio Silva,FWD,Wolves,0,0.0,2021-10-23,0,Leicester City,0,False
