name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,total_points,was_home
Hugo Lloris,GK,Spurs,0,1,0,2022-02-26,90,Leicester City,0,0,2,6,False
Hugo Lloris,GK,Spurs,1,1,0,2022-01-01,90,Watford,0,0,4,8,False
Hugo Lloris,GK,Spurs,0,0,2,2021-12-19,90,Liverpool,0,0,4,2,True
Hugo Lloris,GK,Spurs,0,0,1,2022-03-20,90,West Ham,0,0,0,2,True
Hugo Lloris,GK,Spurs,0,0,2,2022-01-19,90,Leeds United,0,0,2,1,False
Hugo Lloris,GK,Spurs,0,1,0,2021-12-26,90,Crystal Palace,0,0,0,6,True
Hugo Lloris,GK,Spurs,0,0,1,2021-12-28,90,Southampton,0,0,1,2,False
Hugo Lloris,GK,Spurs,3,1,0,2021-08-22,90,Wolverhampton,0,0,6,11,False
Hugo Lloris,GK,Spurs,3,1,0,2021-08-15,90,Manchester City,0,0,4,10,True
Hugo Lloris,GK,Spurs,0,1,0,2021-08-29,90,Watford,0,0,2,6,True
Hugo Lloris,GK,Spurs,0,0,3,2021-10-30,90,Manchester United,0,0,1,1,True
Hugo Lloris,GK,Spurs,1,1,0,2021-12-02,90,Brentford,0,0,2,7,True
Hugo Lloris,GK,Spurs,0,0,3,2022-02-09,90,Southampton,0,0,6,3,True
Hugo Lloris,GK,Spurs,0,1,0,2021-12-05,90,Norwich,0,0,1,6,True
Hugo Lloris,GK,Spurs,0,0,1,2021-11-21,90,Leicester City,0,0,6,4,True
Hugo Lloris,GK,Spurs,0,1,0,2021-11-07,90,Everton,0,0,2,6,False
Hugo Lloris,GK,Spurs,0,0,1,2022-04-03,90,Newcastle United,0,0,0,2,True
Hugo Lloris,GK,Spurs,2,1,0,2022-04-09,90,Aston Villa,0,0,8,10,False
Hugo Lloris,GK,Spurs,0,0,2,2022-02-13,90,Wolverhampton,0,0,5,2,True
Hugo Lloris,GK,Spurs,0,0,2,2022-01-23,90,Chelsea,0,0,5,2,False
Hugo Lloris,GK,Spurs,0,0,1,2022-05-01,90,Leeds United,0,0,1,2,True
Hugo Lloris,GK,Spurs,0,0,1,2022-04-16,90,Brighton,0,0,3,3,True
Hugo Lloris,GK,Spurs,0,1,0,2022-04-23,90,Brentford,0,0,1,6,False
Hugo Lloris,GK,Spurs,0,0,3,2022-03-12,90,Manchester United,0,0,3,2,False
Hugo Lloris,GK,Spurs,0,1,0,2022-03-16,90,Brighton,0,0,0,6,False
Hugo Lloris,GK,Spurs,0,1,0,2022-03-07,90,Everton,0,0,0,6,True
Hugo Lloris,GK,Spurs,0,0,2,2022-02-19,90,Manchester City,0,0,2,0,False
Hugo Lloris,GK,Spurs,0,0,1,2022-02-23,90,Burnley,0,0,3,3,False
Hugo Lloris,GKP,Spurs,0,1,0,2022-05-15,90,Burnley,0,0,1,5,True
Hugo Lloris,GK,Spurs,0,0,3,2021-09-11,90,Crystal Palace,0,0,1,1,False
Hugo Lloris,GK,Spurs,0,0,3,2021-09-19,90,Chelsea,0,0,6,3,True
Hugo Lloris,GK,Spurs,0,0,3,2021-09-26,90,Arsenal,0,0,4,2,False
Hugo Lloris,GK,Spurs,0,0,1,2021-10-03,90,Aston Villa,0,0,2,2,True
Hugo Lloris,GK,Spurs,0,0,2,2021-10-17,90,Newcastle United,0,0,0,1,False
Hugo Lloris,GK,Spurs,0,0,1,2021-10-24,90,West Ham,0,0,3,3,False
Hugo Lloris,GK,Spurs,0,1,0,2022-05-22,90,Norwich,0,0,0,6,False
Hugo Lloris,GK,Spurs,0,0,1,2022-05-07,90,Liverpool,0,0,2,2,False
Hugo Lloris,GK,Spurs,1,1,0,2022-05-12,90,Arsenal,0,0,4,8,True
