name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,minutes,opponent_team,own_goals,penalties_saved,red_cards,saves,total_points,was_home,yellow_cards
Robin Olsen,GK,Aston Villa,1.2,0,0,0,225,0,0,Everton,0,0,0,0,0,False,0
Robin Olsen,GK,Aston Villa,0.0,0,0,0,231,0,0,Leicester City,0,0,0,0,0,True,0
Robin Olsen,GK,Aston Villa,0.0,0,0,0,247,0,0,Newcastle United,0,0,0,0,0,False,0
Robin Olsen,GK,Aston Villa,0.5,0,0,0,252,0,0,Watford,0,0,0,0,0,True,0
Robin Olsen,GK,Aston Villa,0.0,0,0,0,263,0,0,Brighton,0,0,0,0,0,False,0
Robin Olsen,GK,Aston Villa,0.0,0,0,0,271,0,0,Southampton,0,0,0,0,0,True,0
Robin Olsen,GK,Aston Villa,0.0,0,0,0,196,0,0,Leicester City,0,0,0,0,0,False,0
Robin Olsen,GK,Aston Villa,-0.5,0,0,0,290,0,0,West Ham,0,0,0,0,0,False,0
Robin Olsen,GK,Aston Villa,-0.5,0,0,0,291,0,0,Arsenal,0,0,0,0,0,True,0
Robin Olsen,GK,Aston Villa,0.0,0,0,0,310,0,0,Wolverhampton,0,0,0,0,0,False,0
Robin Olsen,GK,Aston Villa,-0.5,0,0,0,312,0,0,Tottenham,0,0,0,0,0,True,0
Robin Olsen,GK,Aston Villa,0.0,0,0,0,337,0,0,Leeds United,0,0,0,0,0,False,0
Robin Olsen,GK,Aston Villa,0.5,0,0,0,341,0,0,Norwich,0,0,0,0,0,True,0
Robin Olsen,GK,Aston Villa,-0.5,0,0,0,354,0,0,Burnley,0,0,0,0,0,False,0
Robin Olsen,GK,Aston Villa,-0.5,0,0,0,321,0,0,Liverpool,0,0,0,0,0,True,0
Robin Olsen,GKP,Aston Villa,0.5,0,0,0,361,0,0,Crystal Palace,0,0,0,0,0,True,0
Robin Olsen,GKP,Aston Villa,0.5,0,0,0,171,0,0,Burnley,0,0,0,0,0,True,0
Robin Olsen,GK,Aston Villa,-0.9,0,0,0,379,3,90,Manchester City,0,0,0,2,1,False,0
