name,position,team,xP,assists,bonus,fixture,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,total_points,was_home,yellow_cards
Timo Werner,FWD,Chelsea,3.4,0,0,3,0,4.0,90,Crystal Palace,0,0,2,True,0
Timo Werner,FWD,Chelsea,0.0,0,0,96,0,0.0,0,Newcastle United,0,0,0,False,0
Timo Werner,FWD,Chelsea,0.0,0,0,104,0,0.0,0,Burnley,0,0,0,True,0
Timo Werner,FWD,Chelsea,0.8,0,0,113,0,0.0,0,Leeds United,0,0,0,False,0
Timo Werner,FWD,Chelsea,1.0,0,0,125,0,8.1,81,Manchester United,0,0,2,True,0
Timo Werner,FWD,Chelsea,1.5,0,0,135,0,0.0,0,Watford,0,0,0,False,0
Timo Werner,FWD,Chelsea,1.0,0,0,149,0,0.0,0,West Ham,0,0,0,False,0
Timo Werner,FWD,Chelsea,1.8,0,0,155,0,2.6,73,Leicester City,0,0,2,True,0
Timo Werner,FWD,Chelsea,1.7,0,0,168,0,0.0,0,Everton,0,0,0,True,0
Timo Werner,FWD,Chelsea,0.4,0,0,180,0,0.0,0,Wolverhampton,0,0,0,False,0
Timo Werner,FWD,Chelsea,0.4,0,0,181,0,0.0,0,Aston Villa,0,0,0,False,0
Timo Werner,FWD,Chelsea,1.5,0,0,18,0,0.0,1,Arsenal,0,0,1,False,0
Timo Werner,FWD,Chelsea,0.3,0,0,193,0,0.0,0,Brighton,0,0,0,True,0
Timo Werner,FWD,Chelsea,0.0,0,0,203,0,0.0,0,Liverpool,0,0,0,True,0
Timo Werner,FWD,Chelsea,1.8,0,0,215,0,2.1,21,Manchester City,0,0,1,False,0
Timo Werner,FWD,Chelsea,1.8,0,0,232,0,2.5,10,Brighton,0,0,1,False,0
Timo Werner,FWD,Chelsea,1.2,0,0,223,0,0.0,0,Tottenham,0,0,0,True,0
Timo Werner,FWD,Chelsea,1.0,0,0,254,0,0.0,0,Crystal Palace,0,0,0,False,0
Timo Werner,FWD,Chelsea,5.0,0,0,272,0,0.2,12,Burnley,0,0,1,False,0
Timo Werner,FWD,Chelsea,5.0,0,0,297,0,2.7,85,Norwich,0,0,2,False,0
Timo Werner,FWD,Chelsea,2.2,0,0,284,0,3.1,62,Newcastle United,0,0,2,True,0
Timo Werner,FWD,Chelsea,1.0,0,0,23,0,0.0,0,Liverpool,0,0,0,False,0
Timo Werner,FWD,Chelsea,3.0,0,0,303,0,5.3,63,Brentford,0,0,2,True,0
Timo Werner,FWD,Chelsea,6.8,1,2,319,2,20.6,90,Southampton,0,0,15,False,0
Timo Werner,FWD,Chelsea,8.3,0,2,243,1,9.3,90,Arsenal,0,0,8,True,0
Timo Werner,FWD,Chelsea,12.1,0,0,335,0,12.0,75,West Ham,0,0,2,True,0
Timo Werner,FWD,Chelsea,12.1,0,0,364,0,3.0,70,Manchester United,0,0,2,False,0
Timo Werner,FWD,Chelsea,6.8,0,0,342,0,2.7,67,Everton,0,0,2,False,0
Timo Werner,FWD,Chelsea,6.4,0,0,355,0,5.9,90,Wolverhampton,0,0,2,True,0
Timo Werner,FWD,Chelsea,6.4,0,0,323,0,0.0,0,Leicester City,0,0,0,False,0
Timo Werner,FWD,Chelsea,1.4,0,0,264,0,0.0,0,Leeds United,0,0,0,True,0
Timo Werner,FWD,Chelsea,1.1,0,0,375,0,0.0,0,Watford,0,0,0,True,0
Timo Werner,FWD,Chelsea,1.2,0,0,33,0,0.0,8,Aston Villa,0,0,1,True,0
Timo Werner,FWD,Chelsea,1.2,1,0,48,0,5.3,20,Tottenham,0,0,3,False,1
Timo Werner,FWD,Chelsea,2.0,0,0,53,0,4.5,90,Manchester City,0,0,2,True,0
Timo Werner,FWD,Chelsea,4.2,0,1,63,1,16.8,90,Southampton,0,0,7,True,0
Timo Werner,FWD,Chelsea,4.5,0,0,73,0,2.0,90,Brentford,0,0,2,False,0
Timo Werner,FWD,Chelsea,0.0,0,0,84,0,0.0,0,Norwich,0,0,0,True,0
