name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Frank Onyeka,MID,Brentford,0,0,0,1.9,2021-12-26,45,Brighton,1,False
Frank Onyeka,MID,Brentford,0,1,0,2.5,2021-08-13,79,Arsenal,3,True
Frank Onyeka,MID,Brentford,0,1,0,5.4,2021-08-21,69,Crystal Palace,3,False
Frank Onyeka,MID,Brentford,0,0,0,1.7,2021-12-10,13,Watford,0,True
Frank Onyeka,MID,Brentford,0,1,0,1.0,2021-11-28,90,Everton,5,True
Frank Onyeka,MID,Brentford,0,0,1,0.4,2021-12-02,55,Tottenham,1,False
Frank Onyeka,MID,Brentford,0,0,1,0.6,2021-11-20,31,Newcastle United,4,False
Frank Onyeka,MID,Brentford,0,0,0,0.0,2021-11-06,0,Norwich,0,True
Frank Onyeka,MID,Brentford,0,0,3,1.2,2021-10-30,57,Burnley,1,False
Frank Onyeka,MID,Brentford,0,0,1,0.2,2021-12-05,21,Leicester City,1,False
Frank Onyeka,MID,Brentford,0,0,1,4.4,2021-12-29,74,Manchester City,2,True
Frank Onyeka,MID,Brentford,0,0,0,0.0,2022-03-20,0,Leeds United,0,False
Frank Onyeka,MID,Brentford,0,0,2,4.7,2022-02-09,69,Manchester City,2,False
Frank Onyeka,MID,Brentford,0,0,0,0.0,2021-08-28,0,Aston Villa,0,False
Frank Onyeka,MID,Brentford,0,0,0,0.0,2022-02-12,0,Crystal Palace,0,True
Frank Onyeka,MID,Brentford,0,0,0,0.0,2022-01-22,0,Wolverhampton,0,True
Frank Onyeka,MID,Brentford,0,0,1,2.0,2022-01-02,79,Aston Villa,1,True
Frank Onyeka,MID,Brentford,0,0,0,0.0,2022-01-11,0,Southampton,0,False
Frank Onyeka,MID,Brentford,0,0,0,0.0,2022-01-16,0,Liverpool,0,False
Frank Onyeka,MID,Brentford,0,0,0,0.0,2022-01-19,0,Manchester United,0,True
Frank Onyeka,MID,Brentford,0,0,0,0.0,2022-02-26,0,Newcastle United,0,True
Frank Onyeka,MID,Brentford,0,0,0,0.0,2022-02-19,0,Arsenal,0,False
Frank Onyeka,MID,Brentford,0,0,0,0.0,2022-03-12,1,Burnley,1,True
Frank Onyeka,MID,Brentford,0,0,1,0.0,2022-03-05,31,Norwich,1,False
Frank Onyeka,MID,Brentford,0,0,0,0.0,2022-04-02,0,Chelsea,0,False
Frank Onyeka,MID,Brentford,0,0,0,0.0,2022-04-10,0,West Ham,0,True
Frank Onyeka,MID,Brentford,0,0,1,0.3,2021-09-11,15,Brighton,1,True
Frank Onyeka,MID,Brentford,0,0,0,0.0,2022-05-22,0,Leicester City,0,True
Frank Onyeka,MID,Brentford,0,0,0,0.0,2022-05-15,0,Everton,0,False
Frank Onyeka,MID,Brentford,0,0,0,0.0,2022-05-02,0,Manchester United,0,False
Frank Onyeka,MID,Brentford,0,0,0,0.0,2022-04-16,0,Watford,0,False
Frank Onyeka,MID,Brentford,0,0,0,0.0,2022-04-23,0,Tottenham,0,True
Frank Onyeka,MID,Brentford,0,0,0,1.9,2021-09-18,22,Wolverhampton,1,False
Frank Onyeka,MID,Brentford,0,0,3,0.9,2021-09-25,67,Liverpool,1,True
Frank Onyeka,MID,Brentford,0,0,0,0.0,2022-05-07,0,Southampton,0,True
Frank Onyeka,MID,Brentford,0,0,1,1.1,2021-10-03,81,West Ham,2,False
Frank Onyeka,MID,Brentford,0,0,1,0.3,2021-10-16,66,Chelsea,2,True
Frank Onyeka,MID,Brentford,0,0,2,3.2,2021-10-24,75,Leeds United,2,True
