name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,minutes,opponent_team,own_goals,penalties_saved,red_cards,saves,total_points,was_home,yellow_cards
Andy Lonergan,GK,Everton,0.5,0,0,0,100,0,0,Wolverhampton,0,0,0,0,0,False,0
Andy Lonergan,GK,Everton,0.5,0,0,0,106,0,0,Tottenham,0,0,0,0,0,True,0
Andy Lonergan,GK,Everton,-1.0,0,0,0,115,0,0,Manchester City,0,0,0,0,0,False,0
Andy Lonergan,GK,Everton,0.0,0,0,0,122,0,0,Brentford,0,0,0,0,0,False,0
Andy Lonergan,GK,Everton,-1.0,0,0,0,132,0,0,Liverpool,0,0,0,0,0,True,0
Andy Lonergan,GK,Everton,-0.5,0,0,0,142,0,0,Arsenal,0,0,0,0,0,True,0
Andy Lonergan,GK,Everton,0.0,0,0,0,156,0,0,Crystal Palace,0,0,0,0,0,False,0
Andy Lonergan,GK,Everton,-1.0,0,0,0,168,0,0,Chelsea,0,0,0,0,0,False,0
Andy Lonergan,GK,Everton,0.0,0,0,0,205,0,0,Brighton,0,0,0,0,0,True,0
Andy Lonergan,GK,Everton,0.5,0,0,0,217,0,0,Norwich,0,0,0,0,0,False,0
Andy Lonergan,GK,Everton,0.0,0,0,0,225,0,0,Aston Villa,0,0,0,0,0,True,0
Andy Lonergan,GK,Everton,0.5,0,0,0,239,0,0,Newcastle United,0,0,0,0,0,False,0
Andy Lonergan,GK,Everton,0.0,0,0,0,244,0,0,Leicester City,0,0,0,0,0,True,0
Andy Lonergan,GK,Everton,0.0,0,0,0,258,0,0,Southampton,0,0,0,0,0,False,0
Andy Lonergan,GK,Everton,-1.0,0,0,0,266,0,0,Manchester City,0,0,0,0,0,True,0
Andy Lonergan,GK,Everton,-0.5,0,0,0,278,0,0,Tottenham,0,0,0,0,0,False,0
Andy Lonergan,GK,Everton,-0.5,0,0,0,286,0,0,Wolverhampton,0,0,0,0,0,True,0
Andy Lonergan,GK,Everton,-0.5,0,0,0,195,0,0,Newcastle United,0,0,0,0,0,True,0
Andy Lonergan,GK,Everton,1.0,0,0,0,22,0,0,Brighton,0,0,0,0,0,False,0
Andy Lonergan,GK,Everton,-0.5,0,0,0,309,0,0,West Ham,0,0,0,0,0,False,0
Andy Lonergan,GK,Everton,-0.5,0,0,0,183,0,0,Burnley,0,0,0,0,0,False,0
Andy Lonergan,GK,Everton,-1.0,0,0,0,314,0,0,Manchester United,0,0,0,0,0,True,0
Andy Lonergan,GK,Everton,-0.5,0,0,0,172,0,0,Leeds United,0,0,0,0,0,True,0
Andy Lonergan,GK,Everton,-1.5,0,0,0,338,0,0,Liverpool,0,0,0,0,0,False,0
Andy Lonergan,GK,Everton,-1.0,0,0,0,342,0,0,Chelsea,0,0,0,0,0,True,0
Andy Lonergan,GK,Everton,-0.5,0,0,0,357,0,0,Leeds United,0,0,0,0,0,False,0
Andy Lonergan,GK,Everton,-0.5,0,0,0,299,0,0,Watford,0,0,0,0,0,False,0
Andy Lonergan,GKP,Everton,-0.5,0,0,0,362,0,0,Brentford,0,0,0,0,0,True,0
Andy Lonergan,GKP,Everton,-0.5,0,0,0,322,0,0,Crystal Palace,0,0,0,0,0,True,0
Andy Lonergan,GK,Everton,-1.0,0,0,0,371,0,0,Arsenal,0,0,0,0,0,False,0
Andy Lonergan,GK,Everton,0.5,0,0,0,35,0,0,Burnley,0,0,0,0,0,True,0
Andy Lonergan,GK,Everton,0.0,0,0,0,41,0,0,Aston Villa,0,0,0,0,0,False,0
Andy Lonergan,GK,Everton,1.0,0,0,0,55,0,0,Norwich,0,0,0,0,0,True,0
Andy Lonergan,GK,Everton,0.0,0,0,0,67,0,0,Manchester United,0,0,0,0,0,False,0
Andy Lonergan,GK,Everton,0.0,0,0,0,74,0,0,West Ham,0,0,0,0,0,True,0
Andy Lonergan,GK,Everton,1.0,0,0,0,86,0,0,Watford,0,0,0,0,0,True,0
