name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Billy Gilmour,MID,Norwich,0,0,3,1.4,2021-08-14,90,Liverpool,2,True
Billy Gilmour,MID,Norwich,0,0,0,0.0,2021-10-31,0,Leicester City,0,True
Billy Gilmour,MID,Norwich,0,0,0,0.0,2021-11-06,0,Brentford,0,False
Billy Gilmour,MID,Norwich,0,0,1,7.2,2021-11-20,85,Southampton,5,True
Billy Gilmour,MID,Norwich,0,1,0,3.8,2021-11-27,90,Wolverhampton,2,True
Billy Gilmour,MID,Norwich,0,0,1,6.3,2021-11-30,90,Newcastle United,2,False
Billy Gilmour,MID,Norwich,0,0,3,2.3,2021-12-05,80,Tottenham,1,False
Billy Gilmour,MID,Norwich,0,0,1,6.3,2021-12-11,90,Manchester United,2,True
Billy Gilmour,MID,Norwich,0,0,2,6.3,2021-12-14,90,Aston Villa,2,True
Billy Gilmour,MID,Norwich,0,0,5,5.0,2021-12-26,90,Arsenal,2,True
Billy Gilmour,MID,Norwich,0,0,5,1.3,2021-08-21,90,Manchester City,2,False
Billy Gilmour,MID,Norwich,0,0,3,4.0,2021-12-28,90,Crystal Palace,2,False
Billy Gilmour,MID,Norwich,0,0,0,0.0,2022-01-12,0,West Ham,0,False
Billy Gilmour,MID,Norwich,0,0,0,0.0,2022-01-15,0,Everton,0,True
Billy Gilmour,MID,Norwich,0,0,0,0.0,2022-01-21,0,Watford,0,False
Billy Gilmour,MID,Norwich,0,0,0,0.1,2022-02-09,26,Crystal Palace,1,True
Billy Gilmour,MID,Norwich,0,0,4,5.7,2022-02-12,90,Manchester City,2,True
Billy Gilmour,MID,Norwich,0,0,3,2.5,2022-02-19,90,Liverpool,2,False
Billy Gilmour,MID,Norwich,0,0,1,4.6,2022-02-25,80,Southampton,2,False
Billy Gilmour,MID,Norwich,0,0,3,5.9,2022-03-05,73,Brentford,2,True
Billy Gilmour,MID,Norwich,0,0,0,0.0,2022-03-10,0,Chelsea,0,True
Billy Gilmour,MID,Norwich,0,0,1,0.6,2022-03-13,2,Leicester City,1,False
Billy Gilmour,MID,Norwich,0,0,2,1.9,2021-08-28,78,Leeds United,2,True
Billy Gilmour,MID,Norwich,0,1,0,3.4,2022-04-02,90,Brighton,3,False
Billy Gilmour,MID,Norwich,0,0,0,0.0,2022-04-10,0,Burnley,0,True
Billy Gilmour,MID,Norwich,0,0,1,1.6,2022-04-16,17,Manchester United,1,False
Billy Gilmour,MID,Norwich,0,0,0,0.0,2022-04-23,0,Newcastle United,0,True
Billy Gilmour,MID,Norwich,0,0,2,1.6,2022-04-30,90,Aston Villa,2,False
Billy Gilmour,MID,Norwich,0,0,4,3.1,2022-05-08,90,West Ham,2,True
Billy Gilmour,MID,Norwich,0,0,3,4.6,2022-05-11,90,Leeds United,2,False
Billy Gilmour,MID,Norwich,0,0,1,0.2,2022-05-15,61,Wolverhampton,2,False
Billy Gilmour,MID,Norwich,0,0,0,0.0,2022-05-22,0,Tottenham,0,True
Billy Gilmour,MID,Norwich,0,0,0,0.0,2021-09-11,0,Arsenal,0,False
Billy Gilmour,MID,Norwich,1,0,3,7.5,2021-09-18,90,Watford,3,True
Billy Gilmour,MID,Norwich,0,0,0,0.0,2021-09-25,0,Everton,0,False
Billy Gilmour,MID,Norwich,0,0,0,0.0,2021-10-02,0,Burnley,0,False
Billy Gilmour,MID,Norwich,0,0,0,0.0,2021-10-16,0,Brighton,0,True
Billy Gilmour,MID,Norwich,0,0,0,0.0,2021-10-23,0,Chelsea,0,False
