name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Wout Weghorst,FWD,Burnley,0,0.0,2022-01-23,0,Arsenal,0,False
Wout Weghorst,FWD,Burnley,0,3.1,2022-02-05,90,Watford,2,True
Wout Weghorst,FWD,Burnley,0,5.8,2022-02-08,90,Manchester United,5,True
Wout Weghorst,FWD,Burnley,0,4.7,2022-02-13,74,Liverpool,2,True
Wout Weghorst,FWD,Burnley,3,9.7,2022-02-19,87,Brighton,12,False
Wout Weghorst,FWD,Burnley,0,1.2,2022-02-23,88,Tottenham,2,True
Wout Weghorst,FWD,Burnley,0,3.4,2022-02-26,90,Crystal Palace,2,False
Wout Weghorst,FWD,Burnley,0,1.8,2022-03-01,90,Leeds United,1,True
Wout Weghorst,FWD,Burnley,0,1.8,2022-03-05,77,Chelsea,2,True
Wout Weghorst,FWD,Burnley,0,0.3,2022-03-12,66,Brentford,2,False
Wout Weghorst,FWD,Burnley,0,0.0,2022-04-02,80,Manchester City,1,True
Wout Weghorst,FWD,Burnley,0,2.0,2022-04-06,79,Everton,2,True
Wout Weghorst,FWD,Burnley,0,2.9,2022-04-10,55,Norwich,1,False
Wout Weghorst,FWD,Burnley,3,9.7,2022-04-17,90,West Ham,8,False
Wout Weghorst,FWD,Burnley,0,5.2,2022-04-21,77,Southampton,2,True
Wout Weghorst,FWD,Burnley,0,12.8,2022-04-24,90,Wolverhampton,5,True
Wout Weghorst,FWD,Burnley,0,2.0,2022-04-30,59,Watford,1,False
Wout Weghorst,FWD,Burnley,0,4.7,2022-05-07,90,Aston Villa,2,True
Wout Weghorst,FWD,Burnley,0,1.5,2022-05-15,12,Tottenham,1,False
Wout Weghorst,FWD,Burnley,0,2.3,2022-05-19,19,Aston Villa,1,False
Wout Weghorst,FWD,Burnley,0,0.0,2022-05-22,45,Newcastle United,1,True
