name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Jay Rodriguez,FWD,Burnley,0,2.6,2021-08-14,69,Brighton,2,True
Jay Rodriguez,FWD,Burnley,0,3.2,2021-08-21,15,Liverpool,1,False
Jay Rodriguez,FWD,Burnley,0,4.4,2021-12-12,90,West Ham,2,True
Jay Rodriguez,FWD,Burnley,0,1.4,2021-12-01,31,Wolverhampton,0,False
Jay Rodriguez,FWD,Burnley,0,0.1,2021-11-20,11,Crystal Palace,1,True
Jay Rodriguez,FWD,Burnley,0,3.3,2021-11-06,29,Chelsea,4,False
Jay Rodriguez,FWD,Burnley,0,0.0,2021-10-30,0,Brentford,0,True
Jay Rodriguez,FWD,Burnley,0,0.1,2021-12-04,10,Newcastle United,1,False
Jay Rodriguez,FWD,Burnley,0,0.0,2021-12-30,0,Manchester United,0,False
Jay Rodriguez,FWD,Burnley,3,6.2,2022-02-08,87,Manchester United,9,True
Jay Rodriguez,FWD,Burnley,0,0.0,2021-08-29,0,Leicester City,0,True
Jay Rodriguez,FWD,Burnley,0,3.7,2022-02-13,61,Liverpool,2,True
Jay Rodriguez,FWD,Burnley,0,2.5,2022-01-23,82,Arsenal,2,False
Jay Rodriguez,FWD,Burnley,0,1.3,2022-02-05,24,Watford,1,True
Jay Rodriguez,FWD,Burnley,0,0.0,2022-01-02,10,Leicester City,1,False
Jay Rodriguez,FWD,Burnley,0,5.0,2022-02-19,35,Brighton,4,False
Jay Rodriguez,FWD,Burnley,0,5.3,2022-02-23,90,Tottenham,2,True
Jay Rodriguez,FWD,Burnley,0,0.2,2022-03-12,23,Brentford,1,False
Jay Rodriguez,FWD,Burnley,0,0.1,2022-02-26,87,Crystal Palace,2,False
Jay Rodriguez,FWD,Burnley,0,0.3,2022-03-01,19,Leeds United,1,True
Jay Rodriguez,FWD,Burnley,0,1.2,2022-03-05,62,Chelsea,2,True
Jay Rodriguez,FWD,Burnley,0,0.0,2022-05-15,0,Tottenham,0,False
Jay Rodriguez,FWD,Burnley,0,0.0,2022-05-19,0,Aston Villa,0,False
Jay Rodriguez,FWD,Burnley,0,0.8,2022-04-02,19,Manchester City,1,True
Jay Rodriguez,FWD,Burnley,1,11.4,2022-04-06,90,Everton,7,True
Jay Rodriguez,FWD,Burnley,0,4.6,2022-04-10,83,Norwich,2,False
Jay Rodriguez,FWD,Burnley,0,1.0,2021-09-13,4,Everton,1,False
Jay Rodriguez,FWD,Burnley,0,0.0,2022-05-22,0,Newcastle United,0,True
Jay Rodriguez,FWD,Burnley,0,0.2,2021-09-18,8,Arsenal,1,True
Jay Rodriguez,FWD,Burnley,0,0.0,2021-09-25,0,Leeds United,0,False
Jay Rodriguez,FWD,Burnley,0,0.0,2022-04-30,0,Watford,0,False
Jay Rodriguez,FWD,Burnley,0,0.0,2022-05-07,0,Aston Villa,0,True
Jay Rodriguez,FWD,Burnley,0,0.7,2022-04-24,63,Wolverhampton,2,True
Jay Rodriguez,FWD,Burnley,0,4.4,2022-04-17,90,West Ham,5,False
Jay Rodriguez,FWD,Burnley,0,7.9,2022-04-21,90,Southampton,2,True
Jay Rodriguez,FWD,Burnley,0,4.8,2021-10-02,55,Norwich,0,True
Jay Rodriguez,FWD,Burnley,0,0.0,2021-10-16,8,Manchester City,1,False
Jay Rodriguez,FWD,Burnley,0,1.7,2021-10-23,20,Southampton,0,False
