name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Shaqai Forde,FWD,Watford,0,0.0,2022-05-22,0,Chelsea,0,False
Shaqai Forde,FWD,Watford,0,0.0,2022-04-30,0,Burnley,0,True
Shaqai Forde,FWD,Watford,0,0.0,2022-04-16,0,Brentford,0,True
Shaqai Forde,FWD,Watford,0,0.0,2022-04-23,0,Manchester City,0,False
Shaqai Forde,FWD,Watford,0,0.0,2022-05-15,0,Leeds United,0,True
Shaqai Forde,FWD,Watford,0,0.0,2022-05-07,0,Crystal Palace,0,False
Shaqai Forde,FWD,Watford,0,0.0,2022-05-11,0,Everton,0,True
