name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,minutes,opponent_team,own_goals,penalties_saved,red_cards,saves,total_points,was_home,yellow_cards
Ben Foster,GK,Watford,0.5,0,0,0,8,0,0,Aston Villa,0,0,0,0,0,True,0
Ben Foster,GK,Watford,0.8,0,0,0,99,1,90,Southampton,0,0,0,0,2,True,0
Ben Foster,GK,Watford,2.8,0,3,0,101,1,90,Arsenal,0,1,0,5,11,False,0
Ben Foster,GK,Watford,3.8,1,0,0,119,1,90,Manchester United,0,0,0,2,5,True,0
Ben Foster,GK,Watford,4.0,0,0,0,127,0,0,Leeds United,0,0,0,0,0,False,0
Ben Foster,GK,Watford,0.0,0,0,0,135,0,0,Chelsea,0,0,0,0,0,True,0
Ben Foster,GK,Watford,0.0,0,0,0,148,0,0,Manchester City,0,0,0,0,0,True,0
Ben Foster,GK,Watford,0.0,0,0,0,152,0,0,Brentford,0,0,0,0,0,False,0
Ben Foster,GK,Watford,-0.5,0,0,0,12,0,0,Brighton,0,0,0,0,0,False,0
Ben Foster,GK,Watford,0.0,0,0,0,200,0,0,West Ham,0,0,0,0,0,True,0
Ben Foster,GK,Watford,0.0,0,0,0,210,0,0,Tottenham,0,0,0,0,0,True,0
Ben Foster,GK,Watford,0.7,0,0,0,216,1,90,Newcastle United,0,0,0,0,2,False,0
Ben Foster,GK,Watford,5.4,0,0,0,230,0,0,Norwich,0,0,0,0,0,True,0
Ben Foster,GK,Watford,5.4,0,0,1,164,0,90,Burnley,0,0,0,2,6,False,0
Ben Foster,GK,Watford,1.5,0,0,0,235,1,90,West Ham,0,0,0,1,2,False,0
Ben Foster,GK,Watford,2.0,0,0,0,250,2,90,Brighton,0,0,0,3,2,True,0
Ben Foster,GK,Watford,5.4,0,0,1,252,0,90,Aston Villa,0,0,0,1,6,False,0
Ben Foster,GK,Watford,5.4,0,0,0,178,4,90,Crystal Palace,0,0,0,1,0,True,0
Ben Foster,GK,Watford,3.3,0,3,1,268,0,90,Manchester United,0,0,0,3,10,False,0
Ben Foster,GK,Watford,4.4,0,0,0,279,3,90,Arsenal,0,0,0,1,1,True,0
Ben Foster,GK,Watford,4.4,0,0,0,190,4,90,Wolverhampton,0,0,0,2,0,False,0
Ben Foster,GK,Watford,2.8,0,0,0,289,1,90,Southampton,0,0,0,5,3,False,0
Ben Foster,GK,Watford,0.0,0,0,0,27,0,0,Tottenham,0,0,0,0,0,False,0
Ben Foster,GK,Watford,-0.2,0,0,0,306,2,90,Liverpool,0,0,0,1,1,False,0
Ben Foster,GK,Watford,1.2,0,0,0,320,3,90,Leicester City,0,0,0,2,1,True,0
Ben Foster,GK,Watford,1.3,0,0,0,328,2,90,Brentford,0,0,0,3,2,True,0
Ben Foster,GK,Watford,-0.3,0,0,0,339,5,90,Manchester City,0,0,0,4,1,False,0
Ben Foster,GK,Watford,1.5,0,0,0,348,2,90,Burnley,0,0,0,4,2,True,0
Ben Foster,GK,Watford,7.1,0,0,0,356,1,90,Crystal Palace,0,0,0,6,4,False,0
Ben Foster,GK,Watford,7.1,0,3,1,299,0,90,Everton,0,0,0,5,10,True,0
Ben Foster,GKP,Watford,2.9,0,0,0,368,5,90,Leeds United,0,0,0,2,0,True,0
Ben Foster,GK,Watford,1.8,0,0,0,375,0,0,Chelsea,0,0,0,0,0,False,0
Ben Foster,GK,Watford,0.0,0,0,0,40,0,0,Wolverhampton,0,0,0,0,0,True,0
Ben Foster,GK,Watford,0.8,0,0,0,47,1,90,Norwich,0,0,0,4,3,False,0
Ben Foster,GK,Watford,1.5,0,0,0,60,1,90,Newcastle United,0,0,0,5,3,True,0
Ben Foster,GK,Watford,1.5,0,0,0,65,1,90,Leicester City,0,0,0,2,2,False,0
Ben Foster,GK,Watford,0.5,0,0,0,80,5,90,Liverpool,0,0,0,4,1,True,0
Ben Foster,GK,Watford,0.8,0,0,0,86,2,90,Everton,0,0,0,2,1,False,0
