name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,total_points,was_home
Dan Burn,DEF,Brighton,1,1,0,4.1,2021-12-26,90,Brentford,0,7,True
Dan Burn,DEF,Brighton,0,0,1,1.8,2021-12-29,90,Chelsea,0,2,False
Dan Burn,DEF,Brighton,0,0,1,3.8,2021-12-15,90,Wolverhampton,0,1,True
Dan Burn,DEF,Brighton,0,0,0,0.0,2021-08-21,0,Watford,0,0,True
Dan Burn,DEF,Brighton,0,0,0,0.0,2021-08-14,0,Burnley,0,0,False
Dan Burn,DEF,Brighton,0,0,0,0.0,2021-11-27,0,Leicester City,0,0,True
Dan Burn,DEF,Brighton,0,0,0,0.0,2021-08-28,0,Everton,0,0,True
Dan Burn,DEF,Newcastle,0,0,0,0.0,2022-02-08,0,Everton,0,0,True
Dan Burn,DEF,Brighton,0,0,0,0.0,2021-10-30,0,Liverpool,0,0,False
Dan Burn,DEF,Newcastle,0,1,0,2.2,2022-02-26,90,Brentford,0,6,False
Dan Burn,DEF,Brighton,0,0,1,2.5,2021-12-04,90,Southampton,0,2,False
Dan Burn,DEF,Brighton,0,0,0,0.0,2021-12-01,0,West Ham,0,0,False
Dan Burn,DEF,Brighton,0,0,0,0.0,2021-11-20,0,Aston Villa,0,0,False
Dan Burn,DEF,Brighton,0,0,0,0.0,2021-11-06,0,Newcastle United,0,0,True
Dan Burn,DEF,Brighton,1,0,2,11.4,2022-01-02,90,Everton,0,8,False
Dan Burn,DEF,Newcastle,0,1,0,3.3,2022-02-13,90,Aston Villa,0,5,True
Dan Burn,DEF,Brighton,0,0,1,3.3,2022-01-14,90,Crystal Palace,0,2,True
Dan Burn,DEF,Brighton,0,0,1,2.9,2022-01-18,90,Chelsea,0,1,True
Dan Burn,DEF,Brighton,0,0,1,3.7,2022-01-23,90,Leeds United,0,1,False
Dan Burn,DEF,Newcastle,0,0,1,1.5,2022-03-13,90,Chelsea,0,2,False
Dan Burn,DEF,Newcastle,0,0,1,5.6,2022-03-17,90,Everton,0,2,False
Dan Burn,DEF,Newcastle,0,0,1,3.0,2022-03-05,90,Brighton,0,2,True
Dan Burn,DEF,Newcastle,0,0,1,6.2,2022-03-10,90,Southampton,0,5,False
Dan Burn,DEF,Newcastle,0,0,1,3.4,2022-02-19,90,West Ham,0,1,False
Dan Burn,DEF,Newcastle,2,1,0,4.8,2022-04-08,90,Wolverhampton,0,8,True
Dan Burn,DEF,Newcastle,0,0,5,5.0,2022-04-03,90,Tottenham,0,-1,False
Dan Burn,DEF,Newcastle,0,0,1,2.2,2022-04-30,90,Liverpool,0,2,True
Dan Burn,DEF,Brighton,0,0,0,0.0,2021-09-11,0,Brentford,0,0,False
Dan Burn,DEF,Brighton,0,0,0,0.1,2021-09-19,20,Leeds United,0,1,True
Dan Burn,DEF,Brighton,0,0,1,0.9,2021-09-27,45,Crystal Palace,0,1,False
Dan Burn,DEF,Brighton,0,1,0,3.8,2021-10-02,90,Arsenal,0,6,True
Dan Burn,DEF,Newcastle,0,1,0,2.2,2022-04-23,90,Norwich,0,6,False
Dan Burn,DEF,Brighton,0,0,3,1.0,2021-10-23,56,Manchester City,0,0,True
Dan Burn,DEF,Brighton,0,1,0,2.9,2021-10-16,90,Norwich,0,5,False
Dan Burn,DEF,Newcastle,0,0,1,3.9,2022-04-17,90,Leeds United,0,2,True
Dan Burn,DEF,Newcastle,2,1,0,2.3,2022-04-20,90,Crystal Palace,0,8,True
Dan Burn,DEF,Newcastle,0,1,0,2.2,2022-05-16,90,Arsenal,0,6,True
Dan Burn,DEF,Newcastle,0,0,1,0.0,2022-05-22,90,Burnley,0,2,False
Dan Burn,DEF,Newcastle,0,0,5,1.6,2022-05-08,90,Manchester City,0,-1,False
