name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,total_points,was_home
Jonny Evans,DEF,Leicester,0,0,1,0.5,2022-03-20,26,Brentford,0,1,True
Jonny Evans,DEF,Leicester,0,0,0,0.0,2022-03-01,0,Burnley,0,0,False
Jonny Evans,DEF,Leicester,0,0,0,0.0,2021-12-26,0,Manchester City,0,0,False
Jonny Evans,DEF,Leicester,0,0,0,0.0,2022-01-19,0,Tottenham,0,0,True
Jonny Evans,DEF,Leicester,0,0,0,0.0,2021-12-28,0,Liverpool,0,0,True
Jonny Evans,DEF,Leicester,0,0,0,0.0,2021-12-12,5,Newcastle United,0,1,True
Jonny Evans,DEF,Leicester,0,0,0,0.0,2021-08-23,0,West Ham,0,0,False
Jonny Evans,DEF,Leicester,0,0,0,0.0,2021-08-14,0,Wolverhampton,0,0,True
Jonny Evans,DEF,Leicester,0,0,2,7.0,2021-11-28,90,Watford,0,4,True
Jonny Evans,DEF,Leicester,0,0,0,0.0,2021-08-28,0,Norwich,0,0,False
Jonny Evans,DEF,Leicester,0,0,0,0.0,2022-02-10,0,Liverpool,0,0,False
Jonny Evans,DEF,Leicester,0,0,2,5.7,2021-10-30,90,Arsenal,0,0,True
Jonny Evans,DEF,Leicester,0,0,2,3.4,2021-12-05,90,Aston Villa,0,1,False
Jonny Evans,DEF,Leicester,0,0,2,7.7,2021-12-01,90,Southampton,0,7,False
Jonny Evans,DEF,Leicester,0,0,3,0.6,2021-11-20,90,Chelsea,0,0,True
Jonny Evans,DEF,Leicester,0,0,1,2.2,2021-11-07,90,Leicester City,0,2,False
Jonny Evans,DEF,Leicester,0,1,0,1.3,2022-04-02,63,Manchester United,0,6,False
Jonny Evans,DEF,Leicester,0,0,0,0.0,2022-04-10,0,Crystal Palace,0,0,True
Jonny Evans,DEF,Leicester,0,0,0,0.0,2022-02-13,0,West Ham,0,0,True
Jonny Evans,DEF,Leicester,0,0,0,0.0,2022-01-23,0,Brighton,0,0,True
Jonny Evans,DEF,Leicester,0,0,1,1.7,2022-05-15,56,Watford,0,1,False
Jonny Evans,DEF,Leicester,0,0,1,3.0,2022-05-19,90,Chelsea,0,1,False
Jonny Evans,DEF,Leicester,0,0,0,0.0,2022-05-01,0,Tottenham,0,0,False
Jonny Evans,DEF,Leicester,0,0,0,0.0,2022-03-13,0,Arsenal,0,0,False
Jonny Evans,DEF,Leicester,0,0,0,0.0,2022-04-23,0,Aston Villa,0,0,True
Jonny Evans,DEF,Leicester,0,0,0,0.0,2022-04-17,0,Newcastle United,0,0,False
Jonny Evans,DEF,Leicester,0,0,1,2.4,2022-04-20,90,Everton,0,2,False
Jonny Evans,DEF,Leicester,0,0,0,0.0,2022-03-05,0,Leicester City,0,0,True
Jonny Evans,DEF,Leicester,0,0,0,0.0,2022-02-20,0,Wolverhampton,0,0,False
Jonny Evans,DEF,Leicester,0,0,1,1.4,2021-09-11,29,Manchester City,0,1,True
Jonny Evans,DEF,Leicester,0,0,0,0.0,2021-09-19,0,Brighton,0,0,False
Jonny Evans,DEF,Leicester,0,0,0,0.0,2021-10-03,0,Crystal Palace,0,0,False
Jonny Evans,DEF,Leicester,0,0,0,0.0,2021-09-25,0,Burnley,0,0,True
Jonny Evans,DEF,Leicester,0,0,2,1.8,2021-10-16,87,Manchester United,0,1,True
Jonny Evans,DEF,Leicester,0,0,1,2.8,2021-10-24,90,Brentford,0,2,False
Jonny Evans,DEF,Leicester,0,0,1,0.0,2022-05-22,90,Southampton,0,2,True
Jonny Evans,DEF,Leicester,0,0,2,2.5,2022-05-08,90,Everton,0,1,True
Jonny Evans,DEF,Leicester,0,1,0,1.9,2022-05-11,90,Norwich,0,6,True
