name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Armando Broja,FWD,Southampton,0,1.1,2021-12-26,80,West Ham,4,False
Armando Broja,FWD,Southampton,3,8.2,2021-12-15,69,Crystal Palace,12,False
Armando Broja,FWD,Southampton,0,0.3,2021-12-01,25,Leeds United,1,True
Armando Broja,FWD,Southampton,0,0.0,2021-10-30,0,Watford,0,False
Armando Broja,FWD,Southampton,0,0.0,2021-08-14,0,Everton,0,False
Armando Broja,FWD,Southampton,0,0.3,2021-11-05,9,Aston Villa,1,True
Armando Broja,FWD,Southampton,2,10.9,2021-12-04,80,Brighton,8,True
Armando Broja,FWD,Southampton,0,0.7,2021-12-11,69,Arsenal,2,False
Armando Broja,FWD,Southampton,0,0.4,2021-11-20,33,Norwich,1,False
Armando Broja,FWD,Southampton,0,0.0,2021-08-22,0,Manchester United,0,True
Armando Broja,FWD,Southampton,0,3.1,2021-11-27,90,Liverpool,2,False
Armando Broja,FWD,Southampton,0,2.1,2021-12-28,19,Tottenham,1,True
Armando Broja,FWD,Southampton,2,5.6,2022-01-11,77,Brentford,8,True
Armando Broja,FWD,Southampton,0,2.5,2022-01-22,90,Manchester City,2,True
Armando Broja,FWD,Southampton,0,2.7,2022-01-15,77,Wolverhampton,2,False
Armando Broja,FWD,Southampton,0,11.0,2022-02-09,89,Tottenham,6,False
Armando Broja,FWD,Southampton,0,3.6,2022-02-12,90,Manchester United,2,False
Armando Broja,FWD,Southampton,0,6.8,2022-02-19,82,Everton,2,True
Armando Broja,FWD,Southampton,0,0.1,2021-08-28,19,Newcastle United,1,False
Armando Broja,FWD,Southampton,0,0.8,2022-03-13,48,Watford,1,True
Armando Broja,FWD,Southampton,0,3.2,2022-03-05,90,Aston Villa,2,False
Armando Broja,FWD,Southampton,0,2.6,2022-03-10,72,Newcastle United,2,True
Armando Broja,FWD,Southampton,0,6.0,2022-02-25,80,Norwich,2,True
Armando Broja,FWD,Southampton,0,3.8,2022-04-02,89,Leicester City,2,False
Armando Broja,FWD,Southampton,0,0.0,2022-04-09,0,Chelsea,0,True
Armando Broja,FWD,Southampton,0,4.9,2022-04-16,73,Arsenal,1,True
Armando Broja,FWD,Southampton,0,3.1,2022-04-21,90,Burnley,2,False
Armando Broja,FWD,Southampton,0,5.2,2022-05-07,90,Brentford,2,False
Armando Broja,FWD,Southampton,0,0.0,2022-05-22,0,Leeds United,0,False
Armando Broja,FWD,Southampton,0,0.6,2022-04-24,11,Brighton,1,False
Armando Broja,FWD,Southampton,0,0.0,2022-04-30,25,Crystal Palace,1,True
Armando Broja,FWD,Southampton,0,3.6,2021-09-11,16,West Ham,1,True
Armando Broja,FWD,Southampton,0,1.1,2021-09-18,22,Manchester City,1,False
Armando Broja,FWD,Southampton,0,0.3,2021-09-26,26,Wolverhampton,1,True
Armando Broja,FWD,Southampton,0,0.0,2021-10-02,0,Chelsea,0,False
Armando Broja,FWD,Southampton,2,11.9,2021-10-16,80,Leicester City,8,True
Armando Broja,FWD,Southampton,2,7.6,2021-10-23,78,Burnley,8,True
Armando Broja,FWD,Southampton,0,1.5,2022-05-17,81,Liverpool,2,True
