name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.3,2021-12-26,27,Tottenham,1,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,11.9,2021-12-28,80,Norwich,6,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2021-12-15,0,Southampton,0,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2021-08-21,0,Brentford,0,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2021-12-12,0,Everton,0,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2021-08-28,0,West Ham,0,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.8,2021-08-14,56,Chelsea,1,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,3.2,2022-02-09,79,Norwich,1,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2021-11-27,0,Aston Villa,0,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2021-11-30,0,Leicester City,0,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2021-12-05,0,Manchester United,0,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2021-10-30,0,Manchester City,0,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2021-11-06,0,Wolverhampton,0,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2021-11-20,0,Burnley,0,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.1,2022-02-26,30,Burnley,1,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.1,2022-02-12,18,Brentford,1,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,5.9,2022-01-23,76,Liverpool,5,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,4.5,2022-01-01,30,West Ham,1,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,2.3,2022-03-14,64,Manchester City,2,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.2,2022-01-14,24,Brighton,1,False
Jean-Philippe Mateta,FWD,Crystal Palace,3,18.0,2022-03-05,68,Wolverhampton,9,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2022-02-19,1,Chelsea,1,True
Jean-Philippe Mateta,FWD,Crystal Palace,1,6.0,2022-02-23,90,Watford,7,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,5.9,2022-04-04,68,Arsenal,6,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,3.7,2022-04-10,90,Leeds United,2,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,5.0,2022-05-15,70,Aston Villa,2,False
Jean-Philippe Mateta,FWD,Crystal Palace,2,7.9,2022-05-19,80,Everton,8,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,8.0,2022-04-30,63,Southampton,1,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,2.3,2022-04-20,30,Newcastle United,1,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,4.1,2022-04-25,83,Leicester City,2,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2021-09-11,0,Tottenham,0,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2021-09-18,0,Liverpool,0,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2022-05-22,0,Manchester United,0,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2021-09-27,0,Brighton,0,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2021-10-03,0,Leeds United,0,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2021-10-18,0,Arsenal,0,False
Jean-Philippe Mateta,FWD,Crystal Palace,0,0.0,2021-10-23,4,Newcastle United,1,True
Jean-Philippe Mateta,FWD,Crystal Palace,0,3.2,2022-05-07,7,Watford,1,True
