name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Joe Gelhardt,FWD,Leeds,0,0.0,2022-03-18,0,Wolverhampton,0,False
Joe Gelhardt,FWD,Leeds,0,0.4,2021-12-18,90,Arsenal,4,True
Joe Gelhardt,FWD,Leeds,0,0.5,2021-12-14,45,Manchester City,1,False
Joe Gelhardt,FWD,Leeds,2,7.9,2021-12-11,8,Chelsea,7,False
Joe Gelhardt,FWD,Leeds,0,0.0,2021-08-29,0,Burnley,0,False
Joe Gelhardt,FWD,Leeds,0,0.0,2021-11-27,0,Brighton,0,False
Joe Gelhardt,FWD,Leeds,0,0.0,2022-02-09,0,Aston Villa,0,False
Joe Gelhardt,FWD,Leeds,0,0.0,2021-11-30,0,Crystal Palace,0,True
Joe Gelhardt,FWD,Leeds,0,0.0,2021-10-31,0,Norwich,0,False
Joe Gelhardt,FWD,Leeds,0,7.0,2021-11-21,86,Tottenham,1,False
Joe Gelhardt,FWD,Leeds,0,0.0,2021-11-07,0,Leeds United,0,True
Joe Gelhardt,FWD,Leeds,0,0.0,2021-12-05,0,Brentford,0,True
Joe Gelhardt,FWD,Leeds,0,0.0,2022-02-12,0,Everton,0,False
Joe Gelhardt,FWD,Leeds,0,0.5,2022-01-22,10,Newcastle United,1,True
Joe Gelhardt,FWD,Leeds,1,6.6,2022-03-13,1,Norwich,6,True
Joe Gelhardt,FWD,Leeds,0,3.6,2022-03-05,27,Leeds United,1,False
Joe Gelhardt,FWD,Leeds,0,2.7,2022-03-10,45,Aston Villa,0,True
Joe Gelhardt,FWD,Leeds,0,7.3,2022-02-20,45,Manchester United,1,True
Joe Gelhardt,FWD,Leeds,0,0.0,2022-02-23,29,Liverpool,0,False
Joe Gelhardt,FWD,Leeds,0,0.0,2022-02-26,0,Tottenham,0,True
Joe Gelhardt,FWD,Leeds,0,4.0,2022-01-02,32,Burnley,4,True
Joe Gelhardt,FWD,Leeds,0,0.0,2022-01-16,0,West Ham,0,False
Joe Gelhardt,FWD,Leeds,0,0.0,2021-09-12,0,Liverpool,0,True
Joe Gelhardt,FWD,Leeds,0,0.0,2021-09-17,0,Newcastle United,0,False
Joe Gelhardt,FWD,Leeds,0,0.0,2022-05-22,70,Brentford,2,False
Joe Gelhardt,FWD,Leeds,0,0.0,2021-09-25,0,West Ham,0,True
Joe Gelhardt,FWD,Leeds,0,0.0,2021-10-02,0,Watford,0,True
Joe Gelhardt,FWD,Leeds,0,0.1,2021-10-16,13,Southampton,1,False
Joe Gelhardt,FWD,Leeds,0,7.1,2021-10-23,27,Wolverhampton,4,True
Joe Gelhardt,FWD,Leeds,0,0.0,2022-05-08,28,Arsenal,1,False
Joe Gelhardt,FWD,Leeds,0,1.9,2022-05-11,12,Chelsea,1,True
Joe Gelhardt,FWD,Leeds,0,0.0,2022-04-09,0,Watford,0,False
Joe Gelhardt,FWD,Leeds,0,0.9,2022-04-02,31,Southampton,1,True
Joe Gelhardt,FWD,Leeds,0,6.2,2022-04-30,28,Manchester City,1,True
Joe Gelhardt,FWD,Leeds,0,1.6,2022-04-25,16,Crystal Palace,1,False
Joe Gelhardt,FWD,Leeds,0,8.7,2022-05-15,90,Brighton,5,True
