name,position,team,xP,assists,bonus,fixture,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,total_points,was_home,yellow_cards
Patrick Cutrone,FWD,Wolves,0.8,0,0,5,0,0.0,0,Leeds United,0,0,0,False,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,100,0,0.0,0,Everton,0,0,0,True,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,105,0,0.0,0,Crystal Palace,0,0,0,False,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,120,0,0.0,0,West Ham,0,0,0,True,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,130,0,0.0,0,Norwich,0,0,0,False,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,137,0,0.0,0,Burnley,0,0,0,True,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,150,0,0.0,0,Liverpool,0,0,0,True,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,159,0,0.0,0,Manchester City,0,0,0,False,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,163,0,0.0,0,Brighton,0,0,0,False,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,180,0,0.0,0,Chelsea,0,0,0,True,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,17,0,0.0,0,Tottenham,0,0,0,True,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,208,0,0.0,0,Manchester United,0,0,0,False,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,220,0,0.0,0,Southampton,0,0,0,True,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,222,0,0.0,0,Brentford,0,0,0,False,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,236,0,0.0,0,Arsenal,0,0,0,True,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,249,0,0.0,0,Tottenham,0,0,0,False,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,260,0,0.0,0,Leeds United,0,0,0,True,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,191,0,0.0,0,Arsenal,0,0,0,False,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,270,0,0.0,0,West Ham,0,0,0,False,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,280,0,0.0,0,Crystal Palace,0,0,0,True,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,190,0,0.0,0,Watford,0,0,0,True,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,286,0,0.0,0,Everton,0,0,0,False,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,30,0,0.0,0,Manchester United,0,0,0,True,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,300,0,0.0,0,Leicester City,0,0,0,True,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,310,0,0.0,0,Aston Villa,0,0,0,True,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,317,0,0.0,0,Newcastle United,0,0,0,False,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,334,0,0.0,0,Burnley,0,0,0,False,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,350,0,0.0,0,Brighton,0,0,0,True,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,355,0,0.0,0,Chelsea,0,0,0,False,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,330,0,0.0,0,Manchester City,0,0,0,True,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,370,0,0.0,0,Norwich,0,0,0,True,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,378,0,0.0,0,Liverpool,0,0,0,False,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,40,0,0.0,0,Watford,0,0,0,False,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,50,0,0.0,0,Brentford,0,0,0,True,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,59,0,0.0,0,Southampton,0,0,0,False,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,70,0,0.0,0,Newcastle United,0,0,0,True,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,72,0,0.0,0,Aston Villa,0,0,0,False,0
Patrick Cutrone,FWD,Wolves,0.0,0,0,87,0,0.0,0,Leicester City,0,0,0,False,0
