name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,red_cards,total_points,was_home,yellow_cards
Timothy Castagne,DEF,Leicester,2.3,0,0,0,5,0,0,0.0,0,Wolverhampton,0,0,0,0,True,0
Timothy Castagne,DEF,Leicester,0.7,0,0,0,93,2,0,4.3,90,Arsenal,0,0,0,1,True,0
Timothy Castagne,DEF,Leicester,1.5,0,0,0,107,1,0,1.5,90,Leicester City,0,0,0,2,False,0
Timothy Castagne,DEF,Leicester,0.5,0,0,0,113,3,0,1.2,90,Chelsea,0,0,0,1,True,0
Timothy Castagne,DEF,Leicester,1.7,0,0,0,127,2,0,3.3,90,Watford,0,0,0,1,True,0
Timothy Castagne,DEF,Leicester,1.2,0,0,0,139,2,0,1.7,90,Southampton,0,0,0,1,False,0
Timothy Castagne,DEF,Leicester,1.0,0,0,0,141,2,0,2.8,90,Aston Villa,0,0,0,1,False,0
Timothy Castagne,DEF,Leicester,2.3,0,0,1,157,0,0,1.5,90,Newcastle United,0,0,0,5,True,1
Timothy Castagne,DEF,Leicester,0.3,0,0,0,185,2,0,1.1,45,Manchester City,0,0,0,0,False,0
Timothy Castagne,DEF,Leicester,0.0,0,0,0,20,0,0,0.0,0,West Ham,0,0,0,0,False,0
Timothy Castagne,DEF,Leicester,1.8,0,1,1,197,0,0,4.0,90,Liverpool,0,0,0,7,True,0
Timothy Castagne,DEF,Leicester,1.3,0,0,0,166,0,0,0.0,0,Tottenham,0,0,0,0,True,0
Timothy Castagne,DEF,Leicester,0.0,0,0,0,227,0,0,0.0,0,Brighton,0,0,0,0,True,0
Timothy Castagne,DEF,Leicester,0.0,0,0,0,237,0,0,0.0,0,Liverpool,0,0,0,0,False,0
Timothy Castagne,DEF,Leicester,0.0,0,0,0,245,0,0,0.0,0,West Ham,0,0,0,0,True,0
Timothy Castagne,DEF,Leicester,0.0,0,0,0,260,0,0,0.0,0,Wolverhampton,0,0,0,0,False,0
Timothy Castagne,DEF,Leicester,0.0,0,0,0,213,0,0,0.0,0,Burnley,0,0,0,0,False,0
Timothy Castagne,DEF,Leicester,0.0,0,0,0,273,0,0,0.0,0,Leicester City,0,0,0,0,True,0
Timothy Castagne,DEF,Leicester,0.0,0,0,0,281,0,0,0.0,0,Arsenal,0,0,0,0,False,0
Timothy Castagne,DEF,Leicester,1.7,0,0,0,26,1,0,0.9,79,Norwich,0,0,0,2,False,0
Timothy Castagne,DEF,Leicester,1.6,0,2,1,293,0,1,5.0,63,Brentford,0,0,0,14,True,0
Timothy Castagne,DEF,Leicester,4.8,0,0,0,307,1,0,3.2,90,Manchester United,0,0,0,2,False,0
Timothy Castagne,DEF,Leicester,4.2,0,0,0,315,0,0,0.0,1,Crystal Palace,0,0,0,1,True,0
Timothy Castagne,DEF,Leicester,2.9,0,0,0,325,0,0,0.0,0,Newcastle United,0,0,0,0,False,0
Timothy Castagne,DEF,Leicester,2.9,0,0,0,172,1,0,1.7,90,Everton,0,0,0,2,False,0
Timothy Castagne,DEF,Leicester,2.4,0,1,1,337,0,0,1.3,90,Aston Villa,0,0,0,7,True,0
Timothy Castagne,DEF,Leicester,1.7,0,0,0,347,3,0,4.1,90,Tottenham,0,0,0,1,False,0
Timothy Castagne,DEF,Leicester,7.4,0,0,0,357,2,0,9.0,90,Everton,0,0,0,1,True,0
Timothy Castagne,DEF,Leicester,7.4,0,2,1,207,0,0,5.2,90,Norwich,0,0,0,8,True,0
Timothy Castagne,DEF,Leicester,6.6,0,0,0,368,1,0,4.9,90,Watford,0,0,0,2,False,0
Timothy Castagne,DEF,Leicester,6.6,0,0,0,264,1,0,3.3,90,Chelsea,0,0,0,2,False,0
Timothy Castagne,DEF,Leicester,3.9,0,0,1,377,0,0,0.0,69,Southampton,0,0,0,6,True,0
Timothy Castagne,DEF,Leicester,0.8,0,0,0,37,1,0,1.2,90,Manchester City,0,0,0,2,True,0
Timothy Castagne,DEF,Leicester,1.7,0,0,0,42,0,0,1.0,22,Brighton,0,0,0,1,False,0
Timothy Castagne,DEF,Leicester,1.8,0,0,0,57,0,0,3.2,45,Burnley,0,0,0,1,True,0
Timothy Castagne,DEF,Leicester,1.2,0,0,0,64,2,0,2.8,90,Crystal Palace,0,0,0,1,False,0
Timothy Castagne,DEF,Leicester,0.5,0,0,0,75,2,0,4.4,90,Manchester United,0,0,0,1,True,0
Timothy Castagne,DEF,Leicester,0.9,0,0,0,82,1,0,1.8,90,Brentford,0,0,0,2,False,0
