name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,red_cards,total_points,was_home,yellow_cards
Ethan Pinnock,DEF,Brentford,0.7,1,2,1,1,0,0,4.8,90,Arsenal,0,0,0,11,True,0
Ethan Pinnock,DEF,Brentford,1.5,0,0,0,92,3,0,1.7,90,Burnley,0,0,0,1,False,0
Ethan Pinnock,DEF,Brentford,1.7,0,0,0,102,2,0,9.4,90,Norwich,0,0,0,1,True,0
Ethan Pinnock,DEF,Brentford,1.5,0,0,0,116,3,0,3.7,90,Newcastle United,0,0,0,1,False,0
Ethan Pinnock,DEF,Brentford,2.2,0,0,1,122,0,0,3.7,90,Everton,0,0,0,6,True,0
Ethan Pinnock,DEF,Brentford,1.7,0,0,0,140,2,0,1.7,90,Tottenham,0,0,0,1,False,0
Ethan Pinnock,DEF,Brentford,2.2,0,0,0,143,2,0,3.2,90,Leicester City,0,0,0,1,False,0
Ethan Pinnock,DEF,Brentford,2.3,0,0,0,152,0,0,0.0,0,Watford,0,0,0,0,True,0
Ethan Pinnock,DEF,Brentford,1.8,0,0,0,182,2,0,6.8,90,Brighton,0,0,0,1,False,0
Ethan Pinnock,DEF,Brentford,8.0,0,0,1,13,0,0,1.3,90,Crystal Palace,0,0,0,6,False,0
Ethan Pinnock,DEF,Brentford,0.0,0,0,0,192,1,0,5.2,90,Manchester City,0,0,0,2,True,0
Ethan Pinnock,DEF,Brentford,3.0,0,0,0,202,1,0,2.2,90,Aston Villa,0,0,0,2,True,0
Ethan Pinnock,DEF,Brentford,3.0,0,0,0,176,3,0,1.7,67,Southampton,0,0,0,1,False,0
Ethan Pinnock,DEF,Brentford,1.1,0,0,0,214,3,0,1.9,90,Liverpool,0,0,0,1,False,0
Ethan Pinnock,DEF,Brentford,1.1,0,0,0,162,3,0,11.3,90,Manchester United,0,0,0,1,True,0
Ethan Pinnock,DEF,Brentford,1.0,0,0,0,222,2,0,4.6,90,Wolverhampton,0,0,0,1,True,0
Ethan Pinnock,DEF,Brentford,0.0,0,0,0,238,2,0,1.3,90,Manchester City,0,0,0,1,False,0
Ethan Pinnock,DEF,Brentford,2.0,0,1,1,241,0,0,2.5,90,Crystal Palace,0,0,0,7,True,0
Ethan Pinnock,DEF,Brentford,2.0,0,0,0,251,2,0,3.0,90,Arsenal,0,0,0,1,False,0
Ethan Pinnock,DEF,Brentford,2.0,0,0,0,262,2,0,2.4,90,Newcastle United,0,0,0,1,True,0
Ethan Pinnock,DEF,Brentford,2.4,0,0,0,277,1,0,4.1,90,Norwich,0,0,0,2,False,0
Ethan Pinnock,DEF,Brentford,3.0,0,2,1,282,0,0,2.9,90,Burnley,0,0,0,8,True,0
Ethan Pinnock,DEF,Brentford,5.8,0,0,0,21,1,0,2.5,90,Aston Villa,0,0,0,2,False,0
Ethan Pinnock,DEF,Brentford,1.9,0,0,0,293,2,0,0.9,90,Leeds United,0,0,0,0,False,1
Ethan Pinnock,DEF,Brentford,2.3,0,0,0,303,1,0,1.5,90,Chelsea,0,0,0,2,False,0
Ethan Pinnock,DEF,Brentford,2.2,0,0,1,313,0,0,1.5,90,West Ham,0,0,0,6,True,0
Ethan Pinnock,DEF,Brentford,3.0,0,0,0,328,0,0,0.2,20,Watford,0,0,0,1,False,0
Ethan Pinnock,DEF,Brentford,0.0,0,0,0,332,0,0,0.0,0,Tottenham,0,0,0,0,True,0
Ethan Pinnock,DEF,Brentford,0.0,0,0,0,344,0,0,0.0,0,Manchester United,0,0,0,0,False,0
Ethan Pinnock,DEF,Brentford,0.0,0,0,0,352,0,0,0.0,0,Southampton,0,0,0,0,True,0
Ethan Pinnock,DEF,Brentford,0.0,0,0,0,362,0,0,0.0,0,Everton,0,0,0,0,False,0
Ethan Pinnock,DEF,Brentford,0.0,0,0,0,372,0,0,0.0,0,Leicester City,0,0,0,0,True,0
Ethan Pinnock,DEF,Brentford,2.8,0,0,0,32,1,0,1.6,90,Brighton,0,0,0,2,True,0
Ethan Pinnock,DEF,Brentford,4.0,0,2,1,50,0,0,1.5,90,Wolverhampton,0,0,0,8,False,0
Ethan Pinnock,DEF,Brentford,4.7,0,0,0,52,1,1,8.2,42,Liverpool,0,0,0,7,True,0
Ethan Pinnock,DEF,Brentford,4.3,0,0,0,69,1,0,5.4,90,West Ham,0,0,0,2,False,0
Ethan Pinnock,DEF,Brentford,2.7,0,0,0,73,1,0,7.5,90,Chelsea,0,0,0,2,True,0
Ethan Pinnock,DEF,Brentford,3.0,0,0,0,82,1,0,3.3,45,Leeds United,0,0,0,1,True,0
