name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,total_points,was_home,yellow_cards
Emiliano Buendía Stati,MID,Aston Villa,2.8,0,0,0,8,3,0,2.0,71,Watford,0,0,2,False,0
Emiliano Buendía Stati,MID,Aston Villa,2.0,1,0,0,91,2,0,3.3,51,West Ham,0,0,4,True,0
Emiliano Buendía Stati,MID,Aston Villa,2.8,0,0,0,109,1,0,8.5,70,Southampton,0,0,2,False,0
Emiliano Buendía Stati,MID,Aston Villa,3.0,0,0,1,111,0,0,1.3,73,Brighton,0,0,3,True,0
Emiliano Buendía Stati,MID,Aston Villa,2.5,0,0,0,126,1,0,0.3,5,Crystal Palace,0,0,1,False,0
Emiliano Buendía Stati,MID,Aston Villa,1.0,0,0,0,131,2,0,4.8,90,Manchester City,0,0,2,True,0
Emiliano Buendía Stati,MID,Aston Villa,2.8,1,0,0,141,1,0,4.3,77,Leeds United,0,0,5,True,0
Emiliano Buendía Stati,MID,Aston Villa,1.4,0,0,0,158,0,0,0.8,21,Liverpool,0,0,1,False,0
Emiliano Buendía Stati,MID,Aston Villa,3.0,0,0,1,167,0,0,8.2,82,Norwich,0,0,3,False,0
Emiliano Buendía Stati,MID,Aston Villa,1.6,0,0,0,181,2,0,1.2,73,Chelsea,0,0,2,True,0
Emiliano Buendía Stati,MID,Aston Villa,2.5,0,0,1,11,0,0,5.0,85,Newcastle United,0,0,2,True,1
Emiliano Buendía Stati,MID,Aston Villa,3.3,1,0,0,202,2,0,13.9,90,Brentford,0,0,5,False,0
Emiliano Buendía Stati,MID,Aston Villa,2.5,0,0,0,211,2,0,12.6,90,Manchester United,0,0,2,True,0
Emiliano Buendía Stati,MID,Aston Villa,6.0,0,2,1,225,0,1,11.0,90,Everton,0,0,10,False,0
Emiliano Buendía Stati,MID,Aston Villa,4.3,0,0,0,231,2,0,0.8,58,Leicester City,0,0,1,True,0
Emiliano Buendía Stati,MID,Aston Villa,1.1,0,0,0,247,1,0,3.4,71,Newcastle United,0,0,2,False,0
Emiliano Buendía Stati,MID,Aston Villa,2.5,0,0,1,252,0,0,9.4,70,Watford,0,0,3,True,0
Emiliano Buendía Stati,MID,Aston Villa,1.5,0,0,0,263,0,0,0.0,0,Brighton,0,0,0,False,0
Emiliano Buendía Stati,MID,Aston Villa,2.6,0,0,0,271,0,0,0.7,9,Southampton,0,0,1,True,0
Emiliano Buendía Stati,MID,Aston Villa,2.6,0,0,0,196,0,0,1.7,13,Leicester City,0,0,1,False,0
Emiliano Buendía Stati,MID,Aston Villa,1.3,1,0,0,290,1,0,7.0,11,West Ham,0,0,4,False,0
Emiliano Buendía Stati,MID,Aston Villa,5.2,0,3,0,21,1,1,10.2,90,Brentford,0,0,10,True,0
Emiliano Buendía Stati,MID,Aston Villa,1.3,0,0,0,291,1,0,2.3,68,Arsenal,0,0,2,True,0
Emiliano Buendía Stati,MID,Aston Villa,2.0,0,0,0,310,0,0,3.3,16,Wolverhampton,0,0,1,False,0
Emiliano Buendía Stati,MID,Aston Villa,1.5,0,0,0,312,1,0,2.8,20,Tottenham,0,0,1,True,0
Emiliano Buendía Stati,MID,Aston Villa,1.0,0,0,0,337,0,0,1.7,11,Leeds United,0,0,1,False,0
Emiliano Buendía Stati,MID,Aston Villa,2.5,1,0,0,341,0,0,4.9,14,Norwich,0,0,4,True,0
Emiliano Buendía Stati,MID,Aston Villa,9.5,1,3,1,354,0,1,8.7,79,Burnley,0,0,14,False,0
Emiliano Buendía Stati,MID,Aston Villa,9.5,0,0,0,321,0,0,1.7,20,Liverpool,0,0,1,True,0
Emiliano Buendía Stati,MID,Aston Villa,9.9,0,0,0,361,1,0,4.1,19,Crystal Palace,0,0,1,True,0
Emiliano Buendía Stati,MID,Aston Villa,9.9,0,0,0,171,1,1,15.6,90,Burnley,0,0,7,True,0
Emiliano Buendía Stati,MID,Aston Villa,3.3,0,0,0,379,3,0,0.0,87,Manchester City,0,0,2,False,0
Emiliano Buendía Stati,MID,Aston Villa,0.0,0,0,0,33,0,0,0.0,0,Chelsea,0,0,0,False,0
Emiliano Buendía Stati,MID,Aston Villa,2.2,0,0,0,41,0,0,0.0,0,Everton,0,0,0,True,0
Emiliano Buendía Stati,MID,Aston Villa,-0.2,0,0,0,58,0,0,1.5,12,Manchester United,0,0,1,False,0
Emiliano Buendía Stati,MID,Aston Villa,0.5,0,0,0,68,1,0,0.2,21,Tottenham,0,0,1,False,0
Emiliano Buendía Stati,MID,Aston Villa,1.7,0,0,1,72,0,0,4.1,73,Wolverhampton,0,0,3,True,0
Emiliano Buendía Stati,MID,Aston Villa,1.3,0,0,0,81,3,0,6.0,67,Arsenal,0,0,2,False,0
