name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,total_points,was_home
José Malheiro de Sá,GK,Wolves,0,1,0,2021-12-19,90,Chelsea,0,0,1,6,True
José Malheiro de Sá,GK,Wolves,0,1,0,2021-12-15,90,Brighton,0,0,2,6,False
José Malheiro de Sá,GK,Wolves,0,0,1,2021-08-14,90,Leeds United,0,0,4,3,False
José Malheiro de Sá,GK,Wolves,0,0,1,2021-08-22,90,Tottenham,0,0,5,3,True
José Malheiro de Sá,GK,Wolves,0,0,1,2021-12-11,90,Manchester City,0,0,8,4,False
José Malheiro de Sá,GK,Wolves,3,1,0,2021-11-27,90,Norwich,0,0,4,10,False
José Malheiro de Sá,GK,Wolves,0,1,0,2021-12-01,90,Burnley,0,0,1,6,True
José Malheiro de Sá,GK,Wolves,0,0,2,2021-11-06,90,Crystal Palace,0,0,4,2,False
José Malheiro de Sá,GK,Wolves,1,1,0,2021-11-20,90,West Ham,0,0,3,8,True
José Malheiro de Sá,GK,Wolves,0,0,1,2021-11-01,90,Everton,0,0,4,3,True
José Malheiro de Sá,GK,Wolves,0,0,1,2021-12-04,90,Liverpool,0,0,3,3,True
José Malheiro de Sá,GK,Wolves,0,0,3,2022-03-18,90,Leicester City,0,0,2,1,True
José Malheiro de Sá,GK,Wolves,0,1,0,2022-01-03,90,Manchester United,0,0,2,5,False
José Malheiro de Sá,GK,Wolves,2,0,1,2022-01-15,90,Southampton,0,0,9,7,True
José Malheiro de Sá,GK,Wolves,0,0,1,2022-02-10,90,Arsenal,0,0,1,2,True
José Malheiro de Sá,GK,Wolves,2,1,0,2022-02-13,90,Tottenham,0,0,7,10,False
José Malheiro de Sá,GK,Wolves,0,0,1,2021-08-29,90,Manchester United,0,0,2,2,True
José Malheiro de Sá,GK,Wolves,0,0,1,2022-01-22,90,Brentford,0,0,0,1,False
José Malheiro de Sá,GK,Wolves,0,0,1,2022-02-27,90,West Ham,0,0,3,3,False
José Malheiro de Sá,GK,Wolves,0,0,1,2022-02-20,90,Leeds United,0,0,6,4,True
José Malheiro de Sá,GK,Wolves,0,0,2,2022-02-24,90,Arsenal,1,0,4,0,False
José Malheiro de Sá,GK,Wolves,0,1,0,2022-03-13,90,Everton,0,0,2,6,False
José Malheiro de Sá,GK,Wolves,0,0,2,2022-03-05,90,Crystal Palace,0,0,6,3,True
José Malheiro de Sá,GK,Wolves,0,1,0,2022-03-10,90,Watford,0,0,0,6,True
José Malheiro de Sá,GK,Wolves,0,0,1,2022-04-02,90,Aston Villa,0,0,4,3,True
José Malheiro de Sá,GK,Wolves,0,0,1,2022-04-08,90,Newcastle United,0,0,3,3,False
José Malheiro de Sá,GK,Wolves,0,1,0,2021-09-11,90,Watford,0,0,2,6,False
José Malheiro de Sá,GK,Wolves,0,0,3,2022-04-30,90,Brighton,0,0,6,3,True
José Malheiro de Sá,GK,Wolves,0,0,1,2022-04-24,90,Burnley,0,0,4,3,False
José Malheiro de Sá,GK,Wolves,0,0,1,2022-05-22,45,Liverpool,0,0,1,1,False
José Malheiro de Sá,GKP,Wolves,0,0,0,2022-05-15,0,Norwich,0,0,0,0,True
José Malheiro de Sá,GK,Wolves,0,0,2,2021-09-18,90,Brentford,0,0,1,0,True
José Malheiro de Sá,GK,Wolves,0,0,2,2022-05-07,90,Chelsea,0,0,4,2,False
José Malheiro de Sá,GK,Wolves,0,0,5,2022-05-11,90,Manchester City,0,0,0,0,True
José Malheiro de Sá,GK,Wolves,3,1,0,2021-09-26,90,Southampton,0,0,6,14,False
José Malheiro de Sá,GK,Wolves,0,0,1,2021-10-02,90,Newcastle United,0,0,1,2,True
José Malheiro de Sá,GK,Wolves,0,0,2,2021-10-16,90,Aston Villa,0,0,3,2,False
José Malheiro de Sá,GK,Wolves,0,0,1,2021-10-23,90,Leicester City,0,0,3,3,False
