name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Bukayo Saka,MID,Arsenal,0,0,1,13.6,2021-12-18,77,Leicester City,7,False
Bukayo Saka,MID,Arsenal,3,1,0,11.1,2022-03-19,68,Aston Villa,11,False
Bukayo Saka,MID,Arsenal,3,1,0,13.9,2021-12-26,77,Norwich,16,False
Bukayo Saka,MID,Arsenal,0,1,0,12.3,2021-12-15,90,West Ham,6,True
Bukayo Saka,MID,Arsenal,0,0,2,3.5,2021-08-22,60,Chelsea,2,True
Bukayo Saka,MID,Arsenal,0,1,0,4.9,2022-02-10,70,Wolverhampton,3,False
Bukayo Saka,MID,Arsenal,0,0,0,2.2,2021-12-02,20,Manchester United,1,False
Bukayo Saka,MID,Arsenal,0,1,0,9.1,2021-12-11,90,Southampton,5,True
Bukayo Saka,MID,Arsenal,0,0,3,0.5,2021-08-28,45,Manchester City,1,False
Bukayo Saka,MID,Arsenal,0,0,1,3.1,2021-08-13,31,Brentford,1,False
Bukayo Saka,MID,Arsenal,0,1,0,10.4,2021-11-27,63,Newcastle United,8,True
Bukayo Saka,MID,Arsenal,0,0,4,5.0,2021-11-20,90,Liverpool,2,False
Bukayo Saka,MID,Arsenal,0,0,2,5.0,2021-12-06,90,Everton,2,False
Bukayo Saka,MID,Arsenal,0,1,0,5.8,2021-11-07,90,Watford,3,True
Bukayo Saka,MID,Arsenal,0,1,0,9.3,2021-10-30,84,Leeds United,6,False
Bukayo Saka,MID,Arsenal,0,1,0,7.8,2022-01-23,90,Burnley,3,True
Bukayo Saka,MID,Arsenal,0,1,0,14.1,2022-03-13,84,Leeds United,3,True
Bukayo Saka,MID,Arsenal,0,0,2,3.4,2022-03-16,73,Liverpool,2,True
Bukayo Saka,MID,Arsenal,3,0,1,15.4,2022-02-19,90,Brentford,10,True
Bukayo Saka,MID,Arsenal,0,0,1,16.7,2022-02-24,90,Wolverhampton,1,True
Bukayo Saka,MID,Arsenal,2,0,2,11.1,2022-03-06,90,Watford,12,False
Bukayo Saka,MID,Arsenal,0,0,1,5.5,2022-01-01,83,Manchester City,6,True
Bukayo Saka,MID,Arsenal,0,0,3,5.2,2022-04-04,90,Crystal Palace,2,False
Bukayo Saka,MID,Arsenal,0,0,2,12.8,2022-04-09,90,Brighton,1,True
Bukayo Saka,MID,Arsenal,0,1,0,16.9,2021-09-11,90,Norwich,3,True
Bukayo Saka,MID,Arsenal,0,1,0,3.7,2021-09-18,90,Burnley,6,False
Bukayo Saka,MID,Arsenal,0,0,1,9.8,2022-05-01,86,West Ham,4,False
Bukayo Saka,MID,Arsenal,0,0,1,0.0,2022-05-22,77,Everton,5,True
Bukayo Saka,MID,Arsenal,0,0,1,12.3,2022-04-16,90,Southampton,2,False
Bukayo Saka,MID,Arsenal,1,0,2,10.1,2022-04-20,90,Chelsea,8,False
Bukayo Saka,MID,Arsenal,3,0,1,13.1,2021-09-26,86,Tottenham,13,True
Bukayo Saka,MID,Arsenal,3,0,1,13.3,2022-04-23,73,Manchester United,13,True
Bukayo Saka,MID,Arsenal,0,1,0,4.8,2021-10-02,89,Brighton,3,False
Bukayo Saka,MID,Arsenal,0,0,0,1.3,2021-10-18,45,Crystal Palace,0,True
Bukayo Saka,MID,Arsenal,0,0,1,9.6,2021-10-22,90,Aston Villa,2,True
Bukayo Saka,MID,Arsenal,0,0,2,5.9,2022-05-16,90,Newcastle United,2,False
Bukayo Saka,MID,Arsenal,0,0,1,4.5,2022-05-08,67,Leicester City,2,True
Bukayo Saka,MID,Arsenal,0,0,3,4.8,2022-05-12,90,Tottenham,2,False
