name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Roberto Firmino,FWD,Liverpool,0,0.2,2021-12-19,30,Tottenham,1,False
Roberto Firmino,FWD,Liverpool,0,3.6,2021-12-16,16,Newcastle United,4,True
Roberto Firmino,FWD,Liverpool,2,7.3,2021-08-14,29,Norwich,7,False
Roberto Firmino,FWD,Liverpool,0,2.5,2021-08-21,9,Burnley,1,True
Roberto Firmino,FWD,Liverpool,0,0.0,2021-12-11,0,Aston Villa,0,True
Roberto Firmino,FWD,Liverpool,0,0.0,2021-11-27,0,Southampton,0,True
Roberto Firmino,FWD,Liverpool,0,0.0,2021-12-01,0,Everton,0,False
Roberto Firmino,FWD,Liverpool,0,0.0,2021-11-07,0,West Ham,0,False
Roberto Firmino,FWD,Liverpool,0,0.0,2021-11-20,0,Arsenal,0,True
Roberto Firmino,FWD,Liverpool,0,6.1,2021-10-30,77,Brighton,2,True
Roberto Firmino,FWD,Liverpool,0,0.0,2021-12-04,0,Wolverhampton,0,False
Roberto Firmino,FWD,Liverpool,0,1.4,2021-12-28,20,Leeds United,1,False
Roberto Firmino,FWD,Liverpool,0,0.0,2022-01-02,0,Chelsea,0,False
Roberto Firmino,FWD,Liverpool,0,7.7,2022-01-16,77,Brentford,5,True
Roberto Firmino,FWD,Liverpool,0,7.2,2022-02-10,59,Leeds United,0,True
Roberto Firmino,FWD,Liverpool,0,0.7,2021-08-28,42,Chelsea,1,True
Roberto Firmino,FWD,Liverpool,0,1.9,2022-02-13,90,Burnley,2,False
Roberto Firmino,FWD,Liverpool,0,1.8,2022-01-23,89,Crystal Palace,1,False
Roberto Firmino,FWD,Liverpool,0,6.3,2022-04-02,90,Watford,2,True
Roberto Firmino,FWD,Liverpool,0,0.0,2022-02-19,0,Norwich,0,True
Roberto Firmino,FWD,Liverpool,0,0.0,2022-02-23,0,Leicester City,0,True
Roberto Firmino,FWD,Liverpool,0,0.0,2022-03-12,0,Brighton,0,False
Roberto Firmino,FWD,Liverpool,0,7.0,2022-03-16,34,Arsenal,4,False
Roberto Firmino,FWD,Liverpool,0,0.0,2022-03-05,0,West Ham,0,True
Roberto Firmino,FWD,Liverpool,0,0.0,2022-04-10,6,Manchester City,1,False
Roberto Firmino,FWD,Liverpool,0,12.3,2022-05-17,82,Southampton,2,False
Roberto Firmino,FWD,Liverpool,0,0.0,2022-04-19,0,Manchester United,0,True
Roberto Firmino,FWD,Liverpool,0,0.0,2022-04-30,0,Newcastle United,0,False
Roberto Firmino,FWD,Liverpool,0,0.0,2022-04-24,0,Everton,0,True
Roberto Firmino,FWD,Liverpool,0,0.0,2021-09-12,0,Leicester City,0,False
Roberto Firmino,FWD,Liverpool,0,0.0,2022-05-22,20,Wolverhampton,4,True
Roberto Firmino,FWD,Liverpool,0,0.0,2021-09-18,0,Crystal Palace,0,True
Roberto Firmino,FWD,Liverpool,0,1.5,2021-09-25,22,Brentford,1,False
Roberto Firmino,FWD,Liverpool,0,0.0,2022-05-07,0,Tottenham,0,True
Roberto Firmino,FWD,Liverpool,0,0.0,2022-05-10,0,Aston Villa,0,False
Roberto Firmino,FWD,Liverpool,0,0.4,2021-10-03,22,Manchester City,1,True
Roberto Firmino,FWD,Liverpool,3,27.7,2021-10-16,90,Watford,20,False
Roberto Firmino,FWD,Liverpool,0,5.4,2021-10-24,76,Manchester United,2,False
