name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,total_points,was_home
Jack Butland,GK,Crystal Palace,0,0,3,2021-12-26,90,Tottenham,0,0,3,2,False
Jack Butland,GK,Crystal Palace,0,0,2,2021-12-15,90,Southampton,0,0,2,1,True
Jack Butland,GK,Crystal Palace,0,0,0,2021-08-14,0,Chelsea,0,0,0,0,False
Jack Butland,GK,Crystal Palace,0,0,0,2021-12-12,0,Everton,0,0,0,0,True
Jack Butland,GK,Crystal Palace,0,0,0,2021-11-30,0,Leicester City,0,0,0,0,False
Jack Butland,GK,Crystal Palace,0,0,0,2021-11-06,0,Wolverhampton,0,0,0,0,True
Jack Butland,GK,Crystal Palace,0,0,0,2021-10-30,0,Manchester City,0,0,0,0,False
Jack Butland,GK,Crystal Palace,0,0,0,2021-12-05,0,Manchester United,0,0,0,0,False
Jack Butland,GK,Crystal Palace,0,0,0,2021-08-21,0,Brentford,0,0,0,0,True
Jack Butland,GK,Crystal Palace,0,0,0,2021-11-20,0,Burnley,0,0,0,0,False
Jack Butland,GK,Crystal Palace,0,0,0,2021-11-27,0,Aston Villa,0,0,0,0,True
Jack Butland,GK,Crystal Palace,0,0,0,2021-12-28,0,Norwich,0,0,0,0,True
Jack Butland,GK,Crystal Palace,0,0,0,2022-02-09,0,Norwich,0,0,0,0,False
Jack Butland,GK,Crystal Palace,0,0,0,2022-01-23,0,Liverpool,0,0,0,0,True
Jack Butland,GK,Crystal Palace,0,0,0,2022-02-12,0,Brentford,0,0,0,0,False
Jack Butland,GK,Crystal Palace,0,0,0,2021-08-28,0,West Ham,0,0,0,0,False
Jack Butland,GK,Crystal Palace,0,0,1,2022-02-19,45,Chelsea,0,0,0,1,True
Jack Butland,GK,Crystal Palace,0,0,1,2022-02-23,90,Watford,0,0,0,2,False
Jack Butland,GK,Crystal Palace,0,0,0,2022-03-14,0,Manchester City,0,0,0,0,True
Jack Butland,GK,Crystal Palace,0,0,0,2022-03-05,0,Wolverhampton,0,0,0,0,False
Jack Butland,GK,Crystal Palace,0,0,0,2022-01-01,0,West Ham,0,0,0,0,True
Jack Butland,GK,Crystal Palace,3,0,1,2022-01-14,90,Brighton,0,1,4,11,False
Jack Butland,GK,Crystal Palace,0,0,1,2022-02-26,90,Burnley,0,0,1,2,True
Jack Butland,GK,Crystal Palace,0,0,0,2022-04-04,0,Arsenal,0,0,0,0,True
Jack Butland,GKP,Crystal Palace,0,0,1,2022-05-15,90,Aston Villa,0,0,3,3,False
Jack Butland,GKP,Crystal Palace,0,0,3,2022-05-19,90,Everton,0,0,3,2,False
Jack Butland,GK,Crystal Palace,0,0,0,2022-04-10,0,Leeds United,0,0,0,0,False
Jack Butland,GK,Crystal Palace,0,0,0,2022-05-22,0,Manchester United,0,0,0,0,True
Jack Butland,GK,Crystal Palace,0,0,0,2021-09-11,0,Tottenham,0,0,0,0,True
Jack Butland,GK,Crystal Palace,0,1,0,2022-05-07,90,Watford,0,0,1,6,True
Jack Butland,GK,Crystal Palace,0,0,0,2022-04-30,0,Southampton,0,0,0,0,False
Jack Butland,GK,Crystal Palace,0,0,0,2022-04-20,0,Newcastle United,0,0,0,0,False
Jack Butland,GK,Crystal Palace,0,0,0,2022-04-25,0,Leicester City,0,0,0,0,True
Jack Butland,GK,Crystal Palace,0,0,0,2021-09-18,0,Liverpool,0,0,0,0,False
Jack Butland,GK,Crystal Palace,0,0,0,2021-09-27,0,Brighton,0,0,0,0,True
Jack Butland,GK,Crystal Palace,0,0,0,2021-10-03,0,Leeds United,0,0,0,0,True
Jack Butland,GK,Crystal Palace,0,0,0,2021-10-18,0,Arsenal,0,0,0,0,False
Jack Butland,GK,Crystal Palace,0,0,0,2021-10-23,0,Newcastle United,0,0,0,0,True
