name,position,team,xP,assists,bonus,fixture,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,total_points,was_home,yellow_cards
Raúl Jiménez,FWD,Wolves,1.9,0,0,5,0,5.9,90,Leeds United,0,0,2,False,0
Raúl Jiménez,FWD,Wolves,4.5,0,3,100,1,8.5,89,Everton,0,0,9,True,0
Raúl Jiménez,FWD,Wolves,4.2,0,0,105,0,4.7,90,Crystal Palace,0,0,2,False,0
Raúl Jiménez,FWD,Wolves,5.5,0,2,120,1,5.9,90,West Ham,0,0,8,True,0
Raúl Jiménez,FWD,Wolves,5.7,0,0,130,0,2.3,90,Norwich,0,0,2,False,0
Raúl Jiménez,FWD,Wolves,4.0,0,0,137,0,3.5,90,Burnley,0,0,2,True,0
Raúl Jiménez,FWD,Wolves,2.2,0,0,150,0,2.4,90,Liverpool,0,0,1,True,1
Raúl Jiménez,FWD,Wolves,1.2,0,0,159,0,0.7,46,Manchester City,0,1,-2,False,0
Raúl Jiménez,FWD,Wolves,0.0,0,0,163,0,0.0,0,Brighton,0,0,0,False,0
Raúl Jiménez,FWD,Wolves,0.9,0,0,180,0,2.8,88,Chelsea,0,0,2,True,0
Raúl Jiménez,FWD,Wolves,1.0,0,0,17,0,13.8,90,Tottenham,0,0,1,True,1
Raúl Jiménez,FWD,Wolves,0.8,0,0,208,0,5.5,80,Manchester United,0,0,2,False,0
Raúl Jiménez,FWD,Wolves,3.5,0,0,220,1,7.8,79,Southampton,0,0,5,True,1
Raúl Jiménez,FWD,Wolves,2.5,0,0,222,0,0.0,0,Brentford,0,0,0,False,0
Raúl Jiménez,FWD,Wolves,1.8,0,0,236,0,6.8,90,Arsenal,0,0,2,True,0
Raúl Jiménez,FWD,Wolves,2.7,0,0,249,1,11.6,85,Tottenham,0,0,6,False,0
Raúl Jiménez,FWD,Wolves,7.5,1,0,260,0,4.8,90,Leeds United,0,0,5,True,0
Raúl Jiménez,FWD,Wolves,7.5,0,0,191,0,1.0,90,Arsenal,0,0,1,False,1
Raúl Jiménez,FWD,Wolves,3.0,0,0,270,0,1.2,9,West Ham,0,0,1,False,0
Raúl Jiménez,FWD,Wolves,8.3,0,0,280,0,0.3,27,Crystal Palace,0,0,1,True,0
Raúl Jiménez,FWD,Wolves,8.3,0,2,190,1,6.7,70,Watford,0,0,8,True,0
Raúl Jiménez,FWD,Wolves,3.5,0,0,286,0,5.2,87,Everton,0,0,2,False,0
Raúl Jiménez,FWD,Wolves,1.2,0,0,30,0,10.1,90,Manchester United,0,0,2,True,0
Raúl Jiménez,FWD,Wolves,2.8,0,0,300,0,1.3,52,Leicester City,0,1,-2,True,0
Raúl Jiménez,FWD,Wolves,0.0,0,0,310,0,0.0,0,Aston Villa,0,0,0,True,0
Raúl Jiménez,FWD,Wolves,0.0,0,0,317,0,0.0,0,Newcastle United,0,0,0,False,0
Raúl Jiménez,FWD,Wolves,1.2,0,0,334,0,6.6,90,Burnley,0,0,2,False,0
Raúl Jiménez,FWD,Wolves,1.0,0,0,350,0,0.4,45,Brighton,0,0,1,True,0
Raúl Jiménez,FWD,Wolves,2.1,0,0,355,0,1.2,90,Chelsea,0,0,2,False,0
Raúl Jiménez,FWD,Wolves,2.1,0,0,330,0,3.1,71,Manchester City,0,0,2,True,0
Raúl Jiménez,FWD,Wolves,2.3,0,0,370,0,5.3,90,Norwich,0,0,2,True,0
Raúl Jiménez,FWD,Wolves,1.3,1,0,378,0,0.0,90,Liverpool,0,0,5,False,0
Raúl Jiménez,FWD,Wolves,1.8,0,0,40,0,4.3,90,Watford,0,0,1,False,1
Raúl Jiménez,FWD,Wolves,2.0,0,0,50,0,4.8,90,Brentford,0,0,2,True,0
Raúl Jiménez,FWD,Wolves,3.2,0,2,59,1,12.6,90,Southampton,0,0,8,False,0
Raúl Jiménez,FWD,Wolves,5.7,2,2,70,0,8.5,90,Newcastle United,0,0,10,True,0
Raúl Jiménez,FWD,Wolves,6.3,0,0,72,0,0.1,2,Aston Villa,0,0,1,False,0
Raúl Jiménez,FWD,Wolves,6.0,1,0,87,0,5.6,90,Leicester City,0,0,5,False,0
