name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,red_cards,total_points,was_home,yellow_cards
Joachim Andersen,DEF,Crystal Palace,1.2,0,0,0,3,1,0,1.0,33,Chelsea,0,0,0,1,False,0
Joachim Andersen,DEF,Crystal Palace,1.0,0,0,1,95,0,0,1.5,90,Manchester City,0,0,0,6,False,0
Joachim Andersen,DEF,Crystal Palace,3.5,0,0,1,105,0,0,1.3,90,Wolverhampton,0,0,0,6,True,0
Joachim Andersen,DEF,Crystal Palace,6.0,2,2,0,112,3,0,9.0,90,Burnley,0,0,0,9,False,0
Joachim Andersen,DEF,Crystal Palace,5.2,0,0,0,126,0,0,0.0,0,Aston Villa,0,0,0,0,True,0
Joachim Andersen,DEF,Crystal Palace,0.0,0,0,0,133,0,0,0.0,0,Leicester City,0,0,0,0,False,0
Joachim Andersen,DEF,Crystal Palace,0.9,0,0,0,144,0,0,0.0,0,Manchester United,0,0,0,0,False,0
Joachim Andersen,DEF,Crystal Palace,1.4,0,0,0,156,0,0,0.0,0,Everton,0,0,0,0,True,0
Joachim Andersen,DEF,Crystal Palace,1.7,0,0,0,165,0,0,0.1,9,Southampton,0,0,0,1,True,0
Joachim Andersen,DEF,Crystal Palace,-0.1,0,0,0,188,3,0,2.4,90,Tottenham,0,0,0,1,False,0
Joachim Andersen,DEF,Crystal Palace,3.5,0,0,1,13,0,0,1.4,90,Brentford,0,0,0,5,True,1
Joachim Andersen,DEF,Crystal Palace,2.1,0,0,1,194,0,0,3.3,82,Norwich,0,0,0,6,True,0
Joachim Andersen,DEF,Crystal Palace,1.7,0,0,0,204,3,0,1.5,90,West Ham,0,0,0,1,True,0
Joachim Andersen,DEF,Crystal Palace,2.0,0,0,0,212,1,0,0.5,90,Brighton,1,0,0,0,False,0
Joachim Andersen,DEF,Crystal Palace,-0.5,0,0,0,224,3,0,4.0,90,Liverpool,0,0,0,1,True,0
Joachim Andersen,DEF,Crystal Palace,1.5,0,0,0,234,1,0,2.5,90,Norwich,0,0,0,2,False,0
Joachim Andersen,DEF,Crystal Palace,4.5,0,3,1,241,0,0,6.1,90,Brentford,0,0,0,9,False,0
Joachim Andersen,DEF,Crystal Palace,7.1,0,0,0,254,1,0,2.5,90,Chelsea,0,0,0,2,True,0
Joachim Andersen,DEF,Crystal Palace,7.1,0,0,0,178,1,0,2.9,90,Watford,0,0,0,2,False,0
Joachim Andersen,DEF,Crystal Palace,3.9,0,0,0,265,1,0,1.4,90,Burnley,0,0,0,2,True,0
Joachim Andersen,DEF,Crystal Palace,3.3,0,0,1,280,0,0,4.3,90,Wolverhampton,0,0,0,6,False,0
Joachim Andersen,DEF,Crystal Palace,2.6,0,0,1,285,0,0,2.2,90,Manchester City,0,0,0,6,True,0
Joachim Andersen,DEF,Crystal Palace,1.8,0,0,0,28,2,0,5.7,90,West Ham,0,0,0,1,False,0
Joachim Andersen,DEF,Crystal Palace,10.0,2,3,1,304,0,0,8.0,90,Arsenal,0,0,0,15,True,0
Joachim Andersen,DEF,Crystal Palace,7.3,0,0,0,315,2,0,3.9,90,Leeds United,0,0,0,1,False,0
Joachim Andersen,DEF,Crystal Palace,6.0,0,0,0,296,1,0,3.3,90,Newcastle United,0,0,0,2,False,0
Joachim Andersen,DEF,Crystal Palace,5.8,0,0,1,336,0,0,1.5,90,Leicester City,0,0,0,5,True,1
Joachim Andersen,DEF,Crystal Palace,5.0,0,0,0,346,1,0,2.8,90,Southampton,0,0,0,2,False,0
Joachim Andersen,DEF,Crystal Palace,4.7,0,2,1,356,0,0,2.9,90,Watford,0,0,0,8,True,0
Joachim Andersen,DEF,Crystal Palace,7.1,0,0,0,361,1,0,8.8,90,Aston Villa,0,0,0,2,False,0
Joachim Andersen,DEF,Crystal Palace,7.1,0,0,0,322,3,0,1.5,90,Everton,0,0,0,1,False,0
Joachim Andersen,DEF,Crystal Palace,4.0,0,3,1,376,0,0,0.0,90,Manchester United,0,0,0,9,True,0
Joachim Andersen,DEF,Crystal Palace,3.8,0,1,1,34,0,0,1.7,90,Tottenham,0,0,0,7,True,0
Joachim Andersen,DEF,Crystal Palace,3.0,0,0,0,44,3,0,1.8,90,Liverpool,0,0,0,1,False,0
Joachim Andersen,DEF,Crystal Palace,3.3,0,0,0,54,1,0,3.4,90,Brighton,0,0,0,2,True,0
Joachim Andersen,DEF,Crystal Palace,2.5,0,0,0,64,2,0,1.7,90,Leeds United,0,0,0,0,True,1
Joachim Andersen,DEF,Crystal Palace,0.5,0,0,0,71,2,0,1.6,90,Arsenal,0,0,0,1,False,0
Joachim Andersen,DEF,Crystal Palace,1.5,0,0,0,85,1,0,2.1,90,Newcastle United,0,0,0,1,True,1
