name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Joshua King,FWD,Watford,0,2.6,2021-12-01,90,Chelsea,2,True
Joshua King,FWD,Watford,0,6.3,2021-10-30,90,Southampton,2,True
Joshua King,FWD,Watford,0,3.2,2021-12-04,90,Manchester City,1,True
Joshua King,FWD,Watford,0,5.7,2021-11-07,90,Arsenal,1,False
Joshua King,FWD,Watford,0,4.0,2021-12-10,90,Brentford,2,False
Joshua King,FWD,Watford,0,0.0,2021-08-14,0,Aston Villa,0,True
Joshua King,FWD,Watford,0,15.5,2021-11-20,90,Manchester United,6,True
Joshua King,FWD,Watford,0,4.8,2021-08-21,25,Brighton,1,False
Joshua King,FWD,Watford,0,9.6,2021-11-28,90,Leeds United,6,False
Joshua King,FWD,Watford,0,7.9,2021-12-28,90,West Ham,5,True
Joshua King,FWD,Watford,0,3.3,2022-01-21,90,Norwich,2,True
Joshua King,FWD,Watford,0,8.5,2022-02-05,90,Burnley,1,False
Joshua King,FWD,Watford,0,2.6,2022-02-08,90,West Ham,2,False
Joshua King,FWD,Watford,0,2.0,2022-02-12,90,Brighton,2,True
Joshua King,FWD,Watford,0,4.4,2022-02-19,90,Aston Villa,2,False
Joshua King,FWD,Watford,0,1.0,2022-02-23,50,Crystal Palace,1,True
Joshua King,FWD,Watford,0,3.3,2021-08-29,64,Tottenham,2,False
Joshua King,FWD,Watford,0,1.7,2022-03-13,3,Southampton,1,False
Joshua King,FWD,Watford,0,0.0,2022-03-06,0,Arsenal,0,True
Joshua King,FWD,Watford,0,2.2,2022-03-10,45,Wolverhampton,1,False
Joshua King,FWD,Watford,0,4.6,2022-01-01,90,Tottenham,2,True
Joshua King,FWD,Watford,0,7.7,2022-01-15,90,Newcastle United,2,False
Joshua King,FWD,Watford,0,4.1,2022-02-26,62,Manchester United,2,False
Joshua King,FWD,Watford,0,0.1,2022-04-02,12,Liverpool,1,False
Joshua King,FWD,Watford,0,0.0,2022-04-09,9,Leicester City,1,True
Joshua King,FWD,Watford,0,0.5,2022-05-07,90,Crystal Palace,1,False
Joshua King,FWD,Watford,0,0.0,2022-05-11,0,Everton,0,True
Joshua King,FWD,Watford,0,0.0,2022-05-22,71,Chelsea,2,False
Joshua King,FWD,Watford,0,2.6,2021-09-11,52,Wolverhampton,1,True
Joshua King,FWD,Watford,0,2.1,2022-04-16,6,Brentford,1,True
Joshua King,FWD,Watford,0,2.0,2022-04-23,90,Manchester City,2,False
Joshua King,FWD,Watford,0,0.0,2022-04-30,0,Burnley,0,True
Joshua King,FWD,Watford,2,8.5,2021-09-18,90,Norwich,10,False
Joshua King,FWD,Watford,0,7.3,2021-09-25,90,Newcastle United,5,True
Joshua King,FWD,Watford,0,0.2,2021-10-02,45,Leicester City,1,False
Joshua King,FWD,Watford,0,0.0,2021-10-16,0,Liverpool,0,True
Joshua King,FWD,Watford,3,24.1,2021-10-23,90,Everton,16,False
Joshua King,FWD,Watford,0,0.0,2022-05-15,0,Leeds United,0,True
