name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Adam Armstrong,FWD,Southampton,0,7.4,2021-08-14,90,Everton,6,False
Adam Armstrong,FWD,Southampton,0,7.5,2021-10-30,90,Watford,5,False
Adam Armstrong,FWD,Southampton,3,6.2,2021-11-05,80,Aston Villa,9,True
Adam Armstrong,FWD,Southampton,0,11.6,2021-11-20,90,Norwich,5,False
Adam Armstrong,FWD,Southampton,0,10.2,2021-11-27,90,Liverpool,2,False
Adam Armstrong,FWD,Southampton,0,5.5,2021-12-01,73,Leeds United,2,True
Adam Armstrong,FWD,Southampton,0,0.0,2021-12-04,9,Brighton,1,True
Adam Armstrong,FWD,Southampton,0,3.1,2021-12-11,42,Arsenal,1,False
Adam Armstrong,FWD,Southampton,0,0.0,2021-12-15,0,Crystal Palace,0,False
Adam Armstrong,FWD,Southampton,0,0.0,2021-12-26,0,West Ham,0,False
Adam Armstrong,FWD,Southampton,0,4.3,2021-08-22,90,Manchester United,2,True
Adam Armstrong,FWD,Southampton,0,0.5,2021-12-28,82,Tottenham,1,True
Adam Armstrong,FWD,Southampton,0,2.5,2022-01-11,12,Brentford,1,True
Adam Armstrong,FWD,Southampton,0,0.1,2022-01-15,12,Wolverhampton,1,False
Adam Armstrong,FWD,Southampton,0,0.0,2022-01-22,0,Manchester City,0,True
Adam Armstrong,FWD,Southampton,0,0.0,2022-02-09,0,Tottenham,0,False
Adam Armstrong,FWD,Southampton,0,0.0,2022-02-12,0,Manchester United,0,False
Adam Armstrong,FWD,Southampton,0,0.0,2022-02-19,1,Everton,1,True
Adam Armstrong,FWD,Southampton,0,0.0,2022-02-25,0,Norwich,0,True
Adam Armstrong,FWD,Southampton,0,0.0,2022-03-05,0,Aston Villa,0,False
Adam Armstrong,FWD,Southampton,0,0.6,2022-03-10,17,Newcastle United,1,True
Adam Armstrong,FWD,Southampton,0,0.0,2022-03-13,0,Watford,0,True
Adam Armstrong,FWD,Southampton,0,7.7,2021-08-28,90,Newcastle United,5,False
Adam Armstrong,FWD,Southampton,0,0.0,2022-04-02,0,Leicester City,0,False
Adam Armstrong,FWD,Southampton,0,1.5,2022-04-09,45,Chelsea,1,True
Adam Armstrong,FWD,Southampton,0,0.0,2022-04-16,0,Arsenal,0,True
Adam Armstrong,FWD,Southampton,0,0.0,2022-04-21,0,Burnley,0,False
Adam Armstrong,FWD,Southampton,0,0.0,2022-04-24,0,Brighton,0,False
Adam Armstrong,FWD,Southampton,0,0.0,2022-04-30,0,Crystal Palace,0,True
Adam Armstrong,FWD,Southampton,0,1.8,2022-05-07,90,Brentford,2,False
Adam Armstrong,FWD,Southampton,0,0.0,2022-05-17,0,Liverpool,0,True
Adam Armstrong,FWD,Southampton,0,0.0,2022-05-22,62,Leeds United,2,False
Adam Armstrong,FWD,Southampton,0,3.5,2021-09-11,73,West Ham,2,True
Adam Armstrong,FWD,Southampton,0,8.8,2021-09-18,90,Manchester City,2,False
Adam Armstrong,FWD,Southampton,0,5.9,2021-09-26,90,Wolverhampton,2,True
Adam Armstrong,FWD,Southampton,0,2.5,2021-10-02,90,Chelsea,2,False
Adam Armstrong,FWD,Southampton,0,0.0,2021-10-16,0,Leicester City,0,True
Adam Armstrong,FWD,Southampton,0,0.1,2021-10-23,1,Burnley,1,True
