name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Patson Daka,FWD,Leicester,0,0.0,2022-03-20,4,Brentford,1,True
Patson Daka,FWD,Leicester,0,0.0,2021-12-26,0,Manchester City,0,False
Patson Daka,FWD,Leicester,0,0.0,2021-12-28,0,Liverpool,0,True
Patson Daka,FWD,Leicester,0,0.1,2021-08-23,26,West Ham,1,False
Patson Daka,FWD,Leicester,0,0.0,2021-08-14,0,Wolverhampton,0,True
Patson Daka,FWD,Leicester,1,8.6,2021-12-12,90,Newcastle United,10,True
Patson Daka,FWD,Leicester,0,0.0,2021-08-28,0,Norwich,0,False
Patson Daka,FWD,Leicester,0,0.0,2022-02-10,59,Liverpool,1,False
Patson Daka,FWD,Leicester,0,0.0,2021-11-28,0,Watford,0,True
Patson Daka,FWD,Leicester,0,0.0,2021-12-01,15,Southampton,1,False
Patson Daka,FWD,Leicester,0,0.4,2021-10-30,20,Arsenal,1,True
Patson Daka,FWD,Leicester,0,0.0,2021-11-20,0,Chelsea,0,True
Patson Daka,FWD,Leicester,0,8.5,2021-12-05,77,Aston Villa,5,False
Patson Daka,FWD,Leicester,0,0.0,2021-11-07,0,Leicester City,0,False
Patson Daka,FWD,Leicester,0,2.6,2022-02-13,90,West Ham,2,True
Patson Daka,FWD,Leicester,3,7.8,2022-01-23,90,Brighton,9,True
Patson Daka,FWD,Leicester,0,6.4,2022-03-01,71,Burnley,2,False
Patson Daka,FWD,Leicester,0,0.0,2022-03-13,16,Arsenal,0,False
Patson Daka,FWD,Leicester,0,0.0,2022-03-05,0,Leicester City,0,True
Patson Daka,FWD,Leicester,0,5.1,2022-02-20,72,Wolverhampton,2,False
Patson Daka,FWD,Leicester,0,8.5,2022-01-19,74,Tottenham,6,True
Patson Daka,FWD,Leicester,0,1.5,2022-04-10,75,Crystal Palace,2,True
Patson Daka,FWD,Leicester,0,0.2,2022-04-02,1,Manchester United,1,False
Patson Daka,FWD,Leicester,0,0.0,2021-09-19,0,Brighton,0,False
Patson Daka,FWD,Leicester,0,0.0,2021-09-11,0,Manchester City,0,True
Patson Daka,FWD,Leicester,0,0.0,2021-09-25,0,Burnley,0,True
Patson Daka,FWD,Leicester,0,0.0,2021-10-03,0,Crystal Palace,0,False
Patson Daka,FWD,Leicester,0,0.0,2022-05-22,0,Southampton,0,True
Patson Daka,FWD,Leicester,1,12.5,2021-10-16,13,Manchester United,6,True
Patson Daka,FWD,Leicester,0,6.7,2021-10-24,45,Brentford,4,False
Patson Daka,FWD,Leicester,0,4.2,2022-05-01,66,Tottenham,2,False
Patson Daka,FWD,Leicester,0,0.7,2022-04-17,77,Newcastle United,2,False
Patson Daka,FWD,Leicester,0,2.7,2022-04-20,13,Everton,0,False
Patson Daka,FWD,Leicester,0,2.5,2022-04-23,70,Aston Villa,2,True
Patson Daka,FWD,Leicester,0,2.3,2022-05-15,9,Watford,1,False
Patson Daka,FWD,Leicester,0,0.0,2022-05-19,0,Chelsea,0,False
Patson Daka,FWD,Leicester,3,9.6,2022-05-08,79,Everton,9,True
Patson Daka,FWD,Leicester,0,0.0,2022-05-11,0,Norwich,0,True
