name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Samuel Kalu,MID,Watford,0,0,0,0.0,2022-01-21,0,Norwich,0,True
Samuel Kalu,MID,Watford,0,0,0,0.0,2022-02-05,0,Burnley,0,False
Samuel Kalu,MID,Watford,0,0,0,0.0,2022-02-08,0,West Ham,0,False
Samuel Kalu,MID,Watford,0,0,0,0.0,2022-02-12,0,Brighton,0,True
Samuel Kalu,MID,Watford,0,0,0,0.0,2022-02-19,0,Aston Villa,0,False
Samuel Kalu,MID,Watford,0,0,0,0.0,2022-02-23,0,Crystal Palace,0,True
Samuel Kalu,MID,Watford,0,0,0,0.0,2022-02-26,0,Manchester United,0,False
Samuel Kalu,MID,Watford,0,0,0,1.2,2022-03-06,1,Arsenal,1,True
Samuel Kalu,MID,Watford,0,0,1,0.1,2022-03-10,45,Wolverhampton,1,False
Samuel Kalu,MID,Watford,0,0,0,0.0,2022-03-13,0,Southampton,0,False
Samuel Kalu,MID,Watford,0,0,0,0.0,2022-04-02,0,Liverpool,0,False
Samuel Kalu,MID,Watford,0,0,0,0.0,2022-04-09,0,Leicester City,0,True
Samuel Kalu,MID,Watford,0,0,0,0.0,2022-04-16,0,Brentford,0,True
Samuel Kalu,MID,Watford,0,0,0,0.0,2022-04-23,0,Manchester City,0,False
Samuel Kalu,MID,Watford,0,0,0,0.0,2022-04-30,0,Burnley,0,True
Samuel Kalu,MID,Watford,0,0,0,0.0,2022-05-07,0,Crystal Palace,0,False
Samuel Kalu,MID,Watford,0,1,0,2.8,2022-05-11,85,Everton,3,True
Samuel Kalu,MID,Watford,0,0,5,3.7,2022-05-15,90,Leeds United,2,True
Samuel Kalu,MID,Watford,0,0,0,0.0,2022-05-22,0,Chelsea,0,False
