name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,total_points,was_home
Aaron Ramsdale,GK,Arsenal,0,0,1,2021-12-18,90,Leicester City,0,0,1,2,False
Aaron Ramsdale,GK,Arsenal,0,0,0,2022-03-19,0,Aston Villa,0,0,0,0,False
Aaron Ramsdale,GK,Arsenal,0,1,0,2021-12-26,90,Norwich,0,0,2,6,False
Aaron Ramsdale,GK,Arsenal,0,1,0,2021-12-15,90,West Ham,0,0,1,5,True
Aaron Ramsdale,GK,Arsenal,0,0,0,2021-08-22,0,Chelsea,0,0,0,0,True
Aaron Ramsdale,GK,Arsenal,3,1,0,2021-12-11,90,Southampton,0,0,6,11,True
Aaron Ramsdale,GK,Arsenal,0,0,0,2021-08-28,0,Manchester City,0,0,0,0,False
Aaron Ramsdale,GK,Arsenal,0,1,0,2021-11-27,90,Newcastle United,0,0,5,7,True
Aaron Ramsdale,GK,Arsenal,2,1,0,2022-02-10,90,Wolverhampton,0,0,4,9,False
Aaron Ramsdale,GK,Arsenal,0,0,3,2021-12-02,90,Manchester United,0,0,7,3,False
Aaron Ramsdale,GK,Arsenal,0,0,2,2021-12-06,90,Everton,0,0,3,2,False
Aaron Ramsdale,GK,Arsenal,2,1,0,2021-10-30,90,Leeds United,0,0,8,10,False
Aaron Ramsdale,GK,Arsenal,1,1,0,2021-11-07,90,Watford,0,0,1,7,True
Aaron Ramsdale,GK,Arsenal,0,0,4,2021-11-20,90,Liverpool,0,0,5,1,False
Aaron Ramsdale,GK,Arsenal,2,1,0,2022-01-23,90,Burnley,0,0,1,8,True
Aaron Ramsdale,GK,Arsenal,2,1,0,2022-03-13,90,Leeds United,0,0,3,9,True
Aaron Ramsdale,GK,Arsenal,0,0,2,2022-03-16,90,Liverpool,0,0,1,1,True
Aaron Ramsdale,GK,Arsenal,0,0,2,2022-01-01,90,Manchester City,0,0,0,1,True
Aaron Ramsdale,GK,Arsenal,0,0,2,2022-03-06,90,Watford,0,0,5,2,False
Aaron Ramsdale,GK,Arsenal,0,0,1,2022-02-19,90,Brentford,0,0,1,2,True
Aaron Ramsdale,GK,Arsenal,0,0,1,2022-02-24,90,Wolverhampton,0,0,1,2,True
Aaron Ramsdale,GK,Arsenal,0,0,3,2022-04-04,90,Crystal Palace,0,0,2,1,False
Aaron Ramsdale,GK,Arsenal,0,0,2,2022-04-09,90,Brighton,0,0,1,1,True
Aaron Ramsdale,GK,Arsenal,0,0,1,2022-05-01,90,West Ham,0,0,2,2,False
Aaron Ramsdale,GK,Arsenal,0,1,0,2021-09-11,90,Norwich,0,0,1,6,True
Aaron Ramsdale,GK,Arsenal,2,1,0,2021-09-18,90,Burnley,0,0,3,9,False
Aaron Ramsdale,GK,Arsenal,0,0,1,2022-04-16,90,Southampton,0,0,2,2,False
Aaron Ramsdale,GK,Arsenal,0,0,2,2022-04-20,90,Chelsea,0,0,0,1,False
Aaron Ramsdale,GK,Arsenal,0,0,1,2022-04-23,90,Manchester United,0,0,4,3,True
Aaron Ramsdale,GK,Arsenal,0,0,1,2022-05-22,90,Everton,0,0,1,2,True
Aaron Ramsdale,GK,Arsenal,0,0,1,2021-09-26,90,Tottenham,0,0,3,3,True
Aaron Ramsdale,GK,Arsenal,0,1,0,2021-10-02,90,Brighton,0,0,2,6,False
Aaron Ramsdale,GK,Arsenal,0,0,2,2021-10-18,90,Crystal Palace,0,0,4,2,True
Aaron Ramsdale,GK,Arsenal,0,0,1,2021-10-22,90,Aston Villa,0,0,3,3,True
Aaron Ramsdale,GK,Arsenal,0,0,1,2022-05-08,90,Leicester City,0,0,1,2,True
Aaron Ramsdale,GK,Arsenal,0,0,3,2022-05-12,90,Tottenham,0,0,3,2,False
Aaron Ramsdale,GKP,Arsenal,0,0,2,2022-05-16,90,Newcastle United,0,0,3,2,False
