name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,total_points,was_home
Alisson Ramses Becker,GK,Liverpool,0,1,0,2021-08-14,90,Norwich,0,0,3,7,False
Alisson Ramses Becker,GK,Liverpool,0,0,2,2021-10-30,90,Brighton,0,0,4,2,True
Alisson Ramses Becker,GK,Liverpool,0,0,3,2021-11-07,90,West Ham,1,0,1,-1,False
Alisson Ramses Becker,GK,Liverpool,1,1,0,2021-11-20,90,Arsenal,0,0,3,8,True
Alisson Ramses Becker,GK,Liverpool,0,1,0,2021-11-27,90,Southampton,0,0,3,7,True
Alisson Ramses Becker,GK,Liverpool,0,0,1,2021-12-01,90,Everton,0,0,1,2,False
Alisson Ramses Becker,GK,Liverpool,0,1,0,2021-12-04,90,Wolverhampton,0,0,1,6,False
Alisson Ramses Becker,GK,Liverpool,0,1,0,2021-12-11,90,Aston Villa,0,0,0,6,True
Alisson Ramses Becker,GK,Liverpool,0,0,1,2021-12-16,90,Newcastle United,0,0,1,2,True
Alisson Ramses Becker,GK,Liverpool,0,0,2,2021-12-19,90,Tottenham,0,0,3,2,False
Alisson Ramses Becker,GK,Liverpool,1,1,0,2021-08-21,90,Burnley,0,0,3,8,True
Alisson Ramses Becker,GK,Liverpool,0,0,1,2021-12-28,90,Leeds United,0,0,0,2,False
Alisson Ramses Becker,GK,Liverpool,0,0,0,2022-01-02,0,Chelsea,0,0,0,0,False
Alisson Ramses Becker,GK,Liverpool,0,1,0,2022-01-16,90,Brentford,0,0,1,6,True
Alisson Ramses Becker,GK,Liverpool,0,0,1,2022-01-23,90,Crystal Palace,0,0,4,3,False
Alisson Ramses Becker,GK,Liverpool,0,1,0,2022-02-10,90,Leeds United,0,0,1,6,True
Alisson Ramses Becker,GK,Liverpool,3,1,0,2022-02-13,90,Burnley,0,0,5,10,False
Alisson Ramses Becker,GK,Liverpool,0,0,1,2022-02-19,90,Norwich,0,0,0,5,True
Alisson Ramses Becker,GK,Liverpool,0,1,0,2022-02-23,90,Leicester City,0,0,2,6,True
Alisson Ramses Becker,GK,Liverpool,2,1,0,2022-03-05,90,West Ham,0,0,4,9,True
Alisson Ramses Becker,GK,Liverpool,2,1,0,2022-03-12,90,Brighton,0,0,3,9,False
Alisson Ramses Becker,GK,Liverpool,0,1,0,2022-03-16,90,Arsenal,0,0,2,6,False
Alisson Ramses Becker,GK,Liverpool,0,0,1,2021-08-28,90,Chelsea,0,0,2,2,True
Alisson Ramses Becker,GK,Liverpool,0,1,0,2022-04-02,90,Watford,0,0,2,6,True
Alisson Ramses Becker,GK,Liverpool,0,0,2,2022-04-10,90,Manchester City,0,0,2,1,False
Alisson Ramses Becker,GK,Liverpool,0,1,0,2022-04-19,90,Manchester United,0,0,1,6,True
Alisson Ramses Becker,GK,Liverpool,0,1,0,2022-04-24,90,Everton,0,0,1,6,True
Alisson Ramses Becker,GK,Liverpool,3,1,0,2022-04-30,90,Newcastle United,0,0,2,9,False
Alisson Ramses Becker,GK,Liverpool,0,0,1,2022-05-07,90,Tottenham,0,0,2,2,True
Alisson Ramses Becker,GK,Liverpool,0,0,1,2022-05-10,90,Aston Villa,0,0,3,3,False
Alisson Ramses Becker,GKP,Liverpool,0,0,1,2022-05-17,90,Southampton,0,0,1,2,False
Alisson Ramses Becker,GK,Liverpool,0,0,1,2022-05-22,90,Wolverhampton,0,0,4,3,True
Alisson Ramses Becker,GK,Liverpool,2,1,0,2021-09-12,90,Leicester City,0,0,4,9,False
Alisson Ramses Becker,GK,Liverpool,1,1,0,2021-09-18,90,Crystal Palace,0,0,2,7,True
Alisson Ramses Becker,GK,Liverpool,0,0,3,2021-09-25,90,Brentford,0,0,0,1,False
Alisson Ramses Becker,GK,Liverpool,0,0,2,2021-10-03,90,Manchester City,0,0,1,1,True
Alisson Ramses Becker,GK,Liverpool,0,0,0,2021-10-16,0,Watford,0,0,0,0,False
Alisson Ramses Becker,GK,Liverpool,0,1,0,2021-10-24,90,Manchester United,0,0,3,7,False
