name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,0.5,2021-12-26,15,,1,False
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,0.0,2021-12-15,0,,0,True
Jeffrey Schlupp,MID,Crystal Palace,0,1,0,2.8,2021-11-30,79,,3,False
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,0.6,2021-10-30,17,,1,False
Jeffrey Schlupp,MID,Crystal Palace,0,0,1,0.4,2021-12-05,90,,2,False
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,1.7,2021-12-12,17,,1,True
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,1.6,2021-11-06,10,,1,True
Jeffrey Schlupp,MID,Crystal Palace,0,0,2,0.6,2021-08-14,56,,1,False
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,1.9,2021-11-20,9,,1,False
Jeffrey Schlupp,MID,Crystal Palace,0,1,0,1.7,2021-08-21,67,,3,True
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,0.0,2021-11-27,0,,0,True
Jeffrey Schlupp,MID,Crystal Palace,0,1,0,15.3,2021-12-28,90,,8,True
Jeffrey Schlupp,MID,Crystal Palace,0,0,3,2.1,2022-01-23,90,,1,True
Jeffrey Schlupp,MID,Crystal Palace,0,0,1,3.8,2022-02-09,79,,2,False
Jeffrey Schlupp,MID,Crystal Palace,0,1,0,1.4,2022-02-12,90,,3,False
Jeffrey Schlupp,MID,Crystal Palace,0,0,1,3.1,2022-02-19,90,,2,True
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,0.0,2022-02-23,0,,0,False
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,0.1,2021-08-28,2,,1,False
Jeffrey Schlupp,MID,Crystal Palace,0,1,0,1.4,2022-03-14,90,,3,True
Jeffrey Schlupp,MID,Crystal Palace,0,1,0,4.2,2022-03-05,90,,6,False
Jeffrey Schlupp,MID,Crystal Palace,0,0,3,7.7,2022-01-01,90,,2,True
Jeffrey Schlupp,MID,Crystal Palace,0,0,1,6.3,2022-01-14,90,,5,False
Jeffrey Schlupp,MID,Crystal Palace,2,0,1,8.3,2022-02-26,83,,9,True
Jeffrey Schlupp,MID,Crystal Palace,0,1,0,0.7,2022-04-04,90,,3,True
Jeffrey Schlupp,MID,Crystal Palace,0,0,2,8.1,2022-04-10,90,,2,False
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,1.8,2022-05-07,27,,1,True
Jeffrey Schlupp,MID,Crystal Palace,0,1,0,0.0,2022-05-22,90,,3,True
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,0.0,2021-09-11,0,,0,True
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,7.3,2022-05-15,12,,6,False
Jeffrey Schlupp,MID,Crystal Palace,0,0,1,4.2,2022-05-19,73,,2,False
Jeffrey Schlupp,MID,Crystal Palace,0,0,1,2.2,2022-04-20,90,,2,False
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,3.3,2022-04-25,11,,1,True
Jeffrey Schlupp,MID,Crystal Palace,0,0,1,8.6,2022-04-30,73,,2,False
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,0.0,2021-09-18,0,,0,False
Jeffrey Schlupp,MID,Crystal Palace,0,0,1,0.0,2021-09-27,4,,1,True
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,7.8,2021-10-03,19,,6,True
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,0.0,2021-10-18,0,,0,False
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,0.9,2021-10-23,17,,1,True
