name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,total_points,was_home,yellow_cards
Jeff Hendrick,MID,Newcastle,0.4,0,0,0,9,0,0,0.0,0,West Ham,0,0,0,True,0
Jeff Hendrick,MID,Newcastle,-1.5,0,0,0,96,0,0,0.0,0,Chelsea,0,0,0,True,0
Jeff Hendrick,MID,Newcastle,-0.5,0,0,0,103,0,0,0.0,0,Brighton,0,0,0,False,0
Jeff Hendrick,MID,Newcastle,-0.5,0,0,0,116,0,0,0.0,0,Brentford,0,0,0,True,0
Jeff Hendrick,MID,Newcastle,-1.0,0,0,0,121,0,0,0.0,0,Arsenal,0,0,0,False,0
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,138,0,0,0.0,0,Norwich,0,0,0,True,0
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,145,0,0,0.0,0,Burnley,0,0,0,True,0
Jeff Hendrick,MID,Newcastle,-0.5,0,0,0,157,0,0,0.0,0,Leeds United,0,0,0,False,0
Jeff Hendrick,MID,Newcastle,-1.5,0,0,0,169,0,0,0.0,0,Liverpool,0,0,0,False,0
Jeff Hendrick,MID,Newcastle,-1.4,0,0,0,175,1,0,1.3,10,Manchester City,0,0,1,True,0
Jeff Hendrick,MID,Newcastle,-0.8,0,0,0,186,0,0,0.0,0,Manchester United,0,0,0,True,0
Jeff Hendrick,MID,Newcastle,-0.5,0,0,0,11,0,0,0.0,0,Aston Villa,0,0,0,False,0
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,216,0,0,0.0,0,Watford,0,0,0,True,0
Jeff Hendrick,MID,Newcastle,-0.5,0,0,0,226,0,0,0.0,0,Leicester City,0,0,0,False,0
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,239,0,0,0.0,0,Everton,0,0,0,True,0
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,247,0,0,0.0,0,Aston Villa,0,0,0,True,0
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,259,0,0,0.0,0,West Ham,0,0,0,False,0
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,262,0,0,0.0,0,Brentford,0,0,0,False,0
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,276,0,0,0.0,0,Brighton,0,0,0,True,0
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,209,0,0,0.0,0,Southampton,0,0,0,False,0
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,284,0,0,0.0,0,Chelsea,0,0,0,False,0
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,195,0,0,0.0,0,Everton,0,0,0,False,0
Jeff Hendrick,MID,Newcastle,-0.5,0,0,0,25,0,0,0.0,0,Southampton,0,0,0,True,0
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,308,0,0,0.0,0,Tottenham,0,0,0,False,0
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,317,0,0,0.0,0,Wolverhampton,0,0,0,True,0
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,325,0,0,0.0,0,Leeds United,0,0,0,True,0
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,296,0,0,0.0,0,Crystal Palace,0,0,0,True,0
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,340,0,0,0.0,0,Norwich,0,0,0,False,0
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,345,0,0,0.0,0,Liverpool,0,0,0,True,0
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,359,0,0,0.0,0,Manchester City,0,0,0,False,0
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,365,0,0,0.0,0,Arsenal,0,0,0,True,0
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,374,0,0,0.0,0,Burnley,0,0,0,False,0
Jeff Hendrick,MID,Newcastle,-0.8,0,0,0,38,1,0,0.0,5,Manchester United,0,0,1,False,0
Jeff Hendrick,MID,Newcastle,-0.3,0,0,0,46,0,0,0.0,0,Leicester City,0,0,0,True,0
Jeff Hendrick,MID,Newcastle,0.3,0,0,0,60,0,0,0.0,0,Watford,0,0,0,False,0
Jeff Hendrick,MID,Newcastle,1.3,0,0,0,70,1,1,4.7,54,Wolverhampton,0,0,6,False,0
Jeff Hendrick,MID,Newcastle,1.5,0,0,0,77,0,0,0.0,0,Tottenham,0,0,0,True,0
Jeff Hendrick,MID,Newcastle,1.0,0,0,0,85,0,0,0.0,0,Crystal Palace,0,0,0,False,0
