name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,total_points,was_home
Marc Cucurella,DEF,Brighton,0,0,2,4.2,2021-10-30,90,Liverpool,0,1,False
Marc Cucurella,DEF,Brighton,0,0,1,5.2,2021-11-06,90,Newcastle United,0,2,True
Marc Cucurella,DEF,Brighton,0,1,0,1.0,2021-11-20,63,Aston Villa,0,5,False
Marc Cucurella,DEF,Brighton,3,1,0,5.3,2021-11-27,90,Leicester City,0,9,True
Marc Cucurella,DEF,Brighton,0,0,1,4.2,2021-12-01,90,West Ham,0,2,False
Marc Cucurella,DEF,Brighton,0,0,1,4.6,2021-12-04,90,Southampton,0,2,False
Marc Cucurella,DEF,Brighton,0,0,1,3.8,2021-12-15,90,Wolverhampton,0,2,True
Marc Cucurella,DEF,Brighton,3,1,0,4.7,2021-12-26,90,Brentford,0,9,True
Marc Cucurella,DEF,Brighton,3,0,1,6.8,2021-12-29,90,Chelsea,0,8,False
Marc Cucurella,DEF,Brighton,0,0,2,2.9,2022-01-02,90,Everton,0,1,False
Marc Cucurella,DEF,Brighton,1,0,1,4.3,2022-01-14,90,Crystal Palace,0,3,True
Marc Cucurella,DEF,Brighton,0,0,1,6.9,2022-01-18,90,Chelsea,0,2,True
Marc Cucurella,DEF,Brighton,0,0,1,3.5,2022-01-23,90,Leeds United,0,2,False
Marc Cucurella,DEF,Brighton,0,1,0,4.8,2022-02-12,90,Watford,0,6,False
Marc Cucurella,DEF,Brighton,0,0,2,1.9,2022-02-15,90,Manchester United,0,1,False
Marc Cucurella,DEF,Brighton,0,0,3,5.5,2022-02-19,90,Burnley,0,1,True
Marc Cucurella,DEF,Brighton,0,0,2,3.6,2022-02-26,90,Aston Villa,0,0,True
Marc Cucurella,DEF,Brighton,0,0,2,4.6,2022-03-05,90,Newcastle United,0,1,False
Marc Cucurella,DEF,Brighton,0,0,2,3.2,2022-03-12,90,Liverpool,0,1,True
Marc Cucurella,DEF,Brighton,0,0,2,5.1,2022-03-16,90,Tottenham,0,1,True
Marc Cucurella,DEF,Brighton,2,1,0,8.3,2022-04-02,90,Norwich,0,8,True
Marc Cucurella,DEF,Brighton,0,0,1,2.4,2022-04-09,90,Arsenal,0,2,False
Marc Cucurella,DEF,Brighton,2,1,0,2.1,2022-04-16,90,Tottenham,0,8,False
Marc Cucurella,DEF,Brighton,0,0,3,2.9,2022-04-20,90,Manchester City,0,1,False
Marc Cucurella,DEF,Brighton,0,0,2,5.3,2022-04-24,90,Southampton,0,0,True
Marc Cucurella,DEF,Brighton,1,1,0,2.9,2022-04-30,90,Wolverhampton,0,6,False
Marc Cucurella,DEF,Brighton,0,1,0,9.6,2022-05-07,90,Manchester United,0,12,True
Marc Cucurella,DEF,Brighton,2,0,1,6.5,2022-05-15,90,Leicester City,0,4,False
Marc Cucurella,DEF,Brighton,0,0,1,0.0,2022-05-22,90,West Ham,0,2,True
Marc Cucurella,DEF,Brighton,1,1,0,2.3,2021-09-11,81,Brentford,0,7,False
Marc Cucurella,DEF,Brighton,0,0,1,4.1,2021-09-19,90,Leeds United,0,2,True
Marc Cucurella,DEF,Brighton,0,0,1,2.8,2021-09-27,90,Crystal Palace,0,1,False
Marc Cucurella,DEF,Brighton,3,1,0,8.0,2021-10-02,90,Arsenal,0,9,True
Marc Cucurella,DEF,Brighton,0,1,0,5.5,2021-10-16,65,Norwich,0,5,False
Marc Cucurella,DEF,Brighton,0,0,4,2.8,2021-10-23,90,Manchester City,0,0,True
