name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,total_points,was_home,yellow_cards
Tom Davies,MID,Everton,1.4,0,0,0,4,0,0,0.0,0,Southampton,0,0,0,True,0
Tom Davies,MID,Everton,2.8,0,0,0,100,0,0,0.0,0,Wolverhampton,0,0,0,False,0
Tom Davies,MID,Everton,2.5,0,0,0,106,0,0,3.4,30,Tottenham,0,0,1,True,0
Tom Davies,MID,Everton,0.0,0,0,0,115,0,0,0.0,0,Manchester City,0,0,0,False,0
Tom Davies,MID,Everton,0.0,0,0,0,122,0,0,0.0,0,Brentford,0,0,0,False,0
Tom Davies,MID,Everton,0.0,0,0,0,132,0,0,0.0,0,Liverpool,0,0,0,True,0
Tom Davies,MID,Everton,0.0,0,0,0,142,0,0,0.0,0,Arsenal,0,0,0,True,0
Tom Davies,MID,Everton,0.0,0,0,0,156,0,0,0.0,0,Crystal Palace,0,0,0,False,0
Tom Davies,MID,Everton,0.0,0,0,0,168,0,0,0.0,0,Chelsea,0,0,0,False,0
Tom Davies,MID,Everton,0.0,0,0,0,14,0,0,0.0,0,Leicester City,0,0,0,False,0
Tom Davies,MID,Everton,0.0,0,0,0,205,0,0,0.0,0,Brighton,0,0,0,True,0
Tom Davies,MID,Everton,0.0,0,0,0,217,0,0,0.0,0,Norwich,0,0,0,False,0
Tom Davies,MID,Everton,0.0,0,0,0,225,0,0,0.0,0,Aston Villa,0,0,0,True,0
Tom Davies,MID,Everton,0.0,0,0,0,239,0,0,0.0,0,Newcastle United,0,0,0,False,0
Tom Davies,MID,Everton,0.0,0,0,0,244,0,0,0.0,0,Leicester City,0,0,0,True,0
Tom Davies,MID,Everton,0.0,0,0,0,258,0,0,0.0,0,Southampton,0,0,0,False,0
Tom Davies,MID,Everton,0.0,0,0,0,266,0,0,0.0,0,Manchester City,0,0,0,True,0
Tom Davies,MID,Everton,0.0,0,0,0,278,0,0,0.0,0,Tottenham,0,0,0,False,0
Tom Davies,MID,Everton,0.0,0,0,0,286,0,0,0.0,0,Wolverhampton,0,0,0,True,0
Tom Davies,MID,Everton,0.0,0,0,0,195,0,0,0.0,0,Newcastle United,0,0,0,True,0
Tom Davies,MID,Everton,0.0,0,0,0,22,0,0,0.0,0,Brighton,0,0,0,False,0
Tom Davies,MID,Everton,0.0,0,0,0,309,0,0,0.0,0,West Ham,0,0,0,False,0
Tom Davies,MID,Everton,0.0,0,0,0,183,0,0,0.0,0,Burnley,0,0,0,False,0
Tom Davies,MID,Everton,0.0,0,0,0,314,0,0,0.0,0,Manchester United,0,0,0,True,0
Tom Davies,MID,Everton,0.0,0,0,0,172,0,0,0.0,0,Leeds United,0,0,0,True,0
Tom Davies,MID,Everton,0.0,0,0,0,338,0,0,0.0,0,Liverpool,0,0,0,False,0
Tom Davies,MID,Everton,0.0,0,0,0,342,0,0,0.0,0,Chelsea,0,0,0,True,0
Tom Davies,MID,Everton,-0.5,0,0,0,357,0,0,0.0,0,Leeds United,0,0,0,False,0
Tom Davies,MID,Everton,-0.5,0,0,0,299,0,0,0.0,0,Watford,0,0,0,False,0
Tom Davies,MID,Everton,-0.5,0,0,0,362,0,0,0.0,0,Brentford,0,0,0,True,0
Tom Davies,MID,Everton,-0.5,0,0,0,322,0,0,0.0,0,Crystal Palace,0,0,0,True,0
Tom Davies,MID,Everton,-0.9,0,0,0,371,4,0,0.0,76,Arsenal,0,0,1,False,1
Tom Davies,MID,Everton,0.5,0,0,0,35,0,0,0.0,0,Burnley,0,0,0,True,0
Tom Davies,MID,Everton,0.2,0,0,0,41,0,0,1.2,9,Aston Villa,0,0,1,False,0
Tom Davies,MID,Everton,1.7,0,0,0,55,0,0,1.0,7,Norwich,0,0,1,True,0
Tom Davies,MID,Everton,0.8,0,0,0,67,0,0,0.3,18,Manchester United,0,0,1,False,0
Tom Davies,MID,Everton,0.7,0,0,0,74,0,0,0.0,0,West Ham,0,0,0,True,0
Tom Davies,MID,Everton,3.2,0,0,0,86,5,1,9.1,90,Watford,0,0,7,True,0
