name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,total_points,was_home
Rob Holding,DEF,Arsenal,0,0,0,0.0,2021-12-18,0,Leicester City,0,0,False
Rob Holding,DEF,Arsenal,0,0,0,0.0,2022-03-19,4,Aston Villa,0,1,False
Rob Holding,DEF,Arsenal,0,1,0,1.9,2021-12-26,90,Norwich,0,6,False
Rob Holding,DEF,Arsenal,0,0,0,0.0,2021-12-15,0,West Ham,0,0,True
Rob Holding,DEF,Arsenal,0,0,0,0.0,2021-08-13,0,Brentford,0,0,False
Rob Holding,DEF,Arsenal,0,0,2,3.8,2021-08-22,90,Chelsea,0,0,True
Rob Holding,DEF,Arsenal,0,0,1,0.8,2022-01-01,27,Manchester City,0,0,True
Rob Holding,DEF,Arsenal,0,0,0,2.1,2021-12-11,21,Southampton,0,1,True
Rob Holding,DEF,Arsenal,0,0,5,3.6,2021-08-28,90,Manchester City,0,0,False
Rob Holding,DEF,Arsenal,0,0,0,0.0,2021-11-27,0,Newcastle United,0,0,True
Rob Holding,DEF,Arsenal,0,0,0,0.0,2021-10-30,0,Leeds United,0,0,False
Rob Holding,DEF,Arsenal,0,0,0,2.1,2022-02-10,19,Wolverhampton,0,1,False
Rob Holding,DEF,Arsenal,0,0,0,0.0,2021-12-02,0,Manchester United,0,0,False
Rob Holding,DEF,Arsenal,0,0,0,0.0,2021-12-06,0,Everton,0,0,False
Rob Holding,DEF,Arsenal,0,0,0,0.0,2021-11-20,0,Liverpool,0,0,False
Rob Holding,DEF,Arsenal,0,0,0,0.0,2021-11-07,0,Watford,0,0,True
Rob Holding,DEF,Arsenal,0,0,0,0.0,2022-05-16,0,Newcastle United,0,0,False
Rob Holding,DEF,Arsenal,0,1,0,1.9,2022-01-23,90,Burnley,0,6,True
Rob Holding,DEF,Arsenal,0,0,0,0.0,2022-03-13,0,Leeds United,0,0,True
Rob Holding,DEF,Arsenal,0,0,0,0.0,2022-03-16,0,Liverpool,0,0,True
Rob Holding,DEF,Arsenal,0,0,0,0.0,2022-04-09,0,Brighton,0,0,True
Rob Holding,DEF,Arsenal,0,0,0,0.0,2022-03-06,1,Watford,0,1,False
Rob Holding,DEF,Arsenal,0,0,0,0.0,2022-02-19,0,Brentford,0,0,True
Rob Holding,DEF,Arsenal,0,0,0,0.0,2022-02-24,0,Wolverhampton,0,0,True
Rob Holding,DEF,Arsenal,0,0,0,0.0,2022-04-04,0,Crystal Palace,0,0,False
Rob Holding,DEF,Arsenal,2,0,1,9.4,2022-05-01,90,West Ham,0,10,False
Rob Holding,DEF,Arsenal,0,0,0,0.8,2022-04-23,16,Manchester United,0,1,True
Rob Holding,DEF,Arsenal,0,0,0,0.0,2022-04-16,0,Southampton,0,0,False
Rob Holding,DEF,Arsenal,0,0,2,2.3,2022-04-20,90,Chelsea,0,1,False
Rob Holding,DEF,Arsenal,0,0,0,0.0,2021-09-11,0,Norwich,0,0,True
Rob Holding,DEF,Arsenal,0,0,0,0.0,2021-09-18,0,Burnley,0,0,False
Rob Holding,DEF,Arsenal,0,0,0,0.0,2021-09-26,0,Tottenham,0,0,True
Rob Holding,DEF,Arsenal,0,0,0,0.0,2021-10-02,0,Brighton,0,0,False
Rob Holding,DEF,Arsenal,0,0,0,0.0,2021-10-18,0,Crystal Palace,0,0,True
Rob Holding,DEF,Arsenal,0,0,0,0.0,2021-10-22,0,Aston Villa,0,0,True
Rob Holding,DEF,Arsenal,0,0,1,0.0,2022-05-22,90,Everton,0,2,True
Rob Holding,DEF,Arsenal,0,0,1,1.2,2022-05-08,90,Leicester City,0,2,True
Rob Holding,DEF,Arsenal,0,0,3,0.0,2022-05-12,32,Tottenham,0,-3,False
