name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,total_points,was_home
Ciaran Clark,DEF,Newcastle,0,0,4,5.6,2021-08-15,90,West Ham,0,0,True
Ciaran Clark,DEF,Newcastle,0,0,3,4.8,2021-10-30,90,Chelsea,0,1,True
Ciaran Clark,DEF,Newcastle,1,0,1,4.2,2021-11-06,90,Brighton,0,6,False
Ciaran Clark,DEF,Newcastle,0,0,3,3.1,2021-11-20,90,Brentford,0,1,True
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2021-11-27,0,Arsenal,0,0,False
Ciaran Clark,DEF,Newcastle,0,0,1,0.0,2021-11-30,8,Norwich,0,-2,True
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2021-12-04,0,Burnley,0,0,True
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2021-12-12,0,Leeds United,0,0,False
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2021-12-16,0,Liverpool,0,0,False
Ciaran Clark,DEF,Newcastle,0,0,4,0.8,2021-12-19,90,Manchester City,0,0,True
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2021-12-27,0,Manchester United,0,0,True
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2021-08-21,0,Aston Villa,0,0,False
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2022-01-15,0,Watford,0,0,True
Ciaran Clark,DEF,Newcastle,0,0,0,0.2,2022-01-22,21,Leicester City,0,1,False
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2022-02-08,0,Everton,0,0,True
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2022-02-13,0,Aston Villa,0,0,True
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2022-02-19,0,West Ham,0,0,False
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2022-02-26,0,Brentford,0,0,False
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2022-03-05,0,Brighton,0,0,True
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2022-03-10,0,Southampton,0,0,False
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2022-03-13,0,Chelsea,0,0,False
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2022-03-17,0,Everton,0,0,False
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2021-08-28,0,Southampton,0,0,True
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2022-04-03,0,Tottenham,0,0,False
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2022-04-08,0,Wolverhampton,0,0,True
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2022-04-17,0,Leeds United,0,0,True
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2022-04-20,0,Crystal Palace,0,0,True
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2022-04-23,0,Norwich,0,0,False
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2022-04-30,0,Liverpool,0,0,True
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2022-05-08,0,Manchester City,0,0,False
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2022-05-16,0,Arsenal,0,0,True
Ciaran Clark,DEF,Newcastle,0,0,0,0.0,2022-05-22,0,Burnley,0,0,False
Ciaran Clark,DEF,Newcastle,0,0,3,2.5,2021-09-11,83,Manchester United,0,1,False
Ciaran Clark,DEF,Newcastle,0,0,1,2.4,2021-09-17,90,Leicester City,0,2,True
Ciaran Clark,DEF,Newcastle,0,0,1,3.0,2021-09-25,90,Watford,0,2,False
Ciaran Clark,DEF,Newcastle,0,0,2,1.9,2021-10-02,90,Wolverhampton,0,0,False
Ciaran Clark,DEF,Newcastle,0,0,3,2.6,2021-10-17,90,Tottenham,0,0,True
Ciaran Clark,DEF,Newcastle,0,0,1,2.0,2021-10-23,90,Crystal Palace,0,2,False
