name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,minutes,opponent_team,own_goals,penalties_saved,red_cards,saves,total_points,was_home,yellow_cards
Will Norris,GK,Burnley,1.3,0,0,0,2,0,0,Brighton,0,0,0,0,0,True,0
Will Norris,GK,Burnley,-0.5,0,0,0,92,0,0,Brentford,0,0,0,0,0,True,0
Will Norris,GK,Burnley,-1.5,0,0,0,104,0,0,Chelsea,0,0,0,0,0,False,0
Will Norris,GK,Burnley,-0.5,0,0,0,112,0,0,Crystal Palace,0,0,0,0,0,True,0
Will Norris,GK,Burnley,-0.5,0,0,0,137,0,0,Wolverhampton,0,0,0,0,0,False,0
Will Norris,GK,Burnley,0.0,0,0,0,145,0,0,Newcastle United,0,0,0,0,0,False,0
Will Norris,GK,Burnley,-1.0,0,0,0,154,0,0,West Ham,0,0,0,0,0,True,0
Will Norris,GK,Burnley,-1.0,0,0,0,15,0,0,Liverpool,0,0,0,0,0,False,0
Will Norris,GK,Burnley,-1.0,0,0,0,198,0,0,Manchester United,0,0,0,0,0,False,0
Will Norris,GK,Burnley,-0.5,0,0,0,206,0,0,Leicester City,0,0,0,0,0,False,0
Will Norris,GK,Burnley,-1.0,0,0,0,221,0,0,Arsenal,0,0,0,0,0,False,0
Will Norris,GK,Burnley,-1.0,0,0,0,164,0,0,Watford,0,0,0,0,0,True,0
Will Norris,GK,Burnley,-1.0,0,0,0,233,0,0,Manchester United,0,0,0,0,0,True,0
Will Norris,GK,Burnley,-1.5,0,0,0,242,0,0,Liverpool,0,0,0,0,0,True,0
Will Norris,GK,Burnley,-1.5,0,0,0,253,0,0,Brighton,0,0,0,0,0,False,0
Will Norris,GK,Burnley,-1.5,0,0,0,124,0,0,Tottenham,0,0,0,0,0,True,0
Will Norris,GK,Burnley,-1.0,0,0,0,265,0,0,Crystal Palace,0,0,0,0,0,False,0
Will Norris,GK,Burnley,-1.0,0,0,0,213,0,0,Leeds United,0,0,0,0,0,True,0
Will Norris,GK,Burnley,-1.5,0,0,0,272,0,0,Chelsea,0,0,0,0,0,True,0
Will Norris,GK,Burnley,0.0,0,0,0,282,0,0,Brentford,0,0,0,0,0,False,0
Will Norris,GK,Burnley,-0.5,0,0,0,29,0,0,Leicester City,0,0,0,0,0,True,0
Will Norris,GK,Burnley,-1.5,0,0,0,302,0,0,Manchester City,0,0,0,0,0,True,0
Will Norris,GK,Burnley,-1.5,0,0,0,183,0,0,Everton,0,0,0,0,0,True,0
Will Norris,GK,Burnley,0.0,0,0,0,318,0,0,Norwich,0,0,0,0,0,False,0
Will Norris,GK,Burnley,-1.0,0,0,0,329,0,0,West Ham,0,0,0,0,0,False,0
Will Norris,GK,Burnley,-1.0,0,0,0,292,0,0,Southampton,0,0,0,0,0,True,0
Will Norris,GK,Burnley,-0.5,0,0,0,334,0,0,Wolverhampton,0,0,0,0,0,True,0
Will Norris,GK,Burnley,0.0,0,0,0,348,0,0,Watford,0,0,0,0,0,False,0
Will Norris,GK,Burnley,-0.5,0,0,0,354,0,0,Aston Villa,0,0,0,0,0,True,0
Will Norris,GKP,Burnley,-1.5,0,0,0,367,0,0,Tottenham,0,0,0,0,0,False,0
Will Norris,GKP,Burnley,-1.5,0,0,0,171,0,0,Aston Villa,0,0,0,0,0,False,0
Will Norris,GK,Burnley,-0.5,0,0,0,374,0,0,Newcastle United,0,0,0,0,0,True,0
Will Norris,GK,Burnley,-0.5,0,0,0,35,0,0,Everton,0,0,0,0,0,False,0
Will Norris,GK,Burnley,-1.0,0,0,0,43,0,0,Arsenal,0,0,0,0,0,True,0
Will Norris,GK,Burnley,-0.5,0,0,0,57,0,0,Leeds United,0,0,0,0,0,False,0
Will Norris,GK,Burnley,0.0,0,0,0,62,0,0,Norwich,0,0,0,0,0,True,0
Will Norris,GK,Burnley,-1.5,0,0,0,76,0,0,Manchester City,0,0,0,0,0,False,0
Will Norris,GK,Burnley,-0.5,0,0,0,89,0,0,Southampton,0,0,0,0,0,False,0
