name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Bamidele Alli,MID,Spurs,0,0,2,4.9,2021-12-19,80,Liverpool,2,True
Bamidele Alli,MID,Spurs,0,0,0,0.0,2021-12-26,0,Crystal Palace,0,True
Bamidele Alli,MID,Spurs,0,0,1,2.4,2021-12-28,61,Southampton,2,False
Bamidele Alli,MID,Spurs,1,1,0,8.5,2021-08-22,90,Wolverhampton,9,False
Bamidele Alli,MID,Spurs,0,1,0,1.5,2021-08-15,90,Manchester City,3,True
Bamidele Alli,MID,Spurs,0,1,0,3.3,2021-08-29,90,Watford,2,True
Bamidele Alli,MID,Spurs,0,0,1,0.5,2021-10-30,17,Manchester United,1,True
Bamidele Alli,MID,Spurs,0,0,0,0.0,2021-12-05,0,Norwich,0,True
Bamidele Alli,MID,Spurs,0,0,0,0.0,2021-11-21,2,Leicester City,1,True
Bamidele Alli,MID,Spurs,0,0,0,0.0,2021-12-02,0,Brentford,0,True
Bamidele Alli,MID,Everton,0,0,3,6.5,2022-02-08,65,Newcastle United,2,False
Bamidele Alli,MID,Spurs,0,0,0,0.0,2021-11-07,0,Everton,0,False
Bamidele Alli,MID,Everton,0,0,0,3.2,2022-02-12,18,Leicester City,1,True
Bamidele Alli,MID,Spurs,0,0,0,0.0,2022-01-23,0,Chelsea,0,False
Bamidele Alli,MID,Everton,0,0,1,2.1,2022-02-26,19,Manchester City,0,True
Bamidele Alli,MID,Spurs,0,0,0,0.0,2022-01-01,0,Watford,0,False
Bamidele Alli,MID,Everton,0,0,0,0.0,2022-03-13,31,Wolverhampton,1,True
Bamidele Alli,MID,Everton,0,0,0,0.0,2022-03-17,0,Newcastle United,0,True
Bamidele Alli,MID,Everton,0,0,0,1.0,2022-03-07,21,Tottenham,1,False
Bamidele Alli,MID,Everton,0,0,1,1.4,2022-02-19,15,Southampton,1,False
Bamidele Alli,MID,Spurs,0,0,0,0.0,2022-01-19,0,Leeds United,0,False
Bamidele Alli,MID,Everton,0,0,0,0.0,2022-04-09,0,Manchester United,0,True
Bamidele Alli,MID,Everton,0,0,0,0.0,2022-04-03,0,West Ham,0,False
Bamidele Alli,MID,Everton,0,0,0,0.0,2022-04-06,0,Burnley,0,False
Bamidele Alli,MID,Spurs,0,0,3,2.7,2021-09-19,90,Chelsea,2,True
Bamidele Alli,MID,Spurs,0,0,3,1.4,2021-09-11,90,Crystal Palace,2,False
Bamidele Alli,MID,Everton,0,0,0,0.0,2022-05-15,0,Brentford,0,True
Bamidele Alli,MID,Everton,0,0,0,2.1,2022-05-19,45,Crystal Palace,1,True
Bamidele Alli,MID,Spurs,0,0,3,0.5,2021-09-26,45,Arsenal,1,False
Bamidele Alli,MID,Spurs,0,0,0,0.0,2021-10-03,0,Aston Villa,0,True
Bamidele Alli,MID,Spurs,0,0,0,0.0,2021-10-17,0,Newcastle United,0,False
Bamidele Alli,MID,Spurs,0,0,0,0.0,2021-10-24,0,West Ham,0,False
Bamidele Alli,MID,Everton,0,0,4,0.0,2022-05-22,66,Arsenal,2,False
Bamidele Alli,MID,Everton,0,0,0,0.2,2022-05-01,1,Chelsea,1,True
Bamidele Alli,MID,Everton,0,0,1,0.6,2022-04-24,17,Liverpool,0,False
Bamidele Alli,MID,Everton,0,0,0,0.8,2022-04-20,32,Leeds United,0,True
Bamidele Alli,MID,Everton,0,0,0,0.0,2022-05-08,0,Leeds United,0,False
Bamidele Alli,MID,Everton,0,0,0,0.0,2022-05-11,0,Watford,0,False
