name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Ivan Toney,FWD,Brentford,0,2.6,2021-08-13,90,Arsenal,2,True
Ivan Toney,FWD,Brentford,0,4.3,2021-10-30,90,Burnley,2,False
Ivan Toney,FWD,Brentford,0,3.4,2021-11-06,90,Norwich,1,True
Ivan Toney,FWD,Brentford,0,10.2,2021-11-20,90,Newcastle United,6,False
Ivan Toney,FWD,Brentford,3,7.3,2021-11-28,90,Everton,9,True
Ivan Toney,FWD,Brentford,0,8.0,2021-12-02,90,Tottenham,2,False
Ivan Toney,FWD,Brentford,0,0.0,2021-12-05,0,Leicester City,0,False
Ivan Toney,FWD,Brentford,0,0.0,2021-12-10,0,Watford,0,True
Ivan Toney,FWD,Brentford,0,8.2,2021-12-26,90,Brighton,1,False
Ivan Toney,FWD,Brentford,0,7.2,2021-08-21,90,Crystal Palace,2,False
Ivan Toney,FWD,Brentford,0,1.5,2021-12-29,90,Manchester City,2,True
Ivan Toney,FWD,Brentford,0,1.6,2022-01-02,90,Aston Villa,1,True
Ivan Toney,FWD,Brentford,0,6.3,2022-01-11,90,Southampton,1,False
Ivan Toney,FWD,Brentford,0,6.0,2022-01-16,90,Liverpool,2,False
Ivan Toney,FWD,Brentford,2,16.3,2022-01-19,90,Manchester United,8,True
Ivan Toney,FWD,Brentford,1,10.9,2022-01-22,90,Wolverhampton,7,True
Ivan Toney,FWD,Brentford,0,0.0,2022-02-09,0,Manchester City,0,False
Ivan Toney,FWD,Brentford,0,0.0,2022-02-12,0,Crystal Palace,0,True
Ivan Toney,FWD,Brentford,0,0.0,2022-02-19,0,Arsenal,0,False
Ivan Toney,FWD,Brentford,0,3.7,2022-02-26,28,Newcastle United,1,True
Ivan Toney,FWD,Brentford,3,18.6,2022-03-05,90,Norwich,17,False
Ivan Toney,FWD,Brentford,3,15.1,2022-03-12,90,Burnley,12,True
Ivan Toney,FWD,Brentford,1,7.9,2021-08-28,90,Aston Villa,6,False
Ivan Toney,FWD,Brentford,0,5.4,2022-03-20,90,Leeds United,2,False
Ivan Toney,FWD,Brentford,0,12.5,2022-04-02,90,Chelsea,5,False
Ivan Toney,FWD,Brentford,3,20.1,2022-04-10,90,West Ham,12,True
Ivan Toney,FWD,Brentford,0,5.2,2022-04-16,90,Watford,1,False
Ivan Toney,FWD,Brentford,0,7.5,2022-04-23,90,Tottenham,2,True
Ivan Toney,FWD,Brentford,0,5.6,2022-05-02,90,Manchester United,2,False
Ivan Toney,FWD,Brentford,0,11.4,2022-05-07,90,Southampton,5,True
Ivan Toney,FWD,Brentford,0,5.3,2022-05-15,90,Everton,2,False
Ivan Toney,FWD,Brentford,0,0.0,2022-05-22,90,Leicester City,1,True
Ivan Toney,FWD,Brentford,0,5.5,2021-09-11,90,Brighton,2,True
Ivan Toney,FWD,Brentford,3,11.3,2021-09-18,90,Wolverhampton,12,False
Ivan Toney,FWD,Brentford,0,7.5,2021-09-25,90,Liverpool,5,True
Ivan Toney,FWD,Brentford,0,6.4,2021-10-03,90,West Ham,2,False
Ivan Toney,FWD,Brentford,0,5.3,2021-10-16,90,Chelsea,2,True
Ivan Toney,FWD,Brentford,0,9.3,2021-10-24,90,Leeds United,2,True
