name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,red_cards,total_points,was_home,yellow_cards
Raphaël Varane,DEF,Man Utd,2.5,0,0,1,98,0,0,1.6,90,Tottenham,0,0,0,6,False,0
Raphaël Varane,DEF,Man Utd,0.0,0,0,0,108,0,0,0.0,0,Manchester City,0,0,0,0,True,0
Raphaël Varane,DEF,Man Utd,0.0,0,0,0,119,0,0,0.0,0,Watford,0,0,0,0,False,0
Raphaël Varane,DEF,Man Utd,0.0,0,0,0,125,0,0,0.0,0,Chelsea,0,0,0,0,False,0
Raphaël Varane,DEF,Man Utd,0.0,0,0,0,134,0,0,0.0,0,Arsenal,0,0,0,0,True,0
Raphaël Varane,DEF,Man Utd,0.0,0,0,0,144,0,0,0.0,0,Crystal Palace,0,0,0,0,True,0
Raphaël Varane,DEF,Man Utd,0.0,0,0,0,160,0,0,0.0,0,Norwich,0,0,0,0,False,0
Raphaël Varane,DEF,Man Utd,1.8,0,2,0,186,1,0,4.2,90,Newcastle United,0,0,0,4,False,0
Raphaël Varane,DEF,Man Utd,3.1,0,0,0,19,0,0,0.0,0,Southampton,0,0,0,0,False,0
Raphaël Varane,DEF,Man Utd,2.0,0,0,0,198,0,0,0.3,24,Burnley,0,0,0,1,True,0
Raphaël Varane,DEF,Man Utd,2.8,0,0,0,208,1,0,1.9,90,Wolverhampton,0,0,0,2,True,0
Raphaël Varane,DEF,Man Utd,5.0,0,0,0,211,2,0,1.5,90,Aston Villa,0,0,0,1,False,0
Raphaël Varane,DEF,Man Utd,5.0,0,0,0,162,1,0,4.7,90,Brentford,0,0,0,2,False,0
Raphaël Varane,DEF,Man Utd,3.7,0,2,1,228,0,0,1.8,90,West Ham,0,0,0,8,True,0
Raphaël Varane,DEF,Man Utd,4.2,0,0,0,233,1,0,5.5,90,Burnley,0,0,0,2,False,0
Raphaël Varane,DEF,Man Utd,6.6,0,0,0,246,1,0,0.9,90,Southampton,0,0,0,2,True,0
Raphaël Varane,DEF,Man Utd,6.6,0,0,0,174,0,0,0.0,0,Brighton,0,0,0,0,True,0
Raphaël Varane,DEF,Man Utd,1.7,0,0,0,255,0,0,0.0,5,Leicester City,0,0,0,1,False,0
Raphaël Varane,DEF,Man Utd,3.2,0,0,1,268,0,0,3.5,90,Watford,0,0,0,6,True,0
Raphaël Varane,DEF,Man Utd,1.3,0,0,0,275,0,0,0.0,0,Manchester City,0,0,0,0,False,0
Raphaël Varane,DEF,Man Utd,2.0,0,0,0,288,2,0,1.6,90,Tottenham,0,0,0,1,True,0
Raphaël Varane,DEF,Man Utd,6.5,1,3,1,30,0,0,4.7,90,Wolverhampton,0,0,0,12,False,0
Raphaël Varane,DEF,Man Utd,2.0,0,0,0,307,1,0,1.5,90,Leeds United,0,0,0,2,True,0
Raphaël Varane,DEF,Man Utd,0.0,0,0,0,314,0,0,0.0,0,Everton,0,0,0,0,False,0
Raphaël Varane,DEF,Man Utd,0.0,0,0,0,324,0,0,0.0,0,Norwich,0,0,0,0,True,0
Raphaël Varane,DEF,Man Utd,0.0,0,0,0,294,0,0,0.0,0,Liverpool,0,0,0,0,False,0
Raphaël Varane,DEF,Man Utd,1.6,0,0,0,331,3,0,2.0,90,Arsenal,0,0,0,1,False,0
Raphaël Varane,DEF,Man Utd,1.6,0,0,0,364,1,0,3.6,90,Chelsea,0,0,0,2,True,0
Raphaël Varane,DEF,Man Utd,3.8,0,2,1,344,0,1,6.4,90,Brentford,0,0,0,14,True,0
Raphaël Varane,DEF,Man Utd,3.3,0,0,0,353,4,0,2.0,90,Brighton,0,0,0,0,False,0
Raphaël Varane,DEF,Man Utd,3.9,0,0,0,376,0,0,0.0,0,Crystal Palace,0,0,0,0,False,0
Raphaël Varane,DEF,Man Utd,5.7,0,0,0,38,1,0,2.6,90,Newcastle United,0,0,0,2,True,0
Raphaël Varane,DEF,Man Utd,4.0,0,0,0,49,1,0,3.1,90,West Ham,0,0,0,2,False,0
Raphaël Varane,DEF,Man Utd,5.0,0,0,0,58,1,0,3.1,90,Aston Villa,0,0,0,2,True,0
Raphaël Varane,DEF,Man Utd,2.0,0,0,0,67,1,0,2.0,90,Everton,0,0,0,2,True,0
Raphaël Varane,DEF,Man Utd,0.0,0,0,0,75,0,0,0.0,0,Leeds United,0,0,0,0,False,0
Raphaël Varane,DEF,Man Utd,0.0,0,0,0,88,0,0,0.0,0,Liverpool,0,0,0,0,True,0
