name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,total_points,was_home
Lukasz Fabianski,GK,West Ham,0,0,3,2022-03-20,90,Tottenham,0,0,2,1,False
Lukasz Fabianski,GK,West Ham,0,0,3,2021-12-26,90,Southampton,0,0,3,2,True
Lukasz Fabianski,GK,West Ham,0,0,1,2021-12-28,90,Watford,0,0,4,3,False
Lukasz Fabianski,GK,West Ham,3,0,2,2021-12-15,90,Arsenal,0,1,6,11,False
Lukasz Fabianski,GK,West Ham,0,0,1,2021-08-23,90,Leeds United,0,0,0,2,True
Lukasz Fabianski,GK,West Ham,0,0,2,2021-08-15,90,Newcastle United,0,0,1,1,False
Lukasz Fabianski,GK,West Ham,0,0,2,2021-08-28,90,Crystal Palace,0,0,0,1,True
Lukasz Fabianski,GK,West Ham,0,1,0,2021-12-12,90,Burnley,0,0,1,6,False
Lukasz Fabianski,GK,West Ham,0,0,2,2021-11-28,90,Manchester City,0,0,6,3,False
Lukasz Fabianski,GK,West Ham,0,1,0,2022-02-08,90,Watford,0,0,1,6,True
Lukasz Fabianski,GK,West Ham,0,0,1,2021-12-01,90,Brighton,0,0,2,2,True
Lukasz Fabianski,GK,West Ham,0,0,1,2021-10-31,90,Aston Villa,0,0,2,2,False
Lukasz Fabianski,GK,West Ham,0,0,1,2021-11-20,90,Wolverhampton,0,0,4,3,False
Lukasz Fabianski,GK,West Ham,0,0,2,2021-12-04,90,Chelsea,0,0,5,2,True
Lukasz Fabianski,GK,West Ham,0,0,2,2021-11-07,90,Liverpool,0,0,3,2,True
Lukasz Fabianski,GK,West Ham,0,0,2,2022-02-13,90,Leeds United,0,0,0,1,False
Lukasz Fabianski,GK,West Ham,0,0,0,2022-01-22,0,Manchester United,0,0,0,0,False
Lukasz Fabianski,GK,West Ham,0,0,1,2022-03-13,90,Aston Villa,0,0,6,4,True
Lukasz Fabianski,GK,West Ham,0,0,1,2022-03-05,90,Liverpool,0,0,4,3,False
Lukasz Fabianski,GK,West Ham,0,0,1,2022-02-19,90,Newcastle United,0,0,2,2,True
Lukasz Fabianski,GK,West Ham,0,1,0,2022-02-27,90,Wolverhampton,0,0,1,6,True
Lukasz Fabianski,GK,West Ham,0,0,2,2022-01-01,90,Crystal Palace,0,0,4,2,False
Lukasz Fabianski,GK,West Ham,0,1,0,2022-01-12,90,Norwich,0,0,3,7,True
Lukasz Fabianski,GK,West Ham,0,0,3,2022-01-16,90,Leicester City,0,0,2,1,True
Lukasz Fabianski,GK,West Ham,0,0,2,2022-04-10,90,Brentford,0,0,5,2,False
Lukasz Fabianski,GK,West Ham,0,0,2,2021-09-19,90,Manchester United,0,0,8,3,True
Lukasz Fabianski,GK,West Ham,0,1,0,2021-09-11,90,Southampton,0,0,2,6,False
Lukasz Fabianski,GK,West Ham,0,0,1,2022-04-03,90,Everton,0,0,1,2,True
Lukasz Fabianski,GK,West Ham,0,0,1,2021-09-25,90,Leicester City,0,0,4,3,False
Lukasz Fabianski,GK,West Ham,0,0,2,2021-10-03,90,Brentford,0,0,4,2,True
Lukasz Fabianski,GK,West Ham,0,0,3,2022-05-22,90,Brighton,0,0,4,2,False
Lukasz Fabianski,GK,West Ham,0,1,0,2021-10-17,90,Everton,0,0,2,6,False
Lukasz Fabianski,GK,West Ham,2,1,0,2021-10-24,90,Tottenham,0,0,4,9,True
Lukasz Fabianski,GKP,West Ham,1,0,2,2022-05-15,90,Manchester City,0,1,7,8,True
Lukasz Fabianski,GK,West Ham,0,0,2,2022-05-01,90,Arsenal,0,0,5,2,True
Lukasz Fabianski,GK,West Ham,3,0,1,2022-04-24,90,Chelsea,0,1,4,11,False
Lukasz Fabianski,GK,West Ham,0,0,1,2022-04-17,90,Burnley,0,0,0,1,True
Lukasz Fabianski,GK,West Ham,0,1,0,2022-05-08,90,Norwich,0,0,2,6,False
