name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Hamza Choudhury,MID,Leicester,0,0,1,0.3,2021-12-26,19,Manchester City,1,False
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2021-12-01,0,Southampton,0,False
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2021-11-07,0,Leicester City,0,False
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2021-08-14,0,Wolverhampton,0,True
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2021-12-12,0,Newcastle United,0,True
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2021-10-30,0,Arsenal,0,True
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2021-12-05,0,Aston Villa,0,False
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2021-11-20,0,Chelsea,0,True
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2021-08-23,0,West Ham,0,False
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2021-11-28,0,Watford,0,True
Hamza Choudhury,MID,Leicester,0,0,0,0.7,2021-12-28,55,Liverpool,1,True
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2022-01-23,0,Brighton,0,True
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2022-02-10,0,Liverpool,0,False
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2022-02-13,0,West Ham,0,True
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2022-02-20,0,Wolverhampton,0,False
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2022-03-20,0,Brentford,0,True
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2021-08-28,0,Norwich,0,False
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2022-03-13,0,Arsenal,0,False
Hamza Choudhury,MID,Leicester,0,1,0,0.6,2022-03-05,60,Leicester City,3,True
Hamza Choudhury,MID,Leicester,0,0,3,1.9,2022-01-19,90,Tottenham,1,True
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2022-03-01,0,Burnley,0,False
Hamza Choudhury,MID,Leicester,0,0,0,0.1,2022-04-02,1,Manchester United,1,False
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2022-05-08,0,Everton,0,True
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2022-05-11,0,Norwich,0,True
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2022-05-22,0,Southampton,0,True
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2022-04-10,0,Crystal Palace,0,True
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2021-09-11,0,Manchester City,0,True
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2022-05-15,0,Watford,0,False
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2022-05-19,0,Chelsea,0,False
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2021-09-19,0,Brighton,0,False
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2021-09-25,0,Burnley,0,True
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2022-04-17,0,Newcastle United,0,False
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2022-04-20,0,Everton,0,False
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2022-05-01,0,Tottenham,0,False
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2022-04-23,0,Aston Villa,0,True
Hamza Choudhury,MID,Leicester,0,0,0,1.7,2021-10-03,59,Crystal Palace,1,False
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2021-10-16,0,Manchester United,0,True
Hamza Choudhury,MID,Leicester,0,0,0,0.0,2021-10-24,0,Brentford,0,False
