name,position,team,xP,assists,bonus,fixture,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,total_points,was_home,yellow_cards
Divock Origi,FWD,Liverpool,2.3,0,0,7,0,0.0,0,Norwich,0,0,0,False,0
Divock Origi,FWD,Liverpool,1.0,0,0,94,0,0.0,0,Brighton,0,0,0,True,0
Divock Origi,FWD,Liverpool,1.7,0,0,110,1,7.7,14,West Ham,0,0,5,False,0
Divock Origi,FWD,Liverpool,1.7,0,0,114,0,0.0,0,Arsenal,0,0,0,True,0
Divock Origi,FWD,Liverpool,2.2,0,0,128,0,0.0,0,Southampton,0,0,0,True,0
Divock Origi,FWD,Liverpool,2.2,0,0,132,0,0.0,0,Everton,0,0,0,False,0
Divock Origi,FWD,Liverpool,3.0,0,3,150,1,9.0,22,Wolverhampton,0,0,8,False,0
Divock Origi,FWD,Liverpool,2.6,0,0,158,0,0.0,0,Aston Villa,0,0,0,True,0
Divock Origi,FWD,Liverpool,2.1,0,0,169,0,0.0,0,Newcastle United,0,0,0,True,0
Divock Origi,FWD,Liverpool,0.4,0,0,177,0,0.0,0,Tottenham,0,0,0,False,0
Divock Origi,FWD,Liverpool,1.0,0,0,15,0,0.0,0,Burnley,0,0,0,True,0
Divock Origi,FWD,Liverpool,0.6,0,0,197,0,0.0,0,Leeds United,0,0,0,False,0
Divock Origi,FWD,Liverpool,0.0,0,0,203,0,0.0,0,Chelsea,0,0,0,False,0
Divock Origi,FWD,Liverpool,0.0,0,0,214,0,0.0,0,Brentford,0,0,0,True,0
Divock Origi,FWD,Liverpool,0.0,0,0,224,0,0.0,0,Crystal Palace,0,0,0,False,0
Divock Origi,FWD,Liverpool,0.8,0,0,237,0,0.0,0,Leeds United,0,0,0,True,0
Divock Origi,FWD,Liverpool,1.1,0,0,242,0,0.0,0,Burnley,0,0,0,False,0
Divock Origi,FWD,Liverpool,3.5,0,0,256,0,1.0,28,Norwich,0,0,1,True,0
Divock Origi,FWD,Liverpool,3.5,0,0,184,0,2.0,5,Leicester City,0,0,1,True,0
Divock Origi,FWD,Liverpool,0.9,0,0,274,0,0.0,0,West Ham,0,0,0,True,0
Divock Origi,FWD,Liverpool,2.3,0,0,283,0,0.0,0,Brighton,0,0,0,False,0
Divock Origi,FWD,Liverpool,2.3,0,0,261,0,0.0,0,Arsenal,0,0,0,False,0
Divock Origi,FWD,Liverpool,0.0,0,0,23,0,0.0,0,Chelsea,0,0,0,True,0
Divock Origi,FWD,Liverpool,1.5,0,0,306,0,0.0,0,Watford,0,0,0,True,0
Divock Origi,FWD,Liverpool,0.0,0,0,316,0,0.0,0,Manchester City,0,0,0,False,0
Divock Origi,FWD,Liverpool,0.5,0,0,294,0,0.0,0,Manchester United,0,0,0,True,0
Divock Origi,FWD,Liverpool,2.7,0,0,338,1,7.4,30,Everton,0,0,5,True,0
Divock Origi,FWD,Liverpool,2.2,0,0,345,0,0.0,0,Newcastle United,0,0,0,False,0
Divock Origi,FWD,Liverpool,3.5,0,0,358,0,0.0,0,Tottenham,0,0,0,True,0
Divock Origi,FWD,Liverpool,3.5,0,0,321,0,0.0,0,Aston Villa,0,0,0,False,0
Divock Origi,FWD,Liverpool,2.2,0,0,366,0,0.2,25,Southampton,0,0,1,False,0
Divock Origi,FWD,Liverpool,2.0,0,0,378,0,0.0,0,Wolverhampton,0,0,0,True,0
Divock Origi,FWD,Liverpool,0.5,0,0,36,0,0.0,0,Leicester City,0,0,0,False,0
Divock Origi,FWD,Liverpool,0.7,0,0,44,0,0.1,2,Crystal Palace,0,0,1,True,0
Divock Origi,FWD,Liverpool,1.3,0,0,52,0,0.0,0,Brentford,0,0,0,False,0
Divock Origi,FWD,Liverpool,0.2,0,0,66,0,0.0,0,Manchester City,0,0,0,True,0
Divock Origi,FWD,Liverpool,1.5,0,0,80,0,0.0,0,Watford,0,0,0,False,0
Divock Origi,FWD,Liverpool,0.5,0,0,88,0,0.0,0,Manchester United,0,0,0,False,0
