name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,total_points,was_home
Davinson Sánchez,DEF,Spurs,0,0,2,5.7,2021-12-19,90,Liverpool,0,1,True
Davinson Sánchez,DEF,Spurs,0,1,0,2.5,2021-12-26,90,Crystal Palace,0,5,True
Davinson Sánchez,DEF,Spurs,0,1,0,2.5,2021-08-15,90,Manchester City,0,5,True
Davinson Sánchez,DEF,Spurs,2,1,0,3.6,2021-08-22,90,Wolverhampton,0,8,False
Davinson Sánchez,DEF,Spurs,0,1,0,1.7,2021-12-02,90,Brentford,0,6,True
Davinson Sánchez,DEF,Spurs,0,0,0,0.0,2021-11-07,0,Everton,0,0,False
Davinson Sánchez,DEF,Spurs,0,1,0,8.2,2021-12-05,90,Norwich,0,12,True
Davinson Sánchez,DEF,Spurs,0,0,0,2.2,2021-11-21,22,Leicester City,0,1,True
Davinson Sánchez,DEF,Spurs,0,0,0,0.0,2021-10-30,0,Manchester United,0,0,True
Davinson Sánchez,DEF,Spurs,0,0,1,5.0,2021-12-28,90,Southampton,0,2,False
Davinson Sánchez,DEF,Spurs,3,1,0,9.1,2022-01-01,90,Watford,0,15,False
Davinson Sánchez,DEF,Spurs,0,0,2,6.6,2022-01-19,90,Leeds United,0,0,False
Davinson Sánchez,DEF,Spurs,0,0,0,0.0,2022-03-20,0,West Ham,0,0,True
Davinson Sánchez,DEF,Spurs,0,0,0,0.0,2022-02-26,0,Leicester City,0,0,False
Davinson Sánchez,DEF,Spurs,0,0,3,2.4,2022-02-09,90,Southampton,0,0,True
Davinson Sánchez,DEF,Spurs,0,0,2,2.7,2022-01-23,90,Chelsea,0,1,False
Davinson Sánchez,DEF,Spurs,0,0,2,2.4,2022-02-13,90,Wolverhampton,0,1,True
Davinson Sánchez,DEF,Spurs,0,1,0,2.4,2021-08-29,90,Watford,0,6,True
Davinson Sánchez,DEF,Spurs,0,0,0,0.0,2022-04-03,0,Newcastle United,0,0,True
Davinson Sánchez,DEF,Spurs,0,0,0,0.0,2022-02-19,1,Manchester City,0,1,False
Davinson Sánchez,DEF,Spurs,0,0,0,0.0,2022-02-23,0,Burnley,0,0,False
Davinson Sánchez,DEF,Spurs,0,0,0,0.0,2022-03-12,0,Manchester United,0,0,False
Davinson Sánchez,DEF,Spurs,0,0,0,0.0,2022-03-16,0,Brighton,0,0,False
Davinson Sánchez,DEF,Spurs,0,0,0,1.3,2022-03-07,38,Everton,0,1,True
Davinson Sánchez,DEF,Spurs,0,0,0,0.0,2022-04-09,0,Aston Villa,0,0,False
Davinson Sánchez,DEF,Spurs,0,0,0,0.0,2022-04-16,0,Brighton,0,0,True
Davinson Sánchez,DEF,Spurs,0,0,0,0.7,2022-04-23,16,Brentford,0,1,False
Davinson Sánchez,DEF,Spurs,0,0,0,0.0,2022-05-01,0,Leeds United,0,0,True
Davinson Sánchez,DEF,Spurs,0,0,0,0.0,2021-09-11,0,Crystal Palace,0,0,False
Davinson Sánchez,DEF,Spurs,0,1,0,0.0,2022-05-22,90,Norwich,0,6,False
Davinson Sánchez,DEF,Spurs,3,1,0,4.7,2022-05-15,90,Burnley,0,12,True
Davinson Sánchez,DEF,Spurs,0,0,0,0.7,2022-05-07,12,Liverpool,0,1,False
Davinson Sánchez,DEF,Spurs,0,1,0,2.8,2022-05-12,90,Arsenal,0,6,True
Davinson Sánchez,DEF,Spurs,0,0,1,0.6,2021-09-19,7,Chelsea,0,1,True
Davinson Sánchez,DEF,Spurs,0,0,3,1.0,2021-09-26,90,Arsenal,0,1,False
Davinson Sánchez,DEF,Spurs,0,0,0,0.0,2021-10-03,0,Aston Villa,0,0,True
Davinson Sánchez,DEF,Spurs,0,0,0,0.0,2021-10-17,0,Newcastle United,0,0,False
Davinson Sánchez,DEF,Spurs,0,0,0,0.0,2021-10-24,0,West Ham,0,0,False
