name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,red_cards,total_points,was_home,yellow_cards
Sam Byram,DEF,Norwich,0.0,0,0,0,7,0,0,0.0,0,Liverpool,0,0,0,0,True,0
Sam Byram,DEF,Norwich,0.0,0,0,0,97,0,0,0.0,0,Leicester City,0,0,0,0,True,0
Sam Byram,DEF,Norwich,0.0,0,0,0,102,0,0,0.0,0,Brentford,0,0,0,0,False,0
Sam Byram,DEF,Norwich,0.0,0,0,0,117,0,0,0.0,0,Southampton,0,0,0,0,True,0
Sam Byram,DEF,Norwich,0.0,0,0,0,130,0,0,0.0,0,Wolverhampton,0,0,0,0,True,0
Sam Byram,DEF,Norwich,0.0,0,0,0,138,0,0,0.0,0,Newcastle United,0,0,0,0,False,0
Sam Byram,DEF,Norwich,0.0,0,0,0,147,0,0,0.0,0,Tottenham,0,0,0,0,False,0
Sam Byram,DEF,Norwich,0.0,0,0,0,160,0,0,0.0,0,Manchester United,0,0,0,0,True,0
Sam Byram,DEF,Norwich,-0.5,0,0,0,167,1,0,0.6,45,Aston Villa,0,0,0,0,True,1
Sam Byram,DEF,Norwich,-1.0,0,0,0,187,0,0,0.0,0,Arsenal,0,0,0,0,True,0
Sam Byram,DEF,Norwich,0.0,0,0,0,16,0,0,0.0,0,Manchester City,0,0,0,0,False,0
Sam Byram,DEF,Norwich,-0.5,0,0,0,194,3,0,6.9,90,Crystal Palace,0,0,0,0,False,1
Sam Byram,DEF,Norwich,-1.0,0,0,0,179,0,0,0.0,0,West Ham,0,0,0,0,False,0
Sam Byram,DEF,Norwich,-0.3,0,0,0,217,0,0,0.3,13,Everton,0,0,0,1,True,0
Sam Byram,DEF,Norwich,0.7,0,0,0,230,0,0,0.4,3,Watford,0,0,0,1,False,0
Sam Byram,DEF,Norwich,0.0,0,0,0,234,0,0,0.0,0,Crystal Palace,0,0,0,0,True,0
Sam Byram,DEF,Norwich,-1.2,0,0,0,248,2,0,0.6,27,Manchester City,0,0,0,0,True,0
Sam Byram,DEF,Norwich,-1.5,0,0,0,256,0,0,0.0,0,Liverpool,0,0,0,0,False,0
Sam Byram,DEF,Norwich,-0.5,0,0,0,269,0,0,0.0,0,Southampton,0,0,0,0,False,0
Sam Byram,DEF,Norwich,-1.1,0,0,0,277,3,0,7.9,90,Brentford,0,0,0,1,True,0
Sam Byram,DEF,Norwich,-1.1,0,0,0,297,0,0,0.0,0,Chelsea,0,0,0,0,True,0
Sam Byram,DEF,Norwich,-0.2,0,0,0,287,0,0,0.0,0,Leicester City,0,0,0,0,False,0
Sam Byram,DEF,Norwich,0.0,0,0,0,26,0,0,0.0,0,Leeds United,0,0,0,0,True,0
Sam Byram,DEF,Norwich,1.5,0,0,1,301,0,0,2.0,90,Brighton,0,0,0,6,False,0
Sam Byram,DEF,Norwich,4.0,0,0,1,318,0,0,2.8,90,Burnley,0,0,0,6,True,0
Sam Byram,DEF,Norwich,3.3,0,0,0,324,3,0,5.8,90,Manchester United,0,0,0,1,False,0
Sam Byram,DEF,Norwich,3.0,0,0,0,340,3,0,1.7,90,Newcastle United,0,0,0,1,True,0
Sam Byram,DEF,Norwich,1.7,0,0,0,341,2,0,2.5,90,Aston Villa,0,0,0,1,False,0
Sam Byram,DEF,Norwich,0.6,0,0,0,360,4,0,4.1,90,West Ham,0,0,0,0,True,0
Sam Byram,DEF,Norwich,0.6,0,0,0,207,3,0,2.0,90,Leeds United,0,0,0,1,False,0
Sam Byram,DEF,Norwich,0.5,0,0,0,370,1,0,1.7,90,Wolverhampton,0,0,0,2,False,0
Sam Byram,DEF,Norwich,-0.3,0,0,0,380,2,0,0.0,35,Tottenham,0,0,0,-1,True,1
Sam Byram,DEF,Norwich,0.0,0,0,0,31,0,0,0.0,0,Arsenal,0,0,0,0,False,0
Sam Byram,DEF,Norwich,0.0,0,0,0,47,0,0,0.0,0,Watford,0,0,0,0,True,0
Sam Byram,DEF,Norwich,0.0,0,0,0,55,0,0,0.0,0,Everton,0,0,0,0,False,0
Sam Byram,DEF,Norwich,0.0,0,0,0,62,0,0,0.0,0,Burnley,0,0,0,0,False,0
Sam Byram,DEF,Norwich,0.0,0,0,0,78,0,0,0.0,0,Brighton,0,0,0,0,True,0
Sam Byram,DEF,Norwich,-1.5,0,0,0,84,0,0,0.0,0,Chelsea,0,0,0,0,False,0
