name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Danny Ings,FWD,Aston Villa,0,4.8,2021-12-26,72,Chelsea,2,True
Danny Ings,FWD,Aston Villa,0,0.7,2021-12-14,30,Norwich,1,False
Danny Ings,FWD,Aston Villa,1,6.0,2021-08-14,90,Watford,7,False
Danny Ings,FWD,Aston Villa,0,2.5,2021-12-11,16,Liverpool,1,False
Danny Ings,FWD,Aston Villa,2,6.8,2021-08-21,90,Newcastle United,8,True
Danny Ings,FWD,Aston Villa,0,0.0,2021-12-01,0,Manchester City,0,True
Danny Ings,FWD,Aston Villa,0,0.0,2021-11-27,0,Crystal Palace,0,False
Danny Ings,FWD,Aston Villa,0,0.0,2021-11-05,0,Southampton,0,False
Danny Ings,FWD,Aston Villa,0,0.0,2021-10-31,0,West Ham,0,True
Danny Ings,FWD,Aston Villa,0,0.0,2021-12-05,0,Leeds United,0,True
Danny Ings,FWD,Aston Villa,0,0.5,2021-11-20,65,Brighton,2,True
Danny Ings,FWD,Aston Villa,0,0.7,2022-03-19,8,Arsenal,1,True
Danny Ings,FWD,Aston Villa,0,0.0,2022-02-09,0,Leicester City,0,True
Danny Ings,FWD,Aston Villa,0,0.9,2022-02-13,18,Newcastle United,1,False
Danny Ings,FWD,Aston Villa,0,0.0,2022-01-22,11,Everton,0,False
Danny Ings,FWD,Aston Villa,0,6.1,2021-08-28,90,Brentford,4,True
Danny Ings,FWD,Aston Villa,0,4.2,2022-02-19,90,Watford,2,True
Danny Ings,FWD,Aston Villa,0,4.3,2022-03-13,68,West Ham,2,False
Danny Ings,FWD,Aston Villa,2,15.1,2022-01-02,90,Brentford,8,False
Danny Ings,FWD,Aston Villa,3,13.4,2022-03-05,70,Southampton,15,True
Danny Ings,FWD,Aston Villa,0,5.8,2022-03-10,70,Leicester City,5,False
Danny Ings,FWD,Aston Villa,0,1.0,2022-01-15,75,Manchester United,2,True
Danny Ings,FWD,Aston Villa,0,1.4,2022-02-26,78,Brighton,2,False
Danny Ings,FWD,Aston Villa,0,0.0,2022-04-02,0,Wolverhampton,0,False
Danny Ings,FWD,Aston Villa,0,13.0,2022-04-09,69,Tottenham,1,True
Danny Ings,FWD,Aston Villa,0,2.8,2021-09-11,68,Chelsea,2,False
Danny Ings,FWD,Aston Villa,0,0.0,2022-05-22,7,Manchester City,1,False
Danny Ings,FWD,Aston Villa,0,1.4,2022-05-15,70,Crystal Palace,2,True
Danny Ings,FWD,Aston Villa,0,2.1,2022-05-19,12,Burnley,1,True
Danny Ings,FWD,Aston Villa,2,7.5,2022-05-07,73,Burnley,8,False
Danny Ings,FWD,Aston Villa,0,4.3,2022-05-10,90,Liverpool,2,True
Danny Ings,FWD,Aston Villa,0,4.2,2021-09-18,90,Everton,5,True
Danny Ings,FWD,Aston Villa,0,2.1,2021-09-25,77,Manchester United,2,False
Danny Ings,FWD,Aston Villa,0,4.4,2021-10-03,88,Tottenham,2,False
Danny Ings,FWD,Aston Villa,1,13.7,2022-04-30,50,Norwich,8,True
Danny Ings,FWD,Aston Villa,1,8.1,2021-10-16,90,Wolverhampton,7,True
Danny Ings,FWD,Aston Villa,0,0.0,2022-04-23,0,Leeds United,0,False
Danny Ings,FWD,Aston Villa,0,2.5,2021-10-22,76,Arsenal,2,False
