name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Alexandre Lacazette,FWD,Arsenal,0,0.0,2021-08-13,0,Brentford,0,False
Alexandre Lacazette,FWD,Arsenal,0,1.2,2021-10-30,57,Leeds United,1,False
Alexandre Lacazette,FWD,Arsenal,0,5.0,2021-11-07,68,Watford,2,True
Alexandre Lacazette,FWD,Arsenal,0,3.3,2021-11-20,66,Liverpool,2,False
Alexandre Lacazette,FWD,Arsenal,0,0.8,2021-11-27,14,Newcastle United,1,True
Alexandre Lacazette,FWD,Arsenal,0,0.0,2021-12-02,11,Manchester United,1,False
Alexandre Lacazette,FWD,Arsenal,0,0.8,2021-12-06,84,Everton,2,False
Alexandre Lacazette,FWD,Arsenal,1,7.3,2021-12-11,82,Southampton,7,True
Alexandre Lacazette,FWD,Arsenal,0,13.6,2021-12-15,87,West Ham,3,True
Alexandre Lacazette,FWD,Arsenal,0,11.5,2021-12-18,90,Leicester City,5,False
Alexandre Lacazette,FWD,Arsenal,2,10.0,2021-12-26,90,Norwich,11,False
Alexandre Lacazette,FWD,Arsenal,0,0.0,2021-08-22,0,Chelsea,0,True
Alexandre Lacazette,FWD,Arsenal,0,2.6,2022-01-01,70,Manchester City,2,True
Alexandre Lacazette,FWD,Arsenal,0,7.5,2022-01-23,90,Burnley,2,True
Alexandre Lacazette,FWD,Arsenal,0,14.1,2022-02-10,80,Wolverhampton,5,False
Alexandre Lacazette,FWD,Arsenal,0,9.5,2022-02-19,83,Brentford,5,True
Alexandre Lacazette,FWD,Arsenal,0,14.8,2022-02-24,90,Wolverhampton,5,True
Alexandre Lacazette,FWD,Arsenal,0,7.7,2022-03-06,79,Watford,8,False
Alexandre Lacazette,FWD,Arsenal,0,9.0,2022-03-13,87,Leeds United,6,True
Alexandre Lacazette,FWD,Arsenal,0,3.8,2022-03-16,79,Liverpool,2,True
Alexandre Lacazette,FWD,Arsenal,0,0.1,2021-08-28,31,Manchester City,1,False
Alexandre Lacazette,FWD,Arsenal,0,3.8,2022-03-19,77,Aston Villa,2,False
Alexandre Lacazette,FWD,Arsenal,0,1.9,2022-04-04,90,Crystal Palace,2,False
Alexandre Lacazette,FWD,Arsenal,0,2.1,2022-04-09,90,Brighton,2,True
Alexandre Lacazette,FWD,Arsenal,0,0.0,2022-04-16,0,Southampton,0,False
Alexandre Lacazette,FWD,Arsenal,0,0.0,2022-04-20,1,Chelsea,1,False
Alexandre Lacazette,FWD,Arsenal,0,0.0,2022-04-23,0,Manchester United,0,True
Alexandre Lacazette,FWD,Arsenal,0,0.0,2022-05-01,0,West Ham,0,False
Alexandre Lacazette,FWD,Arsenal,0,0.0,2022-05-08,1,Leicester City,1,True
Alexandre Lacazette,FWD,Arsenal,0,0.0,2022-05-12,17,Tottenham,1,False
Alexandre Lacazette,FWD,Arsenal,0,0.2,2022-05-16,28,Newcastle United,1,False
Alexandre Lacazette,FWD,Arsenal,0,0.0,2022-05-22,23,Everton,1,True
Alexandre Lacazette,FWD,Arsenal,0,0.0,2021-09-11,0,Norwich,0,True
Alexandre Lacazette,FWD,Arsenal,0,0.0,2021-09-18,0,Burnley,0,False
Alexandre Lacazette,FWD,Arsenal,0,0.0,2021-09-26,0,Tottenham,0,True
Alexandre Lacazette,FWD,Arsenal,0,0.3,2021-10-02,18,Brighton,1,False
Alexandre Lacazette,FWD,Arsenal,0,13.1,2021-10-18,23,Crystal Palace,5,True
Alexandre Lacazette,FWD,Arsenal,0,4.3,2021-10-22,67,Aston Villa,2,True
