name,position,team,xP,assists,bonus,fixture,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,total_points,was_home,yellow_cards
Odsonne Edouard,FWD,Crystal Palace,2.2,0,0,95,0,0.3,72,Manchester City,0,0,2,False,0
Odsonne Edouard,FWD,Crystal Palace,3.2,0,0,105,0,8.2,79,Wolverhampton,0,0,2,True,0
Odsonne Edouard,FWD,Crystal Palace,2.3,0,0,112,0,0.0,3,Burnley,0,0,1,False,0
Odsonne Edouard,FWD,Crystal Palace,1.5,0,0,126,0,2.1,18,Aston Villa,0,0,1,True,0
Odsonne Edouard,FWD,Crystal Palace,1.5,0,0,133,0,0.9,67,Leicester City,0,0,2,False,0
Odsonne Edouard,FWD,Crystal Palace,0.7,0,0,144,0,0.3,23,Manchester United,0,0,1,False,0
Odsonne Edouard,FWD,Crystal Palace,1.4,0,0,156,0,5.0,73,Everton,0,0,2,True,0
Odsonne Edouard,FWD,Crystal Palace,2.5,2,0,165,0,10.2,90,Southampton,0,0,8,True,0
Odsonne Edouard,FWD,Crystal Palace,2.5,0,0,188,0,1.7,62,Tottenham,0,0,2,False,0
Odsonne Edouard,FWD,Crystal Palace,5.9,2,3,194,1,17.8,90,Norwich,0,0,14,True,1
Odsonne Edouard,FWD,Crystal Palace,7.0,0,0,204,1,11.7,90,West Ham,0,0,6,True,0
Odsonne Edouard,FWD,Crystal Palace,6.0,0,0,212,0,0.6,65,Brighton,0,0,2,False,0
Odsonne Edouard,FWD,Crystal Palace,4.0,0,2,224,1,8.8,67,Liverpool,0,0,8,True,0
Odsonne Edouard,FWD,Crystal Palace,4.2,0,0,234,0,0.0,10,Norwich,0,0,1,False,0
Odsonne Edouard,FWD,Crystal Palace,4.2,0,0,241,0,4.0,71,Brentford,0,0,2,False,0
Odsonne Edouard,FWD,Crystal Palace,1.5,0,0,254,0,0.0,0,Chelsea,0,0,0,True,0
Odsonne Edouard,FWD,Crystal Palace,1.5,0,0,178,0,0.0,1,Watford,0,0,1,False,0
Odsonne Edouard,FWD,Crystal Palace,1.3,0,0,265,0,0.0,0,Burnley,0,0,0,True,0
Odsonne Edouard,FWD,Crystal Palace,0.2,0,0,280,0,0.0,0,Wolverhampton,0,0,0,False,0
Odsonne Edouard,FWD,Crystal Palace,-0.8,0,0,285,0,3.2,25,Manchester City,0,0,0,True,1
Odsonne Edouard,FWD,Crystal Palace,0.0,0,0,304,0,0.2,14,Arsenal,0,0,1,True,0
Odsonne Edouard,FWD,Crystal Palace,0.3,0,0,315,0,0.0,0,Leeds United,0,0,0,False,0
Odsonne Edouard,FWD,Crystal Palace,1.0,0,0,296,0,6.5,90,Newcastle United,0,0,2,False,0
Odsonne Edouard,FWD,Crystal Palace,0.8,0,0,336,0,0.0,0,Leicester City,0,0,0,True,0
Odsonne Edouard,FWD,Crystal Palace,0.6,0,0,346,0,0.0,0,Southampton,0,0,0,False,0
Odsonne Edouard,FWD,Crystal Palace,1.5,0,0,356,0,6.2,90,Watford,0,0,2,True,0
Odsonne Edouard,FWD,Crystal Palace,1.9,0,0,361,0,0.3,19,Aston Villa,0,0,0,False,1
Odsonne Edouard,FWD,Crystal Palace,1.9,0,0,322,0,0.0,0,Everton,0,0,0,False,0
Odsonne Edouard,FWD,Crystal Palace,0.0,0,0,376,0,0.0,78,Manchester United,0,0,1,True,1
Odsonne Edouard,FWD,Crystal Palace,1.6,0,3,34,2,10.0,6,Tottenham,0,0,12,True,0
Odsonne Edouard,FWD,Crystal Palace,6.0,0,0,44,0,4.8,25,Liverpool,0,0,1,False,0
Odsonne Edouard,FWD,Crystal Palace,5.0,0,0,54,0,2.9,71,Brighton,0,0,2,True,0
Odsonne Edouard,FWD,Crystal Palace,4.2,0,0,64,0,4.4,84,Leeds United,0,0,2,True,0
Odsonne Edouard,FWD,Crystal Palace,3.2,0,1,71,1,10.5,81,Arsenal,0,0,7,False,0
Odsonne Edouard,FWD,Crystal Palace,3.7,0,0,85,0,4.4,90,Newcastle United,0,0,2,True,0
