name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,total_points,was_home
Edouard Mendy,GK,Chelsea,0,1,0,2021-08-14,90,Crystal Palace,0,0,1,6,True
Edouard Mendy,GK,Chelsea,0,1,0,2021-10-30,90,Newcastle United,0,0,1,6,False
Edouard Mendy,GK,Chelsea,0,0,1,2021-11-06,90,Burnley,0,0,1,2,True
Edouard Mendy,GK,Chelsea,0,1,0,2021-11-20,90,Leeds United,0,0,3,6,False
Edouard Mendy,GK,Chelsea,0,0,1,2021-11-28,90,Manchester United,0,0,1,2,True
Edouard Mendy,GK,Chelsea,0,0,1,2021-12-01,90,Watford,0,0,6,4,False
Edouard Mendy,GK,Chelsea,0,0,3,2021-12-04,90,West Ham,0,0,1,1,False
Edouard Mendy,GK,Chelsea,0,0,2,2021-12-11,90,Leicester City,0,0,3,2,True
Edouard Mendy,GK,Chelsea,0,0,1,2021-12-16,90,Everton,0,0,2,2,True
Edouard Mendy,GK,Chelsea,0,1,0,2021-12-19,90,Wolverhampton,0,0,1,6,False
Edouard Mendy,GK,Chelsea,0,0,1,2021-12-26,90,Aston Villa,0,0,1,2,False
Edouard Mendy,GK,Chelsea,1,1,0,2021-08-22,90,Arsenal,0,0,3,8,False
Edouard Mendy,GK,Chelsea,0,0,1,2021-12-29,90,Brighton,0,0,5,3,True
Edouard Mendy,GK,Chelsea,0,0,2,2022-01-02,90,Liverpool,0,0,4,2,True
Edouard Mendy,GK,Chelsea,0,0,0,2022-01-15,0,Manchester City,0,0,0,0,False
Edouard Mendy,GK,Chelsea,0,0,0,2022-01-18,0,Brighton,0,0,0,0,False
Edouard Mendy,GK,Chelsea,0,0,0,2022-01-23,0,Tottenham,0,0,0,0,True
Edouard Mendy,GK,Chelsea,0,1,0,2022-02-19,90,Crystal Palace,0,0,0,6,False
Edouard Mendy,GK,Chelsea,0,1,0,2022-03-05,90,Burnley,0,0,0,6,False
Edouard Mendy,GK,Chelsea,0,0,1,2022-03-10,90,Norwich,0,0,2,1,False
Edouard Mendy,GK,Chelsea,0,1,0,2022-03-13,90,Newcastle United,0,0,2,6,True
Edouard Mendy,GK,Chelsea,0,0,1,2021-08-28,90,Liverpool,0,0,6,3,False
Edouard Mendy,GK,Chelsea,0,0,4,2022-04-02,90,Brentford,0,0,2,0,True
Edouard Mendy,GK,Chelsea,0,1,0,2022-04-09,90,Southampton,0,0,1,6,False
Edouard Mendy,GK,Chelsea,0,0,4,2022-04-20,90,Arsenal,0,0,0,0,True
Edouard Mendy,GK,Chelsea,0,1,0,2022-04-24,90,West Ham,0,0,2,6,True
Edouard Mendy,GK,Chelsea,0,0,1,2022-04-28,90,Manchester United,0,0,2,2,False
Edouard Mendy,GK,Chelsea,0,0,1,2022-05-01,90,Everton,0,0,3,3,False
Edouard Mendy,GK,Chelsea,0,0,2,2022-05-07,90,Wolverhampton,0,0,2,1,True
Edouard Mendy,GK,Chelsea,0,1,0,2022-05-11,90,Leicester City,0,0,0,6,False
Edouard Mendy,GKP,Chelsea,0,0,1,2022-05-19,90,Leeds United,0,0,0,2,True
Edouard Mendy,GK,Chelsea,0,0,1,2022-05-22,90,Watford,0,0,2,2,True
Edouard Mendy,GK,Chelsea,1,1,0,2021-09-11,90,Aston Villa,0,0,6,9,True
Edouard Mendy,GK,Chelsea,0,0,0,2021-09-19,0,Tottenham,0,0,0,0,False
Edouard Mendy,GK,Chelsea,0,0,1,2021-09-25,90,Manchester City,0,0,2,2,True
Edouard Mendy,GK,Chelsea,0,0,1,2021-10-02,90,Southampton,0,0,1,2,True
Edouard Mendy,GK,Chelsea,1,1,0,2021-10-16,90,Brentford,0,0,6,9,False
Edouard Mendy,GK,Chelsea,0,1,0,2021-10-23,90,Norwich,0,0,1,6,True
