name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.0,2021-12-18,0,Leicester City,0,False
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.0,2022-03-19,0,Aston Villa,0,False
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.0,2021-12-26,0,Norwich,0,False
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.0,2021-12-15,0,West Ham,0,True
Albert Sambi Lokonga,MID,Arsenal,0,0,2,0.9,2021-08-22,90,Chelsea,1,True
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.0,2021-12-11,9,Southampton,1,True
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.0,2021-08-28,0,Manchester City,0,False
Albert Sambi Lokonga,MID,Arsenal,0,0,2,6.2,2021-08-13,90,Brentford,2,False
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.0,2022-02-10,0,Wolverhampton,0,False
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.0,2021-12-02,0,Manchester United,0,False
Albert Sambi Lokonga,MID,Arsenal,0,1,0,9.7,2021-11-27,90,Newcastle United,3,True
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.0,2021-12-06,0,Everton,0,False
Albert Sambi Lokonga,MID,Arsenal,0,1,0,1.5,2021-10-30,90,Leeds United,3,False
Albert Sambi Lokonga,MID,Arsenal,0,1,0,2.7,2021-11-07,90,Watford,2,True
Albert Sambi Lokonga,MID,Arsenal,0,0,2,1.4,2021-11-20,52,Liverpool,1,False
Albert Sambi Lokonga,MID,Arsenal,0,1,0,3.6,2022-01-23,90,Burnley,3,True
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.0,2022-03-13,0,Leeds United,0,True
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.0,2022-03-16,0,Liverpool,0,True
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.0,2022-03-06,0,Watford,0,False
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.0,2022-02-19,0,Brentford,0,True
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.0,2022-02-24,0,Wolverhampton,0,True
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.0,2022-01-01,0,Manchester City,0,True
Albert Sambi Lokonga,MID,Arsenal,0,1,0,3.9,2021-09-11,61,Norwich,3,True
Albert Sambi Lokonga,MID,Arsenal,0,0,0,3.0,2021-09-18,29,Burnley,1,False
Albert Sambi Lokonga,MID,Arsenal,0,0,2,3.2,2022-04-09,90,Brighton,1,True
Albert Sambi Lokonga,MID,Arsenal,0,0,0,2.2,2022-04-04,15,Crystal Palace,1,False
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.0,2022-05-22,27,Everton,1,True
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.6,2021-09-26,8,Tottenham,0,True
Albert Sambi Lokonga,MID,Arsenal,0,1,0,2.2,2021-10-02,90,Brighton,3,False
Albert Sambi Lokonga,MID,Arsenal,0,0,2,1.7,2021-10-18,45,Crystal Palace,1,True
Albert Sambi Lokonga,MID,Arsenal,0,1,0,5.0,2021-10-22,72,Aston Villa,2,True
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.0,2022-05-08,0,Leicester City,0,True
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.0,2022-05-12,0,Tottenham,0,False
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.2,2022-05-01,1,West Ham,1,False
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.0,2022-04-23,0,Manchester United,0,True
Albert Sambi Lokonga,MID,Arsenal,0,0,1,3.9,2022-04-16,90,Southampton,2,False
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.0,2022-04-20,0,Chelsea,0,False
Albert Sambi Lokonga,MID,Arsenal,0,0,0,0.0,2022-05-16,0,Newcastle United,0,False
