name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Hakim Ziyech,MID,Chelsea,0,1,0,3.1,2021-12-19,64,Wolverhampton,3,False
Hakim Ziyech,MID,Chelsea,0,0,0,0.0,2021-12-26,0,Aston Villa,0,False
Hakim Ziyech,MID,Chelsea,0,0,0,0.0,2021-12-29,0,Brighton,0,True
Hakim Ziyech,MID,Chelsea,0,0,1,7.8,2021-12-16,90,Everton,2,True
Hakim Ziyech,MID,Chelsea,0,0,0,1.8,2021-08-22,8,Arsenal,1,False
Hakim Ziyech,MID,Chelsea,0,0,0,0.0,2021-08-14,0,Crystal Palace,0,True
Hakim Ziyech,MID,Chelsea,0,0,0,0.0,2021-08-28,0,Liverpool,0,False
Hakim Ziyech,MID,Chelsea,0,0,0,0.0,2021-12-11,0,Leicester City,0,True
Hakim Ziyech,MID,Chelsea,0,0,1,11.5,2021-11-28,90,Manchester United,2,True
Hakim Ziyech,MID,Chelsea,1,0,0,7.7,2021-12-01,30,Watford,6,False
Hakim Ziyech,MID,Chelsea,0,0,0,5.7,2021-11-20,28,Leeds United,4,False
Hakim Ziyech,MID,Chelsea,0,1,0,7.0,2021-10-30,63,Newcastle United,2,False
Hakim Ziyech,MID,Chelsea,0,0,2,7.6,2021-12-04,63,West Ham,5,False
Hakim Ziyech,MID,Chelsea,0,0,0,0.0,2021-11-06,0,Burnley,0,True
Hakim Ziyech,MID,Chelsea,3,1,0,13.2,2022-01-23,90,Tottenham,11,True
Hakim Ziyech,MID,Chelsea,0,1,0,5.2,2022-03-13,90,Newcastle United,2,True
Hakim Ziyech,MID,Chelsea,0,0,0,0.0,2022-03-05,0,Burnley,0,False
Hakim Ziyech,MID,Chelsea,0,0,0,0.0,2022-03-10,0,Norwich,0,False
Hakim Ziyech,MID,Chelsea,3,1,0,10.7,2022-02-19,90,Crystal Palace,11,False
Hakim Ziyech,MID,Chelsea,0,0,1,10.8,2022-05-19,90,Leeds United,2,True
Hakim Ziyech,MID,Chelsea,0,0,0,0.0,2022-01-02,0,Liverpool,0,True
Hakim Ziyech,MID,Chelsea,0,1,0,1.2,2022-01-15,68,Manchester City,3,False
Hakim Ziyech,MID,Chelsea,2,0,1,6.0,2022-01-18,79,Brighton,9,False
Hakim Ziyech,MID,Chelsea,0,0,0,0.0,2021-09-19,0,Tottenham,0,False
Hakim Ziyech,MID,Chelsea,0,1,0,6.4,2021-09-11,90,Aston Villa,3,True
Hakim Ziyech,MID,Chelsea,0,0,0,0.0,2021-09-25,0,Manchester City,0,True
Hakim Ziyech,MID,Chelsea,0,0,0,0.0,2021-10-02,0,Southampton,0,True
Hakim Ziyech,MID,Chelsea,0,0,0,2.8,2021-10-23,20,Norwich,1,True
Hakim Ziyech,MID,Chelsea,0,0,0,0.0,2021-10-16,0,Brentford,0,False
Hakim Ziyech,MID,Chelsea,0,0,1,0.0,2022-05-22,90,Watford,2,True
Hakim Ziyech,MID,Chelsea,0,0,0,2.5,2022-04-09,21,Southampton,1,False
Hakim Ziyech,MID,Chelsea,0,0,4,9.5,2022-04-02,90,Brentford,2,True
Hakim Ziyech,MID,Chelsea,0,0,0,0.7,2022-05-01,22,Everton,1,False
Hakim Ziyech,MID,Chelsea,0,0,0,0.0,2022-05-07,0,Wolverhampton,0,True
Hakim Ziyech,MID,Chelsea,0,0,0,4.5,2022-05-11,12,Leicester City,4,False
Hakim Ziyech,MID,Chelsea,0,0,0,0.3,2022-04-24,14,West Ham,1,True
Hakim Ziyech,MID,Chelsea,0,0,0,0.0,2022-04-28,0,Manchester United,0,False
Hakim Ziyech,MID,Chelsea,0,0,1,0.0,2022-04-20,9,Arsenal,1,True
