name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,total_points,was_home
Victor Lindelöf,DEF,Man Utd,3,1,0,4.7,2022-02-26,90,Watford,0,9,True
Victor Lindelöf,DEF,Man Utd,0,0,0,0.0,2022-01-03,0,Wolverhampton,0,0,True
Victor Lindelöf,DEF,Man Utd,0,0,2,2.3,2022-01-15,90,Aston Villa,0,1,False
Victor Lindelöf,DEF,Man Utd,0,0,1,3.0,2022-01-19,90,Brentford,0,2,False
Victor Lindelöf,DEF,Man Utd,0,0,0,0.0,2022-04-02,0,Leeds United,0,0,True
Victor Lindelöf,DEF,Man Utd,0,0,1,2.1,2022-04-09,90,Everton,0,2,False
Victor Lindelöf,DEF,Man Utd,0,0,0,0.0,2021-12-27,0,Newcastle United,0,0,False
Victor Lindelöf,DEF,Man Utd,0,0,0,0.0,2021-12-30,0,Burnley,0,0,True
Victor Lindelöf,DEF,Man Utd,0,0,2,2.9,2022-04-16,90,Norwich,0,1,True
Victor Lindelöf,DEF,Man Utd,0,0,4,1.5,2022-04-19,90,Liverpool,0,0,False
Victor Lindelöf,DEF,Man Utd,0,0,1,4.4,2021-08-14,90,Leicester City,0,5,True
Victor Lindelöf,DEF,Man Utd,0,0,1,1.4,2021-08-22,90,Southampton,0,2,False
Victor Lindelöf,DEF,Man Utd,0,0,3,0.7,2022-04-23,90,Arsenal,0,0,False
Victor Lindelöf,DEF,Man Utd,0,0,1,4.0,2022-04-28,90,Chelsea,0,2,True
Victor Lindelöf,DEF,Man Utd,0,0,1,2.6,2021-11-28,90,Chelsea,0,2,False
Victor Lindelöf,DEF,Man Utd,1,1,0,1.4,2021-12-11,73,Norwich,0,7,False
Victor Lindelöf,DEF,Man Utd,0,0,0,0.0,2021-08-29,0,Wolverhampton,0,0,False
Victor Lindelöf,DEF,Man Utd,0,1,0,1.3,2022-05-02,90,Brentford,0,6,True
Victor Lindelöf,DEF,Man Utd,0,1,0,1.8,2021-10-30,90,Tottenham,0,6,False
Victor Lindelöf,DEF,Man Utd,0,0,0,0.0,2022-02-08,0,Burnley,0,0,False
Victor Lindelöf,DEF,Man Utd,0,0,2,3.6,2021-12-02,90,Arsenal,0,1,True
Victor Lindelöf,DEF,Man Utd,0,1,0,1.2,2021-12-05,90,Crystal Palace,0,5,True
Victor Lindelöf,DEF,Man Utd,0,0,4,1.5,2021-11-20,90,Watford,0,0,False
Victor Lindelöf,DEF,Man Utd,0,0,2,1.4,2021-11-06,90,Manchester City,0,1,True
Victor Lindelöf,DEF,Man Utd,0,0,0,0.0,2022-02-12,0,Southampton,0,0,True
Victor Lindelöf,DEF,Man Utd,0,1,0,0.8,2022-02-15,90,Brighton,0,6,True
Victor Lindelöf,DEF,Man Utd,0,0,0,0.0,2022-01-22,0,West Ham,0,0,True
Victor Lindelöf,DEF,Man Utd,0,0,0,0.1,2022-03-12,7,Tottenham,0,1,True
Victor Lindelöf,DEF,Man Utd,0,0,4,1.1,2022-03-06,90,Manchester City,0,0,False
Victor Lindelöf,DEF,Man Utd,0,0,2,2.9,2022-02-20,90,Leicester City,0,1,False
Victor Lindelöf,DEF,Man Utd,0,0,0,0.0,2021-09-11,0,Newcastle United,0,0,True
Victor Lindelöf,DEF,Man Utd,0,0,0,0.0,2021-09-19,0,West Ham,0,0,False
Victor Lindelöf,DEF,Man Utd,0,0,1,2.3,2021-10-02,90,Everton,0,2,True
Victor Lindelöf,DEF,Man Utd,0,0,1,0.7,2021-09-25,23,Aston Villa,0,1,True
Victor Lindelöf,DEF,Man Utd,0,0,4,5.2,2021-10-16,90,Leeds United,0,2,False
Victor Lindelöf,DEF,Man Utd,0,0,5,1.0,2021-10-24,90,Liverpool,0,0,True
Victor Lindelöf,DEF,Man Utd,0,0,1,0.0,2022-05-22,90,Crystal Palace,0,1,False
Victor Lindelöf,DEF,Man Utd,0,0,4,1.7,2022-05-07,90,Brighton,0,0,False
