name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Ollie Watkins,FWD,Aston Villa,0,3.4,2022-03-19,81,Arsenal,2,True
Ollie Watkins,FWD,Aston Villa,0,4.2,2021-12-26,90,Chelsea,2,True
Ollie Watkins,FWD,Aston Villa,0,6.2,2022-02-26,90,Brighton,5,False
Ollie Watkins,FWD,Aston Villa,0,0.0,2022-01-02,0,Brentford,0,False
Ollie Watkins,FWD,Aston Villa,3,26.6,2021-12-14,90,Norwich,12,False
Ollie Watkins,FWD,Aston Villa,0,0.0,2021-08-21,0,Newcastle United,0,True
Ollie Watkins,FWD,Aston Villa,0,0.0,2021-08-14,0,Watford,0,False
Ollie Watkins,FWD,Aston Villa,0,4.0,2021-08-28,11,Brentford,1,True
Ollie Watkins,FWD,Aston Villa,0,3.6,2021-12-11,90,Liverpool,1,False
Ollie Watkins,FWD,Aston Villa,0,2.7,2021-11-27,90,Crystal Palace,2,False
Ollie Watkins,FWD,Aston Villa,0,4.2,2022-01-15,90,Manchester United,2,True
Ollie Watkins,FWD,Aston Villa,0,4.9,2022-02-09,90,Leicester City,2,True
Ollie Watkins,FWD,Aston Villa,3,8.1,2021-12-01,90,Manchester City,9,True
Ollie Watkins,FWD,Aston Villa,1,8.1,2021-10-31,90,West Ham,7,True
Ollie Watkins,FWD,Aston Villa,2,6.4,2021-11-20,90,Brighton,8,True
Ollie Watkins,FWD,Aston Villa,0,7.6,2021-12-05,90,Leeds United,2,True
Ollie Watkins,FWD,Aston Villa,0,4.3,2021-11-05,90,Southampton,2,False
Ollie Watkins,FWD,Aston Villa,0,0.0,2022-02-13,71,Newcastle United,2,False
Ollie Watkins,FWD,Aston Villa,0,1.7,2022-01-22,78,Everton,2,False
Ollie Watkins,FWD,Aston Villa,0,7.8,2022-03-13,90,West Ham,2,False
Ollie Watkins,FWD,Aston Villa,0,12.2,2022-03-05,90,Southampton,5,True
Ollie Watkins,FWD,Aston Villa,0,4.8,2022-03-10,90,Leicester City,1,False
Ollie Watkins,FWD,Aston Villa,0,5.1,2022-02-19,32,Watford,1,True
Ollie Watkins,FWD,Aston Villa,3,12.1,2022-04-02,90,Wolverhampton,9,False
Ollie Watkins,FWD,Aston Villa,0,5.9,2022-04-09,90,Tottenham,2,True
Ollie Watkins,FWD,Aston Villa,3,14.5,2022-04-30,90,Norwich,9,True
Ollie Watkins,FWD,Aston Villa,0,8.4,2022-04-23,90,Leeds United,2,False
Ollie Watkins,FWD,Aston Villa,0,2.5,2021-09-18,90,Everton,2,True
Ollie Watkins,FWD,Aston Villa,0,16.2,2021-09-11,90,Chelsea,2,False
Ollie Watkins,FWD,Aston Villa,0,3.8,2021-09-25,90,Manchester United,2,False
Ollie Watkins,FWD,Aston Villa,0,8.2,2021-10-03,90,Tottenham,6,False
Ollie Watkins,FWD,Aston Villa,0,7.9,2021-10-16,90,Wolverhampton,4,True
Ollie Watkins,FWD,Aston Villa,0,0.0,2022-05-22,90,Manchester City,5,False
Ollie Watkins,FWD,Aston Villa,0,4.3,2021-10-22,90,Arsenal,1,False
Ollie Watkins,FWD,Aston Villa,2,8.8,2022-05-15,90,Crystal Palace,8,True
Ollie Watkins,FWD,Aston Villa,0,3.9,2022-05-19,77,Burnley,2,True
Ollie Watkins,FWD,Aston Villa,0,12.0,2022-05-07,90,Burnley,5,False
Ollie Watkins,FWD,Aston Villa,0,3.3,2022-05-10,80,Liverpool,2,True
