name,position,team,xP,assists,bonus,fixture,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,total_points,was_home,yellow_cards
Anthony Martial,FWD,Man Utd,3.0,0,0,6,0,0.4,15,Leicester City,0,0,1,True,0
Anthony Martial,FWD,Man Utd,0.5,0,0,98,0,0.0,0,Tottenham,0,0,0,False,0
Anthony Martial,FWD,Man Utd,-0.5,0,0,108,0,0.0,0,Manchester City,0,0,0,True,0
Anthony Martial,FWD,Man Utd,1.2,0,0,119,0,0.7,45,Watford,0,0,1,False,0
Anthony Martial,FWD,Man Utd,-0.3,0,0,125,0,0.0,0,Chelsea,0,0,0,False,0
Anthony Martial,FWD,Man Utd,0.5,0,0,134,0,0.0,2,Arsenal,0,0,1,True,0
Anthony Martial,FWD,Man Utd,1.0,0,0,144,0,0.0,0,Crystal Palace,0,0,0,True,0
Anthony Martial,FWD,Man Utd,0.7,0,0,160,0,0.0,0,Norwich,0,0,0,False,0
Anthony Martial,FWD,Man Utd,1.2,0,0,186,0,0.0,0,Newcastle United,0,0,0,False,0
Anthony Martial,FWD,Man Utd,1.5,0,0,19,0,4.1,58,Southampton,0,0,1,False,0
Anthony Martial,FWD,Man Utd,1.2,0,0,198,0,0.0,0,Burnley,0,0,0,True,0
Anthony Martial,FWD,Man Utd,0.5,0,0,208,0,0.0,0,Wolverhampton,0,0,0,True,0
Anthony Martial,FWD,Man Utd,1.0,0,0,211,0,0.0,0,Aston Villa,0,0,0,False,0
Anthony Martial,FWD,Man Utd,1.0,0,0,162,0,0.0,0,Brentford,0,0,0,False,0
Anthony Martial,FWD,Man Utd,0.3,0,0,228,0,0.6,8,West Ham,0,0,1,True,0
Anthony Martial,FWD,Man Utd,0.0,0,0,233,0,0.0,0,Burnley,0,0,0,False,0
Anthony Martial,FWD,Man Utd,0.0,0,0,246,0,0.0,0,Southampton,0,0,0,True,0
Anthony Martial,FWD,Man Utd,0.0,0,0,174,0,0.0,0,Brighton,0,0,0,True,0
Anthony Martial,FWD,Man Utd,0.0,0,0,255,0,0.0,0,Leicester City,0,0,0,False,0
Anthony Martial,FWD,Man Utd,0.0,0,0,268,0,0.0,0,Watford,0,0,0,True,0
Anthony Martial,FWD,Man Utd,0.0,0,0,275,0,0.0,0,Manchester City,0,0,0,False,0
Anthony Martial,FWD,Man Utd,0.0,0,0,288,0,0.0,0,Tottenham,0,0,0,True,0
Anthony Martial,FWD,Man Utd,1.5,0,0,30,0,0.6,18,Wolverhampton,0,0,1,False,0
Anthony Martial,FWD,Man Utd,0.0,0,0,307,0,0.0,0,Leeds United,0,0,0,True,0
Anthony Martial,FWD,Man Utd,0.0,0,0,314,0,0.0,0,Everton,0,0,0,False,0
Anthony Martial,FWD,Man Utd,0.0,0,0,324,0,0.0,0,Norwich,0,0,0,True,0
Anthony Martial,FWD,Man Utd,0.0,0,0,294,0,0.0,0,Liverpool,0,0,0,False,0
Anthony Martial,FWD,Man Utd,0.0,0,0,331,0,0.0,0,Arsenal,0,0,0,False,0
Anthony Martial,FWD,Man Utd,0.0,0,0,364,0,0.0,0,Chelsea,0,0,0,True,0
Anthony Martial,FWD,Man Utd,0.0,0,0,344,0,0.0,0,Brentford,0,0,0,True,0
Anthony Martial,FWD,Man Utd,0.0,0,0,353,0,0.0,0,Brighton,0,0,0,False,0
Anthony Martial,FWD,Man Utd,0.0,0,0,376,0,0.0,0,Crystal Palace,0,0,0,False,0
Anthony Martial,FWD,Man Utd,2.0,0,0,38,0,0.2,5,Newcastle United,0,0,1,True,0
Anthony Martial,FWD,Man Utd,0.8,0,0,49,0,0.0,0,West Ham,0,0,0,False,0
Anthony Martial,FWD,Man Utd,1.0,0,0,58,0,0.0,0,Aston Villa,0,0,0,True,0
Anthony Martial,FWD,Man Utd,2.0,0,2,67,1,8.0,56,Everton,0,0,7,True,0
Anthony Martial,FWD,Man Utd,2.3,0,0,75,0,0.0,0,Leeds United,0,0,0,False,0
Anthony Martial,FWD,Man Utd,1.0,0,0,88,0,0.0,0,Liverpool,0,0,0,True,0
