name,position,team,xP,assists,bonus,fixture,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,total_points,was_home,yellow_cards
Robert Street,FWD,Crystal Palace,0.5,0,0,3,0,0.0,0,Chelsea,0,0,0,False,0
Robert Street,FWD,Crystal Palace,-1.0,0,0,95,0,0.0,0,Manchester City,0,0,0,False,0
Robert Street,FWD,Crystal Palace,0.0,0,0,105,0,0.0,0,Wolverhampton,0,0,0,True,0
Robert Street,FWD,Crystal Palace,0.5,0,0,112,0,0.0,0,Burnley,0,0,0,False,0
Robert Street,FWD,Crystal Palace,0.0,0,0,126,0,0.0,0,Aston Villa,0,0,0,True,0
Robert Street,FWD,Crystal Palace,0.0,0,0,133,0,0.0,0,Leicester City,0,0,0,False,0
Robert Street,FWD,Crystal Palace,-0.5,0,0,144,0,0.0,0,Manchester United,0,0,0,False,0
Robert Street,FWD,Crystal Palace,0.0,0,0,156,0,0.0,0,Everton,0,0,0,True,0
Robert Street,FWD,Crystal Palace,0.0,0,0,165,0,0.0,0,Southampton,0,0,0,True,0
Robert Street,FWD,Crystal Palace,-0.5,0,0,188,0,0.0,0,Tottenham,0,0,0,False,0
Robert Street,FWD,Crystal Palace,0.5,0,0,13,0,0.0,0,Brentford,0,0,0,True,0
Robert Street,FWD,Crystal Palace,0.5,0,0,194,0,0.0,0,Norwich,0,0,0,True,0
Robert Street,FWD,Crystal Palace,-0.5,0,0,204,0,0.0,0,West Ham,0,0,0,True,0
Robert Street,FWD,Crystal Palace,0.0,0,0,212,0,0.0,0,Brighton,0,0,0,False,0
Robert Street,FWD,Crystal Palace,-1.0,0,0,224,0,0.0,0,Liverpool,0,0,0,True,0
Robert Street,FWD,Crystal Palace,0.0,0,0,234,0,0.0,0,Norwich,0,0,0,False,0
Robert Street,FWD,Crystal Palace,0.0,0,0,241,0,0.0,0,Brentford,0,0,0,False,0
Robert Street,FWD,Crystal Palace,0.0,0,0,254,0,0.0,0,Chelsea,0,0,0,True,0
Robert Street,FWD,Crystal Palace,0.0,0,0,178,0,0.0,0,Watford,0,0,0,False,0
Robert Street,FWD,Crystal Palace,0.0,0,0,265,0,0.0,0,Burnley,0,0,0,True,0
Robert Street,FWD,Crystal Palace,0.0,0,0,280,0,0.0,0,Wolverhampton,0,0,0,False,0
Robert Street,FWD,Crystal Palace,0.0,0,0,285,0,0.0,0,Manchester City,0,0,0,True,0
Robert Street,FWD,Crystal Palace,-0.5,0,0,28,0,0.0,0,West Ham,0,0,0,False,0
Robert Street,FWD,Crystal Palace,0.0,0,0,304,0,0.0,0,Arsenal,0,0,0,True,0
Robert Street,FWD,Crystal Palace,0.0,0,0,315,0,0.0,0,Leeds United,0,0,0,False,0
Robert Street,FWD,Crystal Palace,0.0,0,0,296,0,0.0,0,Newcastle United,0,0,0,False,0
Robert Street,FWD,Crystal Palace,0.0,0,0,336,0,0.0,0,Leicester City,0,0,0,True,0
Robert Street,FWD,Crystal Palace,0.0,0,0,346,0,0.0,0,Southampton,0,0,0,False,0
Robert Street,FWD,Crystal Palace,0.0,0,0,356,0,0.0,0,Watford,0,0,0,True,0
Robert Street,FWD,Crystal Palace,0.0,0,0,361,0,0.0,0,Aston Villa,0,0,0,False,0
Robert Street,FWD,Crystal Palace,0.0,0,0,322,0,0.0,0,Everton,0,0,0,False,0
Robert Street,FWD,Crystal Palace,0.0,0,0,376,0,0.0,0,Manchester United,0,0,0,True,0
Robert Street,FWD,Crystal Palace,-0.5,0,0,34,0,0.0,0,Tottenham,0,0,0,True,0
Robert Street,FWD,Crystal Palace,-0.5,0,0,44,0,0.0,0,Liverpool,0,0,0,False,0
Robert Street,FWD,Crystal Palace,0.0,0,0,54,0,0.0,0,Brighton,0,0,0,True,0
Robert Street,FWD,Crystal Palace,0.0,0,0,64,0,0.0,0,Leeds United,0,0,0,True,0
Robert Street,FWD,Crystal Palace,-0.5,0,0,71,0,0.0,0,Arsenal,0,0,0,False,0
Robert Street,FWD,Crystal Palace,0.5,0,0,85,0,0.0,0,Newcastle United,0,0,0,True,0
